gene_id,MPANC_CON-DMSO-1_S1,MPANC_CON-DMSO-2_S2,MPANC_CON-Gem-1_S3,MPANC_CON-Gem-2_S4,MPANC_KO-DMSO-1_S9,MPANC_KO-DMSO-2_S10,MPANC_KO-Gem-1_S11,MPANC_KO-Gem-2_S12,PANC1_CON-DMSO-1_S1,PANC1_CON-DMSO-2_S2,PANC1_CON-Gem-1_S3,PANC1_CON-Gem-2_S4,PANC1_KO-DMSO-1_S9,PANC1_KO-DMSO-2_S10,PANC1_KO-Gem-1_S11,PANC1_KO-Gem-2_S12
ENSG00000226534.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233231.1,3,3,11,5,6,6,11,3,23,7,21,6,12,9,8,8
ENSG00000100427.15,2,0,0,0,0,0,5,0,2,0,0,0,0,0,0,3
ENSG00000273464.1,0,4,2,2,3,2,0,2,0,0,0,0,4,1,2,2
ENSG00000207735.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279904.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200840.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235681.1,0,2,2,4,4,5,5,4,2,2,2,2,5,4,4,3
ENSG00000268154.2,4,1,4,3,6,2,3,2,0,0,0,1,2,1,2,3
ENSG00000212278.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230711.2,15,11,7,18,17,17,16,17,8,11,5,3,13,13,17,11
ENSG00000238079.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277901.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278272.1,3,2,0,3,2,3,2,1,5,3,4,3,2,2,3,4
ENSG00000199025.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000236009.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236248.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272862.1,3,0,2,0,3,3,2,2,1,0,0,1,2,3,3,3
ENSG00000231079.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000259142.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265766.3,7,7,7,5,3,5,3,3,5,3,4,6,7,4,5,3
ENSG00000253166.2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0
ENSG00000141194.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259717.1,2,4,3,3,0,4,0,4,0,2,4,4,0,0,0,0
ENSG00000246228.6,44,42,71,50,35,53,78,107,0,0,0,1,24,21,50,64
ENSG00000278601.1,0,2,4,5,0,2,2,3,5,2,7,5,4,3,0,2
ENSG00000163565.18,519,483,556,508,248,245,282,258,0,2,3,0,748,754,717,825
ENSG00000108179.13,3056,3038,3161,3130,2401,2772,2912,3587,1389,1430,1341,1423,1688,1624,2551,3010
ENSG00000088387.18,2776,2828,2726,2844,2706,2914,3212,2372,880,907,905,743,2259,2128,2397,2456
ENSG00000266181.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000204909.7,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0
ENSG00000100425.18,1739,1530,1208,1390,1373,1410,1088,878,912,909,818,671,820,970,1140,1145
ENSG00000206834.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000228952.1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ENSG00000161960.14,15942,11219,12625,11169,13123,13753,12140,15951,6982,8401,7264,7170,12978,10483,9248,11087
ENSG00000278153.1,0,0,0,0,1,0,2,2,0,0,0,0,2,2,1,1
ENSG00000253114.2,2,2,2,2,1,2,3,1,0,2,3,2,3,1,3,2
ENSG00000249582.1,0,1,1,0,0,1,1,0,1,0,2,0,1,1,0,2
ENSG00000230772.1,2,0,3,2,3,2,6,6,2,3,4,3,7,3,2,5
ENSG00000215043.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140279.12,2,2,5,2,0,2,5,0,0,0,2,0,1,0,7,3
ENSG00000083520.14,1758,1823,1736,1759,1957,2182,1891,1756,1553,1590,1385,1328,1797,1808,1833,2036
ENSG00000177673.3,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000253981.5,8,2,13,4,2,6,2,0,0,3,0,0,0,0,2,4
ENSG00000237760.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230053.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276486.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267301.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228431.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000124102.4,3,12,4,8,25,23,15,16,2,0,0,4,15,4,19,12
ENSG00000132704.15,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000152611.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127957.17,133,130,134,140,285,297,286,248,162,163,177,173,201,180,196,201
ENSG00000105176.17,1571,1743,1644,1610,1747,2064,1936,1826,2257,2413,2170,2298,1438,1594,1532,1595
ENSG00000153443.12,1231,1046,1145,909,1087,842,757,791,352,324,329,278,534,493,680,547
ENSG00000251552.1,0,2,1,3,2,1,0,1,0,0,0,0,0,2,0,2
ENSG00000242653.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4
ENSG00000249403.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172476.4,1,0,6,2,8,4,3,1,18,14,16,24,6,4,8,6
ENSG00000251443.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238065.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226232.8,61,54,81,97,113,147,86,72,24,15,17,11,138,113,63,72
ENSG00000240238.1,1,2,1,1,1,1,2,3,1,1,1,1,0,1,2,1
ENSG00000215179.5,7,8,8,8,8,9,9,13,12,9,12,13,12,7,4,12
ENSG00000235378.2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0
ENSG00000188997.7,302,353,291,239,446,361,393,373,461,514,444,415,402,433,28,409
ENSG00000274718.1,43,49,67,58,110,126,105,89,2,5,2,4,112,112,120,119
ENSG00000204709.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000152484.13,1578,1821,1906,1696,1790,1941,1966,1882,5323,5713,5266,4928,1766,1744,1972,2093
ENSG00000232672.1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0
ENSG00000204688.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000135506.15,5228,4508,3701,3636,3673,3850,3170,3191,3697,4163,3355,3569,4679,4623,3979,4477
ENSG00000237988.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271114.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199461.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ENSG00000156990.14,515,457,482,444,637,646,590,686,447,464,416,430,409,361,356,440
ENSG00000250826.2,44,40,37,36,32,21,39,37,33,35,20,34,15,29,26,32
ENSG00000267534.3,110,81,99,99,98,98,105,112,98,103,115,104,44,51,48,54
ENSG00000253420.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231603.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206659.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ENSG00000043591.5,63,65,57,53,97,110,77,95,226,194,217,199,71,70,71,67
ENSG00000233905.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000148680.15,0,0,0,0,0,0,0,0,80,116,101,76,0,0,0,0
ENSG00000249176.1,3,2,0,0,3,2,1,1,3,1,1,3,1,1,1,3
ENSG00000215268.3,23,22,15,17,20,19,19,19,28,23,19,20,17,18,19,17
ENSG00000251026.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236114.1,1,1,2,1,1,2,1,1,3,1,2,2,0,3,1,1
ENSG00000237716.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270553.1,2,1,2,0,0,2,0,2,0,0,4,2,0,0,0,0
ENSG00000200072.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120149.8,800,751,757,697,666,723,756,903,645,693,547,603,601,590,943,1028
ENSG00000250170.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234427.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196591.11,3713,4437,3650,3866,3283,3924,3398,3745,6134,6416,5855,6374,2708,2772,3006,2899
ENSG00000087884.14,388,305,213,214,436,390,299,371,535,608,539,572,364,355,324,356
ENSG00000228137.1,5,4,9,4,5,7,8,4,4,5,4,2,5,3,4,4
ENSG00000085644.13,757,683,722,624,707,747,783,810,445,432,493,393,466,594,388,627
ENSG00000100104.13,622,659,572,495,524,626,522,559,601,672,602,566,447,455,430,432
ENSG00000134438.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284464.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000171603.16,21625,19763,16066,16914,8674,9310,8810,8649,6654,7139,6302,6122,9748,9721,8604,8977
ENSG00000232519.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173442.12,4110,3761,5391,5542,6561,4957,4057,4191,4539,4774,6942,4194,4088,5938,5447,5400
ENSG00000114698.14,984,1273,1000,829,1334,1557,936,1066,202,148,154,180,2386,2505,1398,1506
ENSG00000113555.5,37,31,41,39,35,40,26,16,9,8,7,7,36,35,30,30
ENSG00000222627.1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0
ENSG00000284416.1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0
ENSG00000264494.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278905.1,0,2,0,0,0,2,0,0,0,0,0,0,2,2,0,2
ENSG00000284486.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267919.1,12,8,9,10,1,0,2,7,2,2,0,0,0,5,3,4
ENSG00000143344.15,56,43,42,47,27,34,34,44,74,88,84,83,46,53,46,52
ENSG00000188993.3,204,213,230,187,182,195,259,207,3,0,2,3,289,270,281,270
ENSG00000227021.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260131.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244239.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249379.1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
ENSG00000225300.1,1,1,1,1,0,2,1,0,1,1,1,0,1,0,1,0
ENSG00000200063.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000274727.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000157542.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198440.9,0,0,0,0,0,0,0,0,126,167,128,115,0,0,0,0
ENSG00000253595.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283615.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266830.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000206854.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248516.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000182568.16,985,916,843,775,1781,1928,1494,1173,5,3,2,2,1254,1236,1016,1067
ENSG00000231845.3,1,2,0,2,1,2,2,0,2,2,2,2,2,0,0,0
ENSG00000273609.1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1
ENSG00000115255.10,979,833,698,771,1232,1232,1322,1590,236,258,212,212,526,588,616,694
ENSG00000223375.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000157470.11,140,161,180,179,182,196,243,244,264,246,263,233,108,109,155,154
ENSG00000149927.17,38,38,58,32,68,69,78,42,59,41,67,54,8,6,13,27
ENSG00000272923.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275965.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000260141.1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
ENSG00000256379.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253729.7,6899,8097,7066,7614,4726,5152,6002,3619,18039,17509,18344,13949,4095,3972,5450,5042
ENSG00000275830.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253674.1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
ENSG00000279367.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000092295.11,35,19,34,27,28,34,19,10,37,38,17,27,12,11,7,18
ENSG00000114353.16,8414,7778,6079,6423,7838,8072,6714,7058,6833,7360,6011,7029,7141,7140,5964,6344
ENSG00000248408.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000115548.16,2245,2174,1788,1857,2466,2624,1947,1830,1628,1648,1517,1371,2090,1972,2062,1873
ENSG00000276039.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233339.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280936.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213073.4,28,26,36,40,54,44,34,33,29,21,25,12,37,29,33,31
ENSG00000260702.3,6,3,3,2,14,22,14,6,0,2,0,0,5,3,7,3
ENSG00000279302.3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000152580.8,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
ENSG00000280399.1,10,5,10,11,13,12,8,15,12,11,11,12,4,4,9,12
ENSG00000163064.6,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0
ENSG00000252481.1,4,5,12,8,19,12,14,15,10,4,10,10,15,10,14,10
ENSG00000229808.1,2,2,5,3,1,1,2,0,3,7,10,4,2,2,0,1
ENSG00000198984.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000013523.9,772,598,509,551,762,864,621,583,824,785,719,642,532,497,500,522
ENSG00000181449.3,0,0,0,0,2,0,0,0,0,0,2,0,3,2,0,2
ENSG00000261176.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260683.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114648.11,444,386,373,348,430,447,416,351,792,818,675,698,306,289,387,432
ENSG00000137766.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253602.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250342.1,0,0,0,0,2,2,3,1,0,0,0,0,2,0,0,2
ENSG00000228750.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272008.1,12,14,12,6,23,27,18,8,24,21,33,14,17,18,13,15
ENSG00000250240.5,0,6,7,8,2,0,1,0,0,0,0,3,0,1,7,4
ENSG00000233457.1,0,0,0,0,2,2,0,2,1,1,0,0,1,2,0,0
ENSG00000233482.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257292.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199635.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276398.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253581.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198868.3,21,18,22,30,24,20,29,20,8,47,34,27,56,13,48,45
ENSG00000248494.1,2,0,0,1,0,2,2,2,0,0,0,0,1,2,5,2
ENSG00000240236.1,1,3,0,1,0,1,1,1,2,0,0,0,1,0,1,0
ENSG00000231586.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235521.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224807.5,0,0,0,0,1,1,0,0,3,4,5,4,0,0,0,1
ENSG00000260669.2,631,650,203,218,486,503,630,350,471,206,422,396,433,180,195,264
ENSG00000217648.1,9,12,11,19,8,10,7,15,16,15,12,14,12,3,10,8
ENSG00000255998.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188610.12,226,240,151,148,196,127,224,274,463,523,453,491,178,111,131,111
ENSG00000221698.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196844.8,2,4,8,8,10,9,10,15,5,5,5,8,5,8,13,16
ENSG00000230478.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000275221.1,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0
ENSG00000252614.1,0,0,0,1,2,2,1,0,2,1,1,1,1,2,2,0
ENSG00000229172.1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
ENSG00000225803.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283033.1,34,34,31,37,23,24,20,25,1,0,0,1,17,18,28,22
ENSG00000249621.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270202.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176853.15,2607,2448,2461,2305,2304,3933,2547,1554,1545,1594,1411,1479,2142,2438,2214,2132
ENSG00000171481.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257927.1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000227088.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225501.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254730.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000241963.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120088.14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000250669.1,0,0,0,2,2,4,0,0,4,4,2,3,0,3,4,0
ENSG00000250068.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257568.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244215.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182004.12,2077,1972,1814,1774,1416,1495,1393,1766,1623,1855,1481,1780,1066,1066,1187,1236
ENSG00000260734.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228596.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280385.1,86,77,115,94,70,96,62,64,206,231,242,196,81,70,71,79
ENSG00000237031.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166546.13,0,9,3,0,19,12,9,9,4,0,2,0,6,3,7,2
ENSG00000112837.16,0,0,0,0,0,0,0,0,433,425,391,418,0,0,0,3
ENSG00000231080.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164056.10,1380,934,815,1043,1513,1629,962,929,502,549,440,446,1482,929,632,658
ENSG00000259047.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000146666.5,26,19,24,26,27,32,43,52,10,12,8,8,22,18,35,42
ENSG00000226717.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279006.1,0,3,0,2,0,0,2,2,2,0,0,0,0,0,9,2
ENSG00000160408.14,537,482,521,460,515,481,468,560,747,729,667,750,404,399,348,350
ENSG00000157617.16,1531,1076,1420,1464,1137,872,1085,887,489,552,554,464,719,696,887,981
ENSG00000264773.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170323.8,0,5,0,7,0,0,0,2,0,0,0,0,110,76,127,73
ENSG00000188612.11,3004,3205,2667,2743,2743,2838,2664,3011,4638,5027,4740,5320,2256,2126,2095,2160
ENSG00000251842.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260858.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000067048.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264860.1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
ENSG00000250742.2,5,6,2,2,5,2,0,5,15,9,18,12,5,6,3,5
ENSG00000206140.10,26,16,19,22,46,29,15,35,21,12,22,22,10,20,12,13
ENSG00000279034.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239839.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000113441.15,2019,2635,2016,2113,2250,2617,2307,1711,3602,3799,3318,2696,2833,2661,2615,2638
ENSG00000201356.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250467.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272426.1,0,1,0,2,0,3,2,5,1,0,1,1,2,0,2,2
ENSG00000049540.16,3,3,0,0,0,0,5,2,0,0,0,0,0,0,2,3
ENSG00000265688.1,272,273,280,247,215,260,185,231,271,290,240,251,114,148,125,109
ENSG00000226361.5,27,37,24,29,33,27,25,27,35,51,34,37,29,27,24,19
ENSG00000275834.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ENSG00000004777.18,210,176,263,246,261,281,273,325,698,696,1077,617,286,257,191,262
ENSG00000284057.1,0,32,0,0,0,0,15,0,0,6,0,0,27,0,0,0
ENSG00000226348.1,0,0,0,0,0,2,2,0,1,3,2,2,0,0,0,0
ENSG00000162923.14,3244,3354,3036,3047,2605,2890,2429,2324,6939,7224,6835,6333,2617,2557,2540,2565
ENSG00000284677.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232316.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108958.4,199,179,140,139,122,150,150,147,142,156,129,139,117,118,120,109
ENSG00000264763.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226616.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143768.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000160218.12,1277,1282,1238,1253,1075,1135,1089,836,1052,1136,1052,976,1017,1013,1097,1137
ENSG00000227753.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218803.1,2,0,2,6,2,3,0,1,3,0,5,3,0,0,4,1
ENSG00000224655.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229250.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124334.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275121.1,1,1,1,1,32,1,1,1,1,1,1,1,18,1,1,22
ENSG00000252401.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124357.12,585,467,470,477,615,713,578,640,504,497,494,485,581,561,501,484
ENSG00000223467.2,0,0,0,0,2,1,0,1,2,0,0,1,1,1,1,0
ENSG00000171681.12,1402,2153,1543,1558,1745,2118,1676,1670,722,570,769,683,1917,2223,2239,2000
ENSG00000260433.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146856.14,28,21,29,32,41,59,47,37,47,45,40,44,37,47,32,33
ENSG00000180891.12,1785,1521,1697,1592,1546,1773,1404,1599,2344,2753,2161,2235,1297,1211,1228,1266
ENSG00000138028.15,510,523,625,483,457,500,425,405,224,231,269,281,327,306,304,490
ENSG00000276888.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167770.11,3481,2538,2839,2835,3337,3323,2562,2834,2475,2635,2397,2452,1589,2538,2471,2131
ENSG00000156172.5,184,213,197,186,224,227,211,261,294,291,269,276,165,193,176,237
ENSG00000224409.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000137871.20,534,591,476,497,577,621,494,439,353,369,254,283,580,552,440,500
ENSG00000222489.1,0,1,2,1,2,0,2,2,0,1,1,0,0,0,0,0
ENSG00000236643.1,2,4,4,4,8,2,3,0,0,0,3,0,3,5,4,0
ENSG00000122254.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221025.1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
ENSG00000158497.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276386.1,74,73,54,48,92,116,129,78,220,259,215,203,170,144,196,180
ENSG00000260035.1,0,0,0,2,2,2,1,1,0,0,4,2,0,0,0,1
ENSG00000244057.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176473.13,162,173,171,124,166,162,153,207,117,158,109,154,87,109,119,119
ENSG00000241218.1,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0
ENSG00000178458.5,1059,966,793,758,619,630,558,635,431,477,383,430,566,561,447,483
ENSG00000252580.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142700.11,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0
ENSG00000274678.1,4,4,0,4,2,2,0,3,3,0,2,3,0,0,0,2
ENSG00000184203.7,1907,1944,1764,1751,1391,1492,1156,1269,1237,1586,1180,1420,1146,1260,1203,1117
ENSG00000180229.12,274,248,381,337,400,475,428,230,745,666,739,518,375,315,337,312
ENSG00000199402.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228002.2,9,16,8,8,7,5,9,7,9,10,9,8,10,12,6,6
ENSG00000234520.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000090554.12,29,34,29,24,47,52,51,46,19,23,14,12,44,32,33,42
ENSG00000198346.10,14,13,14,14,13,19,12,9,652,696,664,560,17,14,12,18
ENSG00000230275.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249216.1,2,0,3,4,3,2,4,3,6,3,4,3,2,5,0,0
ENSG00000266166.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000109163.6,1,0,0,5,1,0,1,2,3,3,3,2,1,1,4,2
ENSG00000277952.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
ENSG00000122203.14,3368,1515,3128,3074,3733,3745,3292,3133,2774,1578,1634,2745,2799,2962,2327,2912
ENSG00000207222.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147573.16,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0
ENSG00000255302.4,3405,3538,2783,2711,4174,4754,3420,4052,5246,5483,4509,5186,3625,3690,3033,3453
ENSG00000257198.6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000229578.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240163.1,5,4,5,5,8,10,7,9,13,6,8,7,13,7,13,10
ENSG00000256513.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169976.6,1226,1084,884,948,1307,1427,1196,1546,1269,1313,1128,1293,1027,993,992,1094
ENSG00000140092.14,0,0,0,0,2,2,3,3,0,2,0,0,0,0,0,0
