sgRNA,Gene,cont1,cont2,cont3,gemc1,gemc2,gemc3
YWHAQ-sg12,YWHAQ,601.7401081,80.74378721,406.6263105,161.9539609,2441.123355,147.4752233
PRMT2-sg13,PRMT2,0,192.3170204,118.9806889,0,0,10.64254188
RNF217-sg7,RNF217,207.496589,67.53116748,159.512572,672.1960098,2.72446803,138.3530445
HDGF-sg6,HDGF,335.7672077,904.3304167,45.10806338,138.444515,0,950.226954
CHD1L-sg10,CHD1L,2061.761562,503.5476184,192.1995744,0,4203.85417,0
RNF40-sg8,RNF40,409.3341801,14.68068858,3.922440294,0,0,0
ELP2-sg2,ELP2,669.6480827,115.9774398,0,53.98465364,269.722335,1188.923965
STK31-sg2,STK31,73.56697246,148.2749547,177.8172933,866.3666189,0,0
CBX5-sg4,CBX5,396.1298517,1095.179368,78.44880588,0,689.2904116,1106.824356
UBE2I-sg12,UBE2I,796.0323687,57.25468548,0,33.08736836,362.354248,0
SAP30L-sg11,SAP30L,0,187.9128139,0,0,0,155.0770389
APBB1-sg13,APBB1,962.0296399,1316.857766,236.6538977,6.96576176,272.446803,1012.561842
PHF14-sg8,PHF14,0,384.6340409,86.94742652,711.3784197,1866.260601,1532.526031
SIRT7-sg12,SIRT7,303.699553,70.4673052,395.5127297,0.87072022,0,0
UTY-sg6,UTY,460.2651611,0,2945.098921,123.6422712,0,0
ZHX3-sg12,ZHX3,388.5845212,481.5265855,128.1330496,1422.756839,291.5180792,2642.391114
KDM3B-sg5,KDM3B,71.68063984,118.9135775,446.5044535,0,0,0
NEK9-sg13,NEK9,0,0,3.922440294,0,0,0
KDM8-sg5,KDM8,75.45330509,1224.369428,695.5794122,0,0,158.1177651
UHRF2-sg6,UHRF2,369.7211949,199.6573647,36.60944275,848.9522145,0,1000.398937
ESCO2-sg11,ESCO2,1326.091837,35.2336526,109.1745882,1165.894375,0,1181.322149
SP140-sg9,SP140,290.4952246,3974.0624,38.57066289,8.7072022,803.7180689,2631.748572
HDAC6-sg6,HDAC6,132.0432839,290.677634,36.60944275,0,190.7127621,1499.078043
DPF2-sg4,DPF2,1062.005269,2428.185892,696.8868923,800.1918822,0,2026.644047
ZMYND11-sg3,ZMYND11,0,1064.349922,331.4462049,259.4746256,0,0
MTA2-sg5,MTA2,839.4180191,224.6145353,7217.290141,80.10626024,0,1050.57092
PAG1-sg10,PAG1,541.377464,833.8631115,251.6899189,91.4256231,13.62234015,381.6111447
CDYL2-sg2,CDYL2,0,77.80764949,32.0332624,0,0,0
SETD6-sg5,SETD6,67.90797458,124.785853,28.11082211,2158.515425,141.6723376,407.4573179
sgCTRL_53,CTRL,32.06765466,347.9323194,466.770395,339.5808858,0,1.520363126
USP51-sg10,USP51,0,0,0,71.39905804,0,2313.992678
KAT2B-sg8,KAT2B,0,0,6.53740049,94.90850398,0,0
CBX8-sg11,CBX8,767.7373793,2555.907882,3749.199181,0,0,0
ZCWPW1-sg10,ZCWPW1,550.8091272,17.6168263,0.653740049,147.1517172,0,4.561089379
AURKB-sg13,AURKB,0,124.785853,41.83936314,0,193.4372301,0
SFMBT2-sg10,SFMBT2,543.2637967,0,1687.956807,0,1452.14146,1.520363126
ASXL2-sg10,ASXL2,1601.496401,13773.42203,1699.724127,241.1895009,0,179.4028489
BRE-sg5,BRE,416.8795106,521.1644447,251.0361788,47.8896121,125.3255294,5941.579098
SIRT6-sg12,SIRT6,420.6521759,1090.775162,410.5487508,7085.92115,419.5680766,199.1675695
PHF8-sg2,PHF8,67.90797458,42.57399689,18.30472137,84.45986134,0,0
MYSM1-sg4,MYSM1,0,60.19082319,54.91416412,0,0,275.1857259
PKN1-sg3,PKN1,616.8307691,267.1885322,0,187.2048473,0,471.3125692
USP13-sg2,USP13,299.9268877,0,546.526681,298.6570355,0,202.2082958
TADA2B-sg11,TADA2B,120.7252881,434.5483821,35.30196265,0,0,0
NCOR2-sg9,NCOR2,456.4924958,52.8504789,0,74.0112187,700.1882837,652.2357812
PRMT2-sg7,PRMT2,1446.817125,183.5086073,1.307480098,2065.348362,0,462.1903904
SETD4-sg6,SETD4,0,24.95717059,160.166312,77.49409958,1266.877634,246.2988265
CBX6-sg3,CBX6,0,0,0,0,874.5542377,0
ELP2-sg7,ELP2,686.6250763,1033.520476,81.71750613,0,0,7.601815632
TRIM5-sg4,TRIM5,790.3733708,0,86.94742652,0,0,0
NCOR1-sg9,NCOR1,509.3098094,1914.361791,86.29368647,86.20130178,0,0
IRF4-sg9,IRF4,71.68063984,0,44.45432333,1127.582685,0,0
PHF5A-sg1,PHF5A,94.31663136,300.954116,121.5956491,0,395.0478644,451.5478485
sgCTRL_82,CTRL,290.4952246,509.4198938,105.9058879,2.61216066,329.6606316,0
CXXC1-sg3,CXXC1,0,0,202.6594152,0,0,0
sgCTRL_229,CTRL,1871.241966,139.4665415,73.87262554,70.52833782,0,0
HDGFRP3-sg8,HDGFRP3,916.7576569,904.3304167,1029.640577,0,0,133.7919551
CBX5-sg11,CBX5,2867.225593,117.4455087,517.7621188,401.4020214,0,0
CREBBP-sg10,CREBBP,0,1.468068858,45.76180343,0,0,0
SMARCAL1-sg11,SMARCAL1,247.1095742,118.9135775,69.2964452,250.7674234,0,1.520363126
PARP9-sg4,PARP9,67.90797458,615.1208516,0,109.7107477,0,1286.227205
PYGO1-sg8,PYGO1,307.4722182,0,109.8283282,587.7361485,0,1865.485556
INO80B-sg4,INO80B,120.7252881,29.36137717,38.57066289,521.5614118,5.44893606,989.7563952
DPY30-sg3,DPY30,60.36264407,39.63785918,0,0,0,0
WIZ-sg8,WIZ,1661.859045,0,81.71750613,73.14049848,0,0
BAHD1-sg2,BAHD1,269.7455657,8284.312568,455.6568142,724.439223,0,354.2446084
BRD3-sg13,BRD3,192.405928,631.2696091,473.9615355,727.0513837,10.89787212,1555.331478
CDA-sg3,CDA,1.886332627,1.468068858,132.70923,0,457.7106291,301.031899
GTF3C5-sg6,GTF3C5,0,135.062335,171.9336329,0,0,0
UBE2A-sg13,UBE2A,71.68063984,499.1434118,30.07204225,2017.45875,4179.333958,653.7561443
PRDM4-sg6,PRDM4,352.7442013,1225.837497,0,633.0135999,640.2499871,214.3712008
PARP11-sg11,PARP11,96.20296399,666.5032617,0,329.1322432,0,0
MAP3K12-sg10,MAP3K12,2246.622159,95.42447579,257.5735793,213.3264539,0,0
SMARCA1-sg10,SMARCA1,82.9986356,685.5881568,605.3632854,235.0944594,0,4.561089379
HNRNPA1-sg9,HNRNPA1,0,0,0,0,0,89.70142445
SLK-sg9,SLK,0,911.670761,232.7314575,0,0,0
sgCTRL_292,CTRL,196.1785932,2310.740383,149.0527312,361.3488913,160.7436138,0
HDGFL1-sg7,HDGFL1,205.6102564,98.36061351,15.03602113,0,0,0
TDRD7-sg9,TDRD7,9.431663136,0,71.91140539,0,163.4680818,130.7512289
LBR-sg3,LBR,81.11230297,36.70172146,0,0,0,6999.751834
PAX9-sg12,PAX9,2090.056551,0,0,0,0,3.040726253
CARM1-sg6,CARM1,635.6940954,68.99923634,0,0,0,0
ATAT1-sg7,ATAT1,32.06765466,0,47.06928353,0,0,580.7787143
EYA1-sg5,EYA1,232.0189132,355.2726637,69.2964452,0,0,0
PHF14-sg6,PHF14,186.7469301,672.3755371,22.88090172,249.8967031,117.1521253,0
SRCAP-sg3,SRCAP,32.06765466,0,147.091511,0,0,3.040726253
APOBEC2-sg4,APOBEC2,0,0,331.4462049,0,0,703.9281275
HDAC4-sg1,HDAC4,522.5141378,64.59502977,369.3631277,345.6759273,0,0
SFMBT2-sg13,SFMBT2,1443.04446,0,35.9557027,2556.434566,833.6872172,358.8056978
BRWD1-sg1,BRWD1,431.9701716,73.40344292,101.3297076,0,2460.194631,24.32581002
MAGI1-sg8,MAGI1,2250.394824,891.117797,462.1942147,53.98465364,0,719.1317588
RPS6KA4-sg2,RPS6KA4,92.43029874,13.21261973,122.2493892,0,0,827.0775407
SETD1B-sg3,SETD1B,0,92.48833808,28.11082211,0,185.263826,200.6879327
ELP4-sg12,ELP4,322.5628793,162.9556433,332.753685,333.4858443,0,89.70142445
BRD8-sg1,BRD8,445.1745,0,0,0,0,297.9911728
GLYR1-sg7,GLYR1,67.90797458,609.2485762,1.307480098,2914.300576,0,0
JMJD8-sg4,JMJD8,154.6792754,41.10592803,79.10254593,0,0,398.3351391
KAT8-sg8,KAT8,0,0,98.7147474,410.1092236,168.9170179,0
RBBP4-sg6,RBBP4,260.3139026,101.2967512,0,0,0,0
ADPRH-sg10,ADPRH,118.8389555,350.8684571,113.0970285,181.1098058,0,446.9867591
ASXL2-sg4,ASXL2,23941.33371,0,71.25766534,0.87072022,0,437.8645804
ACTL6A-sg10,ACTL6A,0,0,0,0,0,0
JMJD8-sg2,JMJD8,67.90797458,0,0.653740049,0.87072022,0,0
SUV420H2-sg3,SUV420H2,345.1988708,346.4642506,957.0754318,105.3571466,0,150.5159495
SFMBT1-sg13,SFMBT1,852.6223475,201.1254336,47.72302358,0,0,468.2718429
CHD6-sg9,CHD6,1263.84286,277.4650142,342.5597857,423.1700269,384.1499922,4.561089379
JMJD1C-sg13,JMJD1C,575.3314513,1256.666943,5.229920392,479.7668412,0,1018.643295
OIP5-sg2,OIP5,324.4492119,24.95717059,173.894853,0,0,1.520363126
APC-sg3,APC,1175.185227,118.9135775,1213.995271,335.2272847,8.17340409,415.0591335
GSG2-sg6,GSG2,1037.482945,581.3552679,0,102.744986,1882.607409,446.9867591
RAG2-sg1,RAG2,111.293625,560.8023039,145.1302909,0,0,0
USP13-sg10,USP13,205.6102564,453.6332772,98.7147474,0,0,0
SETD1A-sg13,SETD1A,252.7685721,0,23.53464176,1494.155897,2307.624422,0
SMYD1-sg1,SMYD1,145.2476123,107.1690267,487.6900766,272.5354289,0,3.040726253
KDM5C-sg6,KDM5C,190.5195954,177.6363319,432.1221724,222.9043763,0,3.040726253
HDAC3-sg3,HDAC3,120.7252881,101.2967512,3.268700245,345.6759273,0,3703.604576
SETD1B-sg9,SETD1B,126.384286,80.74378721,45.10806338,1.74144044,1730.037199,0
GLYR1-sg8,GLYR1,67.90797458,83.67992493,1538.904075,0,555.7914781,0
POLA1-sg9,POLA1,707.3747352,2231.464665,252.997399,4067.134148,253.3755268,3.040726253
PHF23-sg2,PHF23,1135.572242,1128.944952,1216.610231,64.43329628,0,1.520363126
sgCTRL_199,CTRL,198.0649259,206.997709,296.1442422,131.4787532,0,313.194804
HNRNPA2B1-sg7,HNRNPA2B1,318.790214,1011.499443,54.26042407,413.5921045,0,0
MSL2-sg13,MSL2,486.6738178,416.9315558,9.152360686,116.6765095,9293.160451,527.5660048
MEN1-sg11,MEN1,688.511409,0,310.5265233,82.7184209,0,0
TDRD7-sg3,TDRD7,503.6508115,911.670761,42.49310319,1260.802879,6549.621144,684.1634068
KDM1A_1,KDM1A,0,0,20.91968157,108.8400275,0,0
NAP1L1-sg9,NAP1L1,135.8159492,438.9525886,60.14408451,0,10.89787212,212.8508377
KDM4A-sg9,KDM4A,1178.957892,844.1395935,894.9701271,0,0,0
PHF19-sg9,PHF19,94.31663136,67.53116748,32.68700245,89.68418266,0,2116.345472
HMG20B-sg9,HMG20B,0,0,130.7480098,197.6534899,0,454.5885748
SETMAR-sg3,SETMAR,482.9011526,256.9120502,194.8145346,0.87072022,1277.775506,682.6430437
SMN2-sg8,SMN2,152.7929428,36.70172146,101.9834476,274.2768693,5.44893606,0
JMJD1C-sg3,JMJD1C,294.2678899,41.10592803,0,0,0,0
PRMT6-sg6,PRMT6,167.8836038,208.4657779,131.4017499,942.9899982,158.0191457,1752.978685
RAG2-sg10,RAG2,133.9296165,913.1388299,449.7731537,0,0,334.4798878
ATR-sg9,ATR,371.6075276,161.4875744,138.5928904,0,198.8861662,139.8734076
UCHL5-sg3,UCHL5,571.5587861,757.5235309,32.68700245,104.4864264,702.9127518,0
TAF3-sg2,TAF3,54.70364619,29.36137717,33.99448255,0,0,0
SRCAP-sg7,SRCAP,107.5209598,4213.357623,69.95018524,0,5.44893606,0
UBR5-sg11,UBR5,403.6751822,419.8676935,37.26318279,947.3435993,0,209.8101114
ATM-sg10,ATM,690.3977416,0,30.7257823,20.02656506,0,246.2988265
RPS19BP1-sg3,RPS19BP1,0,697.3327077,44.45432333,0,0,0
KDM4C-sg1,KDM4C,0,162.9556433,304.6428628,1589.935122,348.7319079,1.520363126
CHD1L-sg6,CHD1L,60.36264407,255.4439814,7.844880588,9074.646133,0,162.6788545
SMYD5-sg1,SMYD5,86.77130085,758.9915998,82.37124618,0,0,264.543184
HDGFRP3-sg6,HDGFRP3,0,0,27.45708206,0,0,0
RPA3-sg12,RPA3,22.63599153,107.1690267,0,0,0,0
SETD7-sg7,SETD7,1231.775206,1004.159099,67.33522505,125.3837117,855.4829615,431.7831279
TADA1-sg6,TADA1,105.6346271,251.0397748,128.1330496,33.95808858,160.7436138,1987.114606
NBN-sg10,NBN,0,187.9128139,21.57342162,0,0,0
sgCTRL_293,CTRL,154.6792754,23.48910173,117.6732088,62.69185584,0,0
KDM6B-sg12,KDM6B,1082.754928,584.2914056,125.5180894,0,1552.946777,308.6337146
KDM2A-sg4,KDM2A,731.8970594,701.7369143,47.06928353,0,0,203.7286589
RUNX1-sg2,RUNX1,928.0756526,717.8856717,1100.244502,40.92385034,746.5042403,2508.599158
TAF9B-sg10,TAF9B,635.6940954,77.80764949,760.299677,32.21664814,0,0
KDM1B-sg1,KDM1B,0,368.4852834,86.29368647,0,0,97.30324008
WDR77-sg13,WDR77,181.0879322,214.3380533,78.44880588,365.7024924,4100.324385,0
USP16-sg12,USP16,686.6250763,215.8061222,166.0499725,0,2.72446803,1120.507624
SIN3A-sg10,SIN3A,1827.856316,74.87151178,479.845196,102.744986,0,0
PRDM16-sg4,PRDM16,1062.005269,152.6791613,281.7619611,103.6157062,1700.068051,200.6879327
PRDM6-sg4,PRDM6,248.9959068,215.8061222,0.653740049,937.7656769,2.72446803,124.6697764
SIN3B-sg13,SIN3B,592.308445,347.9323194,16.99724127,0,0,0
SUPT7L-sg2,SUPT7L,116.9526229,1.468068858,228.8090172,446.6794729,0,504.7605579
SMARCB1-sg11,SMARCB1,245.2232415,24.95717059,84.98620637,116.6765095,280.6202071,746.498295
SND1-sg12,SND1,0,1070.222198,0,155.8589194,0,1.520363126
MIS18BP1-sg8,MIS18BP1,56.58997882,0,0,0,0,0
MSL2-sg3,MSL2,530.0594683,1638.364846,1346.050761,2545.985923,207.0595703,1375.928629
NAA10-sg9,NAA10,833.7590213,1344.751074,168.6649326,103.6157062,544.893606,50.17198317
SETD5-sg10,SETD5,130.1569513,976.2657908,52.95294397,0,0,240.217374
PARP16-sg2,PARP16,633.8077628,14830.43161,200.698195,167.1782822,0,38.00907816
HDAC11-sg1,HDAC11,1778.811668,982.1380662,1408.156066,0,1550.222309,535.1678205
SMARCA1-sg13,SMARCA1,213.1555869,3518.961053,850.5158038,74.88193892,0,6.081452505
SUZ12-sg4,SUZ12,160.3382733,0,0,0,0,751.0593844
SETD1A-sg1,SETD1A,0,0,58.18286436,0,0,0
PAX9-sg11,PAX9,222.58725,594.5678876,3.922440294,279.5011906,288.7936112,463.7107535
UHRF1-sg3,UHRF1,580.9904492,2942.009992,260.1885395,637.367201,0,2630.228209
SMARCB1-sg5,SMARCB1,369.7211949,117.4455087,178.4710334,0,0,1093.141088
PRMT8-sg13,PRMT8,47.15831568,0,0.653740049,0,0,150.5159495
KDM1B-sg10,KDM1B,49.04464831,121.8497152,60.79782456,0,0,506.2809211
ESCO1-sg6,ESCO1,647.0120912,872.0329019,1000.222275,801.9333226,1473.937204,764.7426525
ATAT1-sg13,ATAT1,152.7929428,0,0,0,0,425.7016754
BRD3-sg1,BRD3,264.0865678,0,97.4072673,0,0,0
ALKBH2-sg10,ALKBH2,133.9296165,2130.167913,117.6732088,175.0147642,0,532.1270942
USP34-sg7,USP34,315.0175488,315.6348045,0.653740049,0,0,0
PRDM12-sg2,PRDM12,662.1027522,995.350686,920.465989,977.818807,0,167.2399439
PRMT1-sg7,PRMT1,0,2.936137717,116.3657287,0,0,0
PPP4C-sg9,PPP4C,0,0,37.26318279,168.9197227,0,0
JMJD4-sg10,JMJD4,316.9038814,434.5483821,178.4710334,111.4521882,0,4132.346977
UBE4A-sg12,UBE4A,1005.41529,93.95640693,782.5268387,128.8665926,5639.648822,1084.018909
PAX6-sg9,PAX6,171.6562691,23.48910173,432.1221724,194.1706091,839.1361533,0
BRAF-sg6,BRAF,52.81731356,224.6145353,0,94.90850398,0,0
KDM8-sg11,KDM8,465.9241589,681.1839503,0,329.1322432,642.9744551,1.520363126
sgCTRL_83,CTRL,739.4423899,1021.775925,87.60116657,81.84770068,0,162.6788545
PARP3-sg12,PARP3,0,92.48833808,0,0,0,0
ALKBH3-sg1,ALKBH3,1180.844225,663.567124,7.191140539,2.61216066,899.0744499,100.3439663
POGZ-sg4,POGZ,132.0432839,305.3583225,86.29368647,121.0301106,8.17340409,3.040726253
OIP5-sg9,OIP5,0,670.9074683,0,0,0,0
DAXX-sg7,DAXX,0,0,162.1275322,0,0,0
SUPT16H-sg4,SUPT16H,1.886332627,362.613008,389.6290692,6.09504154,0,465.2311167
SP140-sg13,SP140,73.56697246,177.6363319,2500.555687,232.4822987,329.6606316,664.3986862
USP22-sg2,USP22,0,249.5717059,483.7676363,727.9221039,0,2760.979437
LBR-sg4,LBR,99.97562925,0,706.692993,0,0,112.5068713
ACTL6B-sg11,ACTL6B,281.0635615,0,0.653740049,892.4882255,0,0
CARM1-sg1,CARM1,0,22.02103288,41.83936314,40.05313012,0,0
PRMT5-sg10,PRMT5,0,0,86.29368647,0,0,0
FBXL19-sg9,FBXL19,230.1325805,243.6994305,89.56238672,2268.226173,2.72446803,2005.358964
POLR2B-sg1,POLR2B,237.677911,1.468068858,15.68976118,0,0,0
SMARCA5-sg9,SMARCA5,269.7455657,149.7430236,459.5792545,489.3447636,0,0
sgCTRL_143,CTRL,194.2922606,306.8263914,37.26318279,181.1098058,844.5850893,1111.385445
ZMYND8-sg2,ZMYND8,669.6480827,0,48.37676363,151.5053183,0,0
AURKA-sg3,AURKA,0,121.8497152,301.3741626,606.0212731,0,202.2082958
NSD1-sg11,NSD1,594.1947776,127.7219907,220.9641366,360.4781711,0,0
PARP12-sg7,PARP12,560.2407903,1428.430999,424.9310319,3685.758691,2915.180792,594.4619824
KDM4D-sg2,KDM4D,513.0824746,268.6566011,0.653740049,511.9834893,0,304.0726253
SIRT4-sg6,SIRT4,1035.596612,1390.261209,229.4627572,432.7479493,0,3201.884744
OIP5-sg1,OIP5,115.0662903,431.6122444,176.5098132,283.8547917,0,0
ATAD2-sg8,ATAD2,4536.629969,560.8023039,773.374478,895.9711064,0,0
RFXAP-sg1,RFXAP,475.3558221,132.1261973,309.2190432,115.8057893,0,0
EYA2-sg13,EYA2,720.5790636,198.1892959,996.2998347,115.8057893,760.1265804,3.040726253
LRWD1-sg12,LRWD1,1026.164949,3451.429886,0,671.3252896,0,0
BRD1-sg8,BRD1,1795.788661,880.841315,0,0,0,183.9639383
EYA1-sg12,EYA1,24.52232415,0,9.806100735,0,0,0
sgCTRL_52,CTRL,1016.733286,212.8699845,100.6759675,91.4256231,0,1822.915388
PARP16-sg8,PARP16,1233.661538,941.0321382,48.37676363,231.6115785,792.8201968,0
ARID1A-sg4,ARID1A,714.9200657,2790.7989,335.3686451,79.23554002,1473.937204,2566.372957
HAT1-sg8,HAT1,9.431663136,10.27648201,238.6151179,0,0,0
ASXL3-sg13,ASXL3,243.3369089,179.1044007,82.37124618,4835.980102,2656.356329,0
SP100-sg1,SP100,0,0,88.25490662,0,0,0
ZBTB9-sg10,ZBTB9,1122.367913,397.8466606,219.6566565,62.69185584,1495.732949,190.0453908
EID1-sg13,EID1,462.1514937,0,100.0222275,0,207.0595703,0
CDC34-sg13,CDC34,0,171.7640564,38.57066289,93.16706354,0,0
sgCTRL_125,CTRL,248.9959068,60.19082319,1723.258769,4523.391543,130.7744654,267.5839102
INO80C-sg8,INO80C,66.02164195,386.1021097,0,53.11393342,46.31595651,336.0002509
UIMC1-sg5,UIMC1,0,0,0,7065.894585,0,0
DAXX-sg11,DAXX,92.43029874,0,30.7257823,70.52833782,0,0
SIRT6-sg10,SIRT6,60.36264407,256.9120502,64.0665248,172.4026036,0,203.7286589
BRD1-sg1,BRD1,960.1433073,0,719.1140539,235.9651796,10906.04552,176.3621227
ING2-sg5,ING2,471.5831568,44.04206575,40.53188304,20.02656506,32.69361636,2137.630556
MECOM-sg6,MECOM,103.7482945,89.55220036,0,1203.335344,1166.072317,4.561089379
KMT2C-sg10,KMT2C,71.68063984,844.1395935,1276.100576,0,0,0
BRD2-sg4,BRD2,588.5357797,988.0103417,109.8283282,0,0,0
SETDB2-sg8,SETDB2,1514.7251,309.7625291,416.4324112,257.7331851,29.96914833,1271.023574
ZMYND8-sg10,ZMYND8,120.7252881,275.9969454,64.72026485,890.746785,5.44893606,203.7286589
MSL2-sg11,MSL2,90.54396611,286.2734274,83.02498623,4314.41869,899.0744499,1727.132512
ART1-sg3,ART1,494.2191483,2.936137717,1078.017341,464.0938772,825.5138131,0
ASXL2-sg8,ASXL2,167.8836038,889.6497282,53.60668402,7247.004391,0,334.4798878
PSD3-sg8,PSD3,49.04464831,0,151.6676914,175.8854844,0,0
TET1-sg11,TET1,0,60.19082319,24.84212186,0,0,0
KDM4B-sg9,KDM4B,614.9444365,67.53116748,2348.234256,75.75265914,0,235.6562846
SIN3B-sg10,SIN3B,96.20296399,413.9954181,108.5208481,10.44864264,0,6.081452505
MECOM-sg3,MECOM,67.90797458,61.65889205,0,0,0,0
PTGS2-sg12,PTGS2,143.3612797,342.060044,0,0,0,168.760307
MIS18BP1-sg6,MIS18BP1,0,0,52.29920392,0,0,0
DNMT3B-sg6,DNMT3B,216.9282521,547.5896842,196.1220147,0,215.2329744,199.1675695
ALKBH2-sg7,ALKBH2,254.6549047,98.36061351,107.8671081,37.44096946,0,1.520363126
TET3-sg3,TET3,496.105481,346.4642506,1725.873729,642.5915223,0,603.5841612
KDM1A-sg12,KDM1A,726.2380615,750.1831866,40.53188304,349.1588082,166.1925498,0
AURKB-sg2,AURKB,309.3585509,0,22.22716167,0,182.539358,98.82360321
sgCTRL_94,CTRL,379.1528581,0,0,1.74144044,0,1.520363126
G2E3-sg4,G2E3,362.1758644,1261.071149,69.95018524,0,0,1754.499048
PRKCB-sg10,PRKCB,13.20432839,179.1044007,137.9391503,0.87072022,0,0
WDR5-sg1,WDR5,49.04464831,0,0,0,0,0
sgCTRL_238,CTRL,258.4275699,86.61606264,324.2550643,0,1645.57869,144.434497
TAF9B-sg11,TAF9B,0,700.2688454,0,107.0985871,0,1225.41268
STK31-sg7,STK31,1410.976805,317.1028734,170.6261528,0,0,123.1494132
MTERF-sg3,MTERF,11.31799576,0,69.95018524,0,0,136.8326814
BAHD1-sg5,BAHD1,1884.446295,315.6348045,88.25490662,565.0974228,5.44893606,1112.905808
PARG-sg2,PARG,1360.045824,293.6137717,59.49034446,1529.855427,1179.694657,980.6342165
KDM4A-sg2,KDM4A,1656.200047,0,0,141.0566756,0,0
SATB1-sg7,SATB1,103.7482945,66.06309863,0,0,482.2308413,591.4212561
ATAD2B-sg8,ATAD2B,384.811856,813.3101475,1747.447151,511.1127691,3536.359503,0
IKBKAP-sg12,IKBKAP,299.9268877,54.31854776,0,384.8583372,790.0957287,2841.558683
CLOCK-sg5,CLOCK,379.1528581,554.9300285,553.0640815,180.2390855,1040.746788,2295.748321
NEK6-sg3,NEK6,782.8280403,493.2711364,38.57066289,295.1741546,0,935.0233227
PRKCD-sg5,PRKCD,90.54396611,68.99923634,264.7647199,52.2432132,705.6372198,518.4438261
SUV39H1-sg4,SUV39H1,880.9173369,389.0382475,144.4765508,3002.243318,70.83616878,699.3670381
EYA2-sg3,EYA2,111.293625,68.99923634,218.3491764,1913.843044,0,541.249273
NAP1L3-sg13,NAP1L3,0,118.9135775,25.49586191,0,0,0
NFRKB-sg1,NFRKB,284.8362267,703.2049831,117.6732088,463.223157,13.62234015,76.01815632
COMMD3-BMI1-sg9,COMMD3,169.7699365,32.29751488,84.33246632,94.03778376,0,173.3213964
CBX4-sg11,CBX4,232.0189132,670.9074683,395.5127297,823.7013281,8083.496645,0
EDF1-sg13,EDF1,1450.58979,441.8887264,189.5846142,87.94274222,0,264.543184
KAT2A-sg9,KAT2A,226.3599153,353.8045949,606.0170254,54.85537386,8418.606213,0
KDM1A-sg6,KDM1A,86.77130085,13.21261973,262.8034997,197.6534899,0,1131.150166
KDM5D-sg12,KDM5D,175.4289343,1369.708245,466.116655,868.9787795,2.72446803,5441.379629
SMYD5-sg7,SMYD5,256.5412373,0,0,803.674763,0,0
HOMEZ-sg7,HOMEZ,0,8.80841315,0,702.6712175,0,256.9413683
AURKA-sg8,AURKA,0,233.4229485,5.229920392,0,0,0
PHF7-sg1,PHF7,0,0,69.2964452,0,0,0
HMG20B-sg3,HMG20B,96.20296399,252.5078436,0,0,0,0
DPF3-sg13,DPF3,120.7252881,8.80841315,241.2300781,1.74144044,0,0
RERE-sg3,RERE,0,0,0,0,0,7.601815632
ATR_2,ATR,54.70364619,70.4673052,33.99448255,0,0,0
KDM5A-sg5,KDM5A,226.3599153,387.5701786,5450.884529,311.7178388,0,1751.458322
IWS1-sg12,IWS1,618.7171017,226.0826042,818.4825414,303.0106366,4421.811613,530.6067311
ADPRH-sg5,ADPRH,66.02164195,0,66.681485,0,0,0
ASH1L-sg8,ASH1L,0,663.567124,0,0,0,3.040726253
TADA2B-sg8,TADA2B,462.1514937,394.9105229,528.8756997,370.9268137,0,6107.298678
SETDB2-sg11,SETDB2,613.0581039,532.9089956,39.22440294,150.6345981,880.0031737,304.0726253
WHSC1-sg4,WHSC1,411.2205127,0,2694.062742,0,0,0
PRMT2-sg10,PRMT2,126.384286,165.891781,649.1638687,1098.848918,2383.909526,51.6923463
ORC1-sg1,ORC1,67.90797458,637.1418845,37.91692284,214.1971741,0,290.3893571
PHF17-sg8,PHF17,239.5642437,0,20.91968157,119.2886701,0,0
TAF10-sg10,TAF10,162.2246059,148.2749547,49.68424373,505.8884478,0,0
NOTCH3_1,NOTCH3,0,135.062335,0,0,0,954.7880433
KDM8-sg9,KDM8,641.3530933,190.8489516,125.5180894,0,0,1199.566507
BRD9-sg8,BRD9,32.06765466,29.36137717,392.2440294,0.87072022,0,1301.430836
ZBTB40-sg9,ZBTB40,0,0,0,0,0,0
ORC1-sg5,ORC1,2491.845401,202.5935025,1290.482857,612.9870349,0,784.5073732
RBBP7-sg12,RBBP7,597.9674428,562.2703727,0,51.37249298,0,0
SMYD3-sg3,SMYD3,1595.837403,729.6302226,1986.062269,519.8199713,0,0
sgCTRL_7,CTRL,0,827.9908361,0,0,1732.761667,0
EZH2-sg11,EZH2,888.4626674,77.80764949,0,141.0566756,0,0
PHC2-sg1,PHC2,0,38.16979032,0,484.9911625,0,632.4710606
TFPT-sg11,TFPT,856.3950128,943.9682759,16.99724127,0.87072022,5898.473285,110.9865082
TAF10-sg11,TAF10,0,547.5896842,0,420.5578663,0,658.3172337
IKBKAP-sg9,IKBKAP,0,0,7.191140539,0,0,0
SFMBT2-sg3,SFMBT2,758.3057162,255.4439814,66.02774495,72.26977826,0,0
OPCML_2,OPCML,73.56697246,874.9690396,16.99724127,173.2733238,0,0
RNF168-sg13,RNF168,524.4004704,129.1900595,103.9446678,370.9268137,5879.402009,1.520363126
UBR4-sg7,UBR4,158.4519407,4.404206575,0,998.7160923,0,0
ARID2-sg7,ARID2,73.56697246,66.06309863,70.60392529,0,0,0
TNRC18-sg5,TNRC18,405.5615149,1421.090655,77.14132578,0,5.44893606,0
sgCTRL_273,CTRL,0,146.8068858,533.45188,0,0,0
