sgRNA,Gene,cont1,cont2,cont3,gemc1,gemc2,gemc3
ATXN3-sg9,ATXN3,0,1171.518949,114.4045086,95.7792242,0,4830.193652
RFX5-sg11,RFX5,82.9986356,0,62.75904471,0,0,0
APOBEC2-sg10,APOBEC2,84.88496823,199.6573647,170.6261528,682.6446525,1640.129754,194.6064802
UBE2I-sg6,UBE2I,81.11230297,0,0,0,0,0
PSIP1-sg6,PSIP1,147.1339449,622.4611959,47.06928353,2955.224427,0,229.5748321
AICDA-sg5,AICDA,0,127.7219907,25.49586191,205.4899719,0,519.9641892
MCL1-sg7,MCL1,164.1109386,105.7009578,151.0139513,1656.109858,0,161.1584914
HDGFRP3-sg3,HDGFRP3,309.3585509,761.9277375,43.80058328,0,0,0
CUX1-sg8,CUX1,543.2637967,0,6750.519746,0,128.0499974,472.8329323
INO80E-sg10,INO80E,115.0662903,139.4665415,79.10254593,0,0,66.89597756
TRRAP-sg3,TRRAP,45.27198305,0,26.14960196,46.14817166,0,0
KMT2E-sg11,KMT2E,0,2.936137717,0,1064.020109,2005.20847,3.040726253
NCOA6-sg10,NCOA6,511.196142,391.9743852,103.9446678,9.57792242,0,348.1631559
SUPT16H-sg1,SUPT16H,247.1095742,42.57399689,73.21888549,673.06673,0,0
HDAC5-sg5,HDAC5,980.8929662,108.6370955,0,0,0,135.3123182
PRDM13-sg13,PRDM13,1920.286615,1678.002705,258.8810594,1799.778695,896.3499819,2066.173489
PHF16-sg12,PHF16,7.545330509,29.36137717,3411.869316,114.935069,313.3138235,120.108687
BRWD1-sg3,BRWD1,156.5656081,142.4026793,115.7119887,876.8152615,0,7.601815632
CREBBP-sg8,CREBBP,62.2489767,124.785853,118.3269489,5352.317192,0,42.57016754
KDM5B-sg2,KDM5B,980.8929662,12886.70844,322.2938442,722.6977826,0,0
MECOM-sg9,MECOM,401.7888496,60.19082319,43.80058328,0,0,0
ASH2L-sg6,ASH2L,26.40865678,0,0,0,0,202.2082958
HDAC2-sg11,HDAC2,690.3977416,554.9300285,0.653740049,0,0,8907.807557
UBR1-sg10,UBR1,552.6954598,1040.860821,239.2688579,0.87072022,0,906.1364233
DNMT1-sg2,DNMT1,1709.01736,600.4401631,213.119256,0,0,158.1177651
SMARCD1-sg6,SMARCD1,194.2922606,10.27648201,0,861.1422976,0,66.89597756
PHF13-sg10,PHF13,0,0,0,0,0,0
UBR1-sg4,UBR1,0,0,0.653740049,0,0,0
SCMH1-sg5,SCMH1,1280.819854,167.3598499,431.4684324,1.74144044,0,273.6653627
PSD3-sg7,PSD3,322.5628793,2351.846311,0,177.6269249,0,0
MAGI1-sg13,MAGI1,0,82.21185607,66.681485,209.843573,7331.543469,205.2490221
ACTL6B-sg5,ACTL6B,507.4234767,0,2120.078979,49.63105254,0,54.73307255
UBR1-sg1,UBR1,456.4924958,885.2455216,2345.619296,309.9763983,0,3588.056978
EMG1-sg1,EMG1,230.1325805,0,24.18838181,48.76033232,0,0
TADA3-sg8,TADA3,84.88496823,361.1449392,240.576338,4050.590463,185.263826,0
KMT2B-sg6,KMT2B,220.7009174,701.7369143,328.8312447,43.536011,2258.583997,28.8868994
sgCTRL_121,CTRL,205.6102564,349.4003883,448.4656736,525.9150129,871.8297696,393.7740497
KIT-sg10,KIT,347.0852034,1080.49868,197.4294948,471.059639,8189.750899,358.8056978
METTL8-sg5,METTL8,256.5412373,121.8497152,56.87538426,0,501.3021175,0
ADA-sg13,ADA,130.1569513,51.38241004,0,0,1067.991468,0
GSG2-sg2,GSG2,330.1082098,1017.371719,113.7507685,110.5814679,130.7744654,345.1224297
FLYWCH1-sg2,FLYWCH1,1094.072924,510.8879627,666.1611099,0,0,0
ASH1L-sg1,ASH1L,473.4694894,1592.854711,563.5239223,344.8052071,858.2074295,536.6881836
ATXN7L3-sg11,ATXN7L3,479.1284873,58.72275433,24.18838181,0,0,4.561089379
PHF20L1-sg6,PHF20L1,256.5412373,0,0,0,0,0
MUM1L1-sg12,MUM1L1,75.45330509,142.4026793,86.94742652,0,0,7560.765827
BRPF3-sg6,BRPF3,213.1555869,306.8263914,617.7843463,108.8400275,40.86702045,822.5164513
MGEA5-sg13,MGEA5,188.6332627,0,16.34350123,2176.80055,0,2017.521869
CBX1-sg7,CBX1,115.0662903,142.4026793,0,0,0,0
ATXN3-sg4,ATXN3,1527.929428,1412.282242,98.7147474,283.8547917,1735.486135,136.8326814
KDM3A-sg6,KDM3A,130.1569513,201.1254336,331.4462049,0,0,80.5792457
MSH6-sg11,MSH6,143.3612797,48.44627233,425.5847719,0,2.72446803,0
MUM1-sg6,MUM1,0,0,57.52912431,0,0,0
IKBKAP-sg8,IKBKAP,341.4262055,55.78661662,596.2109247,18.28512462,1008.053171,0
USP13-sg6,USP13,267.8592331,800.0975278,1034.216758,353.5124093,166.1925498,1.520363126
KDM4A-sg7,KDM4A,0,58.72275433,0,276.88903,0,203.7286589
PRDM14-sg7,PRDM14,420.6521759,180.5724696,97.4072673,4885.611154,0,173.3213964
GATAD2B-sg2,GATAD2B,490.4464831,805.9698032,89.56238672,0,0,813.3942726
sgCTRL_164,CTRL,130.1569513,895.5220036,194.8145346,521.5614118,743.7797722,3817.63181
CBX4-sg5,CBX4,0,130.6581284,152.3214314,0,0,0
BCOR-sg8,BCOR,0,54.31854776,186.969654,261.216066,0,1266.462484
IKBKAP-sg13,IKBKAP,26.40865678,85.14799378,0,400.5313012,242.4776547,950.226954
SIRT1-sg10,SIRT1,0,205.5296402,5.883660441,330.0029634,0,0
DPF2-sg3,DPF2,199.9512585,477.122379,1582.704659,44.40673122,0,294.9504465
SMYD1-sg9,SMYD1,384.811856,1290.432526,1031.601797,49.63105254,0,481.955111
CHD6-sg7,CHD6,390.4708538,139.4665415,177.8172933,0,0,0
PARP11-sg1,PARP11,30.18132204,0,178.4710334,1220.749748,0,0
sgCTRL_107,CTRL,341.4262055,51.38241004,39.22440294,33.08736836,310.5893554,0
ING2-sg11,ING2,0,192.3170204,0,0,0,4.561089379
PHRF1-sg5,PHRF1,115.0662903,214.3380533,2193.297864,0,0,0
MEN1-sg1,MEN1,477.2421547,41.10592803,20.26594152,631.2721595,228.8553145,1058.172736
KDM1A-sg10,KDM1A,971.461303,118.9135775,56.22164422,0,288.7936112,412.0184072
CDCA7L-sg7,CDCA7L,0,0,81.06376608,0,0,1.520363126
ACTL6A-sg12,ACTL6A,1.886332627,493.2711364,0,0,0,0
MUM1L1-sg8,MUM1L1,147.1339449,393.442454,21434.82873,0,694.7393477,0
RBBP5-sg7,RBBP5,230.1325805,86.61606264,441.9282731,621.6942371,0,781.4666469
SRCAP-sg2,SRCAP,0,19.08489516,33.3407425,0,0,0
ING2-sg1,ING2,0,220.2103288,0,0,0,0
MINA-sg4,MINA,460.2651611,0,48.37676363,60.07969518,0,0
UCHL5-sg2,UCHL5,215.0419195,0,298.1054624,0,0,0
KDM5C-sg13,KDM5C,931.8483179,3383.898718,247.1137385,67.04545694,250.6510588,407.4573179
PRKDC-sg9,PRKDC,145.2476123,114.509371,62.10530466,0,0,106.4254188
ALKBH2-sg1,ALKBH2,490.4464831,57.25468548,645.8951684,0,288.7936112,1.520363126
TET3-sg12,TET3,0,115.9774398,2.614960196,247.2845425,0,1537.087121
ARID1B-sg1,ARID1B,98.08929662,239.2952239,29.41830221,178.4976451,0,0
SETD5-sg5,SETD5,75.45330509,0,49.03050368,38.31168968,0,2242.535611
KDM6A-sg9,KDM6A,565.8997882,251.0397748,13.72854103,7.83648198,0,9.122178758
IWS1-sg8,IWS1,594.1947776,1130.413021,142.5153307,882.0395828,8.17340409,1339.439914
RFX5-sg7,RFX5,252.7685721,907.2665545,56.87538426,245.543102,1185.143593,4.561089379
PRDM15-sg11,PRDM15,348.971536,422.8038312,125.5180894,1195.498862,0,285.8282677
ATAD2B-sg9,ATAD2B,422.5385085,298.0179782,337.3298653,275.1475895,1144.276573,0
UIMC1-sg8,UIMC1,201.8375911,105.7009578,126.1718295,0,0,82.09960882
KMT2D-sg13,KMT2D,209.3829216,397.8466606,158.8588319,0,0,0
RUVBL1-sg3,RUVBL1,464.0378263,327.3793554,0,0,0,0
UBR2-sg6,UBR2,101.8619619,82.21185607,350.4046663,0,0,696.3263119
SETDB2-sg12,SETDB2,426.3111738,786.8849081,0,0,0,0
HNRNPA0-sg12,HNRNPA0,448.9471653,130.6581284,88.90864667,1261.673599,0,1.520363126
RNF20-sg4,RNF20,41.4993178,458.0374838,1202.88169,624.3063977,0,0
CDK9-sg5,CDK9,950.7116441,214.3380533,0,525.9150129,98.08084908,0
AIRE-sg9,AIRE,26.40865678,540.2493399,139.2466304,0,950.8393425,194.6064802
DMAP1-sg11,DMAP1,235.7915784,0,0,0,0,334.4798878
PPARGC1A-sg13,PPARGC1A,492.3328157,418.3996246,1280.676756,3404.51606,1740.935071,977.5934902
FBXO44-sg9,FBXO44,490.4464831,243.6994305,1115.280524,195.9120495,0,44.09053066
KMT2E-sg4,KMT2E,0,0,36.60944275,0,1953.443578,2002.318237
BRDT-sg1,BRDT,0,79.27571835,45.10806338,257.7331851,0,1080.978183
SMYD1-sg4,SMYD1,1773.15267,827.9908361,118.9806889,167.1782822,329.6606316,760.1815632
SUV420H2-sg13,SUV420H2,0,223.1464665,0,199.3949304,264.2733989,0
BCOR-sg1,BCOR,235.7915784,1023.243994,1061.67384,233.353019,912.6967901,9.122178758
CBX7-sg7,CBX7,560.2407903,1.468068858,0,5.22432132,0,0
CHAF1B-sg7,CHAF1B,0,355.2726637,0.653740049,0,0,229.5748321
KDM6B-sg4,KDM6B,160.3382733,234.8910173,391.5902894,0,0,71.45706694
BRPF1-sg5,BRPF1,60.36264407,0,0,0,0,0
USP35-sg3,USP35,207.496589,433.0803132,28.76456216,0,0,1149.394524
ATAT1-sg5,ATAT1,190.5195954,218.7422599,41.18562309,0,0,0
TADA1-sg5,TADA1,147.1339449,475.6543101,150.3602113,338.7101656,294.2425473,130.7512289
EZH1-sg2,EZH1,0,0,193.5070545,0,0,0
PYGO2-sg3,PYGO2,228.2462479,1965.744201,0,120.1593904,0,226.5341058
BAHCC1-sg11,BAHCC1,1060.118937,114.509371,120.9419091,12.19008308,316.0382915,1534.046394
UBE2Q2-sg6,UBE2Q2,299.9268877,0,50.33798377,49.63105254,0,155.0770389
L3MBTL1-sg5,L3MBTL1,0,0,0,0,0,0
EP300-sg6,EP300,628.1487649,91.02026922,84.33246632,0,871.8297696,208.2897483
USP12-sg3,USP12,0,795.6933212,0,300.3984759,354.1808439,0
PHF6-sg3,PHF6,1233.661538,408.1231426,271.3021203,596.4433507,0,0
UBE2N-sg3,UBE2N,813.0093624,362.613008,0,0,0,0
NONO-sg3,NONO,164.1109386,610.7166451,322.2938442,0,0,0
PCGF2-sg10,PCGF2,160.3382733,383.165972,805.4077404,89.68418266,0,304.0726253
PHF20-sg9,PHF20,224.4735826,666.5032617,0.653740049,0,4492.647782,860.5255295
JHDM1D-sg13,JHDM1D,228.2462479,5.872275433,3.922440294,788.8725193,1054.369128,0
SMYD5-sg13,SMYD5,0,32.29751488,0,0,0,269.1042734
FKBP2-sg1,FKBP2,0,179.1044007,449.1194137,26.1216066,0,104.9050557
NSD1-sg3,NSD1,360.2895318,371.4214212,932.2333099,314.3299994,0,3.040726253
USF2-sg1,USF2,0,0,66.02774495,100.1328253,305.1404194,0
HOXC10-sg6,HOXC10,424.4248411,1432.835206,39.87814299,0.87072022,0,0
MECP2-sg4,MECP2,1427.953799,1849.766762,365.4406874,247.2845425,1937.096769,1117.466898
PARP9-sg5,PARP9,424.4248411,55.78661662,15.03602113,404.0141821,3868.744603,0
TADA1-sg8,TADA1,688.511409,205.5296402,362.1719872,0,0,165.7195808
MORF4L2-sg6,MORF4L2,0,227.550673,28.76456216,1441.912684,0,0
ARID1B-sg9,ARID1B,665.8754174,506.4837561,626.282967,1593.418003,0,2206.046896
SATB1-sg12,SATB1,1095.959256,202.5935025,6852.503194,53.11393342,4748.747776,697.846675
KDM2A-sg3,KDM2A,1031.823947,0,18.30472137,0,0,0
ING4-sg2,ING4,803.5776992,273.0608077,201.3519351,192.4291686,0,725.2132113
BAZ1A-sg9,BAZ1A,0,218.7422599,176.5098132,0,0,100.3439663
sgCTRL_341,CTRL,862.0540107,0,0,0,0,0
DMAP1-sg9,DMAP1,281.0635615,82.21185607,315.7564437,330.8736836,245.2021227,155.0770389
MUM1-sg4,MUM1,752.6467183,85.14799378,242.5375582,75.75265914,0,1467.150417
PIK3CA_3,PIK3CA,0,0,0,0,0,92.74215071
L3MBTL4-sg8,L3MBTL4,745.1013878,850.011869,392.8977695,144.5395565,0,0
PAX6-sg4,PAX6,628.1487649,372.88949,277.1857808,1448.878446,1746.384007,150.5159495
SMYD3-sg10,SMYD3,277.2908962,433.0803132,241.2300781,770.5873947,2.72446803,2520.762063
HDGFRP2-sg5,HDGFRP2,1807.106657,2589.673466,6942.719321,99.26210508,0,1850.281925
CBX5-sg6,CBX5,0,0,0,0,340.5585038,0
SCMH1-sg10,SCMH1,513.0824746,246.6355682,425.5847719,181.1098058,0,88.18106133
ERCC6-sg12,ERCC6,616.8307691,1108.391988,188.2771341,175.8854844,296.9670153,141.3937707
sgCTRL_227,CTRL,218.8145848,2089.061985,964.9203124,889.0053446,0,1.520363126
PRDM9-sg13,PRDM9,269.7455657,146.8068858,0,0,0,0
RPA3-sg13,RPA3,0,0,353.6733665,0,0,174.8417595
RUVBL1-sg11,RUVBL1,0,0,0,0,0,0
BRCC3-sg11,BRCC3,0,110.1051644,209.1968157,0,46.31595651,405.9369547
sgCTRL_68,CTRL,388.5845212,312.6986668,1287.214157,2.61216066,847.3095574,1208.688685
SMARCAL1-sg13,SMARCAL1,1301.569513,2438.462374,1021.795697,500.6641265,13.62234015,130.7512289
SIK1-sg13,SIK1,1871.241966,535.8451333,0,163.6954014,0,0
ATM-sg13,ATM,181.0879322,1410.814173,1091.092142,409.2385034,0,12.16290501
EP300_1,EP300,169.7699365,1312.453559,133.36297,0,1062.542532,0
SND1-sg11,SND1,3723.620606,1642.769052,677.9284308,160.2125205,2454.745695,0
CBX3-sg2,CBX3,0,229.0187419,0,0.87072022,0,0
CARM1-sg9,CARM1,37.72665255,2.936137717,20.26594152,55.72609408,0,0
LRWD1-sg6,LRWD1,73.56697246,1701.491807,98.06100735,2.61216066,0,68.41634068
PPARGC1A-sg9,PPARGC1A,115.0662903,3422.068509,1219.878931,0,0,0
PPARGC1A-sg5,PPARGC1A,54.70364619,1661.853948,295.4905022,20.02656506,0,114.0272345
HDAC2-sg8,HDAC2,0,29.36137717,0,0,0,0
YY1-sg9,YY1,456.4924958,0,13.72854103,0,0,0
AEBP2-sg13,AEBP2,186.7469301,779.5445638,205.9281154,221.1629359,5.44893606,652.2357812
sgCTRL_220,CTRL,58.47631145,556.3980973,168.0111926,2081.021326,768.2999845,633.9914237
SATB1-sg13,SATB1,98.08929662,0,39.87814299,0,514.9244577,0
UBE2E1-sg8,UBE2E1,2044.784568,278.9330831,62.75904471,0,0,0
TET1-sg9,TET1,0,208.4657779,303.9891228,0,0,42.57016754
IWS1-sg4,IWS1,3327.490755,275.9969454,59.49034446,222.0336561,2029.728682,3937.740497
NEK9-sg10,NEK9,458.3788284,911.670761,3896.944432,523.3028522,302.4159513,413.5387704
KDM4A-sg13,KDM4A,237.677911,312.6986668,52.29920392,969.1116048,193.4372301,95.78287696
EHMT2-sg5,EHMT2,152.7929428,26.42523945,0.653740049,67.91617716,2.72446803,547.3307255
OIP5-sg12,OIP5,1.886332627,242.2313616,0,0,0,0
NAP1L1-sg11,NAP1L1,39.61298517,130.6581284,112.4432884,0.87072022,0,658.3172337
CDC34-sg1,CDC34,271.6318983,148.2749547,64.0665248,389.2119383,493.1287134,0
WDR82-sg1,WDR82,0,170.2959876,0,0,0,0
ARID1A-sg5,ARID1A,0,0,22.88090172,1298.243848,0,0
SCML2-sg11,SCML2,0,0,168.6649326,0,0,0
SIAH2-sg12,SIAH2,260.3139026,1.468068858,0,0,0,0
TRIM13-sg3,TRIM13,2403.187767,761.9277375,169.3186727,148.0224374,17676.34858,361.8464241
ZHX3-sg11,ZHX3,946.9389789,2160.997359,158.8588319,14.80224374,0,381.6111447
PYGO2-sg5,PYGO2,1331.750835,3941.764885,414.4711911,366.5732126,0,839.2404457
PADI4-sg12,PADI4,239.5642437,255.4439814,1044.676598,2137.61814,550.3425421,1223.892317
CDK2AP1-sg9,CDK2AP1,120.7252881,312.6986668,164.7424924,125.3837117,168.9170179,0
PHF12-sg1,PHF12,465.9241589,85.14799378,0,0,0,0
UBR2-sg4,UBR2,735.6697246,731.0982915,25.49586191,74.88193892,3579.950992,0
L3MBTL3-sg7,L3MBTL3,103.7482945,58.72275433,185.6621739,0,2.72446803,349.6835191
SIRT2-sg8,SIRT2,0,0,567.4463625,0,4925.838198,89.70142445
PRDM15-sg12,PRDM15,405.5615149,1136.285296,155.5901317,3458.500714,0,0
WHSC1L1-sg5,WHSC1L1,243.3369089,2779.054349,688.3882716,0,0,0
IKBKAP-sg6,IKBKAP,152.7929428,7.340344292,88.90864667,220.2922157,0,6.081452505
SMNDC1-sg1,SMNDC1,132.0432839,104.2328889,56.87538426,127.1251521,0,121.6290501
HNRNPA2B1-sg5,HNRNPA2B1,0,57.25468548,66.02774495,0,0,177.8824858
FTSJ3-sg2,FTSJ3,1033.71028,140.9346104,590.9810043,0,0,12.16290501
PRDM10-sg11,PRDM10,0,120.3816464,54.26042407,0,0,7.601815632
PRMT5-sg6,PRMT5,92.43029874,645.9502977,235.3464176,198.5242102,689.2904116,0
TIPARP-sg10,TIPARP,597.9674428,471.2501035,207.2355955,224.6458168,0,2611.983851
SCMH1-sg6,SCMH1,105.6346271,44.04206575,49.68424373,0,0,0
JMJD8-sg5,JMJD8,54.70364619,0,0,0,0,0
FOXA1-sg4,FOXA1,158.4519407,24.95717059,336.6761252,769.7166745,0,0
RPA1-sg6,RPA1,0,48.44627233,0,0,5.44893606,0
SMARCB1-sg6,SMARCB1,773.3963772,7014.433005,1071.47994,596.4433507,4942.185007,401.3758654
NR2C1-sg10,NR2C1,822.4410255,152.6791613,1718.028849,570.3217441,0,0
ADPRHL2-sg3,ADPRHL2,158.4519407,29.36137717,407.9337906,162.8246811,1324.091463,1483.874411
CSNK2A1-sg9,CSNK2A1,407.4478475,67.53116748,5073.02278,282.1133513,138.9478695,228.0544689
IRF4-sg12,IRF4,1.886332627,0,0,0,0,0
KAT2A-sg13,KAT2A,0,1353.559487,279.800741,158.47108,0,0
SFMBT1-sg11,SFMBT1,177.315267,46.97820347,1481.374951,925.5755938,0,2896.291756
JMJD1C-sg5,JMJD1C,401.7888496,284.8053585,43.80058328,81.84770068,953.5638105,0
SETD1A-sg6,SETD1A,0,5.872275433,32.0332624,9.57792242,0,0
PHF16-sg3,PHF16,418.7658433,0,81.06376608,3.48288088,0,0
APBB1-sg4,APBB1,1077.09593,750.1831866,3241.243163,775.811716,7350.614745,1135.711255
SIRT6-sg5,SIRT6,2569.185038,1407.878035,823.0587217,2377.066201,942.6659384,2353.52212
USP12-sg13,USP12,528.1731356,684.120088,61.45156461,1280.829444,0,158.1177651
TLK1-sg8,TLK1,81.11230297,342.060044,77.79506583,0,3977.723324,799.7110044
CREBBP-sg13,CREBBP,313.1312161,532.9089956,1829.164657,0,0,924.3807808
HDAC9-sg13,HDAC9,0,604.8443696,0,20.89728528,0,6.081452505
SIK1-sg4,SIK1,1946.695271,609.2485762,183.7009538,948.2143196,5522.496697,561.0139936
RING1-sg9,RING1,3.772665255,403.718936,49.68424373,0,359.62978,3.040726253
USP51-sg4,USP51,252.7685721,61.65889205,26.14960196,0,585.7606265,0
sgCTRL_346,CTRL,47.15831568,0,32.0332624,96.64994442,0,94.26251383
KAT5-sg3,KAT5,175.4289343,110.1051644,0,122.771551,0,187.0046645
RPS19BP1-sg12,RPS19BP1,0,719.3537406,200.044455,0,0,72.97743006
EP300-sg2,EP300,271.6318983,1124.540745,79.10254593,171.5318833,0,307.1133515
MBD4-sg6,MBD4,86.77130085,161.4875744,120.288169,0,0,187.0046645
EP300-sg9,EP300,511.196142,597.5040253,2001.75203,545.0708577,310.5893554,69.93670381
EZH1_2,EZH1,164.1109386,0,49.68424373,0,0,208.2897483
NCOA6-sg1,NCOA6,0,0,876.0116657,631.2721595,0,118.5883239
KDM5A-sg8,KDM5A,869.5993412,54.31854776,22.22716167,1.74144044,2.72446803,317.7558934
BRD2-sg3,BRD2,290.4952246,1217.029084,406.6263105,428.3943482,0,0
sgCTRL_132,CTRL,309.3585509,412.5273492,18415.85718,109.7107477,0,412.0184072
PARG-sg32,PARG,281.0635615,111.5732332,0,0,0,0
PHF12-sg3,PHF12,0,85.14799378,0,0,0,0
BCL2-sg6,BCL2,84.88496823,158.5514367,179.7785135,116.6765095,1277.775506,0
BUB3-sg9,BUB3,373.4938602,0,119.634429,2.61216066,0,36.48871503
PRDM8-sg11,PRDM8,1869.355634,2773.182073,58.18286436,1619.539609,1931.647833,322.3169828
PPP4C-sg13,PPP4C,0,330.3154931,54.26042407,0,0,0
TDRD5-sg4,TDRD5,909.2123263,67.53116748,180.4322535,0,0,0
RING1-sg8,RING1,933.7346505,91.02026922,32.68700245,0,0,0
PARP14-sg6,PARP14,0,45.51013461,0,0,0,0
USP22-sg11,USP22,426.3111738,1074.626404,405.9725704,906.419749,1471.212736,246.2988265
ACTL6A-sg7,ACTL6A,877.1446717,64.59502977,239.922598,109.7107477,948.1148745,6.081452505
TET1_2,TET1,260.3139026,0,32.0332624,0,403.2212685,0
PAXIP1-sg4,PAXIP1,0,76.33958063,24.84212186,70.52833782,0,0
SIRT4-sg3,SIRT4,375.3801928,948.3724825,135.9779302,0,8.17340409,372.488966
TRIM28-sg8,TRIM28,56.58997882,372.88949,22.22716167,0,198.8861662,74.49779319
PHIP-sg11,PHIP,1197.821218,1675.066567,241.8838181,0,0,3.040726253
SMNDC1-sg10,SMNDC1,13.20432839,16.14875744,0,0,547.6180741,6.081452505
UBR2-sg10,UBR2,675.3070806,2764.37366,333.407425,17.4144044,2.72446803,158.1177651
HOXC10-sg13,HOXC10,0,1625.152226,1121.817924,0,209.7840383,152.0363126
PHF21A-sg3,PHF21A,0,0,0,0,0,0
SRCAP-sg10,SRCAP,1031.823947,187.9128139,0,69.6576176,0,866.606982
PAXIP1-sg12,PAXIP1,237.677911,337.6558374,64.0665248,0,0,0
CLOCK-sg8,CLOCK,1305.342178,2871.542687,86.94742652,471.9303592,441.3638209,0
SIRT2-sg9,SIRT2,394.2435191,80.74378721,351.0584063,273.4061491,585.7606265,0
RAD18-sg1,RAD18,813.0093624,16.14875744,0,94.03778376,0,1.520363126
ANTXR1-sg5,ANTXR1,141.474947,129.1900595,0,0,0,0
UTY-sg2,UTY,66.02164195,0,50.33798377,0,0,0
SMARCD1-sg11,SMARCD1,347.0852034,83.67992493,335.3686451,0,337.8340357,0
CECR2-sg4,CECR2,411.2205127,0,0,87.072022,119887.4912,247.8191896
ADPRH-sg7,ADPRH,1156.321901,387.5701786,110.4820683,94.90850398,0,0
PARP16-sg5,PARP16,58.47631145,349.4003883,181.0859936,0,0,0
SIK1-sg5,SIK1,430.083839,111.5732332,598.8258849,478.896121,0,495.6383792
ZHX3-sg3,ZHX3,1041.25561,1607.5354,186.315914,74.0112187,0,0
TAF9B-sg8,TAF9B,796.0323687,130.6581284,36.60944275,122.771551,1904.403153,142.9141339
KDM2B-sg8,KDM2B,1469.453117,861.7564198,504.6873178,1884.238556,119.8765933,1774.263768
PRDM8-sg12,PRDM8,356.5168666,632.7376779,0,298.6570355,0,121.6290501
EYA2-sg11,EYA2,198.0649259,70.4673052,286.3381415,5081.523204,0,1471.711506
SIAH2-sg7,SIAH2,243.3369089,638.6099534,252.3436589,4.3536011,220.6819104,1.520363126
CDCA7L-sg4,CDCA7L,501.7644789,261.3162568,1482.028691,0,141.6723376,536.6881836
CHEK1_3,CHEK1,137.7022818,0,0,0,0,0
LNX1-sg8,LNX1,0,0,0.653740049,0,0,667.4394125
sgCTRL_300,CTRL,0,0,475.2690156,1691.809387,0,0
NAT10-sg5,NAT10,262.2002352,0,11.11358083,152.3760385,0,0
UBE2E1-sg1,UBE2E1,145.2476123,314.1667357,456.3105542,54.85537386,2051.524427,241.7377371
KAT8-sg4,KAT8,279.1772288,0,73.87262554,0,2383.909526,0
HJURP-sg1,HJURP,0,0,20.91968157,186.3341271,0,0
USP27X-sg4,USP27X,620.6034344,408.1231426,0,0,874.5542377,396.814776
BRD4-sg1,BRD4,1.886332627,38.16979032,0,122.771551,0,0
WRB-sg12,WRB,1629.79139,302.4221848,750.4935763,559.8731014,6582.314761,643.1136024
SIRT3-sg5,SIRT3,56.58997882,20.55296402,67.33522505,143.6688363,0,1.520363126
PRDM11-sg1,PRDM11,762.0783814,484.4627233,611.9006859,4852.523786,0,1800.109942
PRKCB-sg12,PRKCB,201.8375911,367.0172146,202.6594152,197.6534899,0,0
HLTF-sg3,HLTF,67.90797458,0,0,206.3606921,0,0
STK31-sg10,STK31,462.1514937,640.0780222,24.18838181,0,0,1207.168322
UBA7-sg2,UBA7,690.3977416,453.6332772,556.9865218,0.87072022,634.801051,372.488966
MBTD1-sg4,MBTD1,26.40865678,189.3808827,101.3297076,856.7886965,0,4647.750077
INO80C-sg7,INO80C,590.4221123,0,0,0,0,0
TOX4-sg6,TOX4,1.886332627,412.5273492,132.70923,1.74144044,0,9.122178758
ATAD2-sg11,ATAD2,528.1731356,0,272.6096004,272.5354289,4541.688206,0
NCOR2-sg3,NCOR2,309.3585509,469.7820347,261.4960196,146.280997,0,56.25343567
PARP6-sg8,PARP6,909.2123263,321.50708,2233.829747,157.6003598,1198.765933,358.8056978
TRIM28-sg3,TRIM28,1086.527593,140.9346104,43.80058328,0,0,0
CUX1-sg3,CUX1,269.7455657,1977.488752,7790.620164,1885.109276,5.44893606,3.040726253
GTF3C4-sg6,GTF3C4,199.9512585,481.5265855,0,716.602741,0,0
sgCTRL_243,CTRL,71.68063984,39.63785918,53.60668402,1926.033127,0,0
SMARCA1-sg1,SMARCA1,0,0,1424.499567,990.0088901,0,89.70142445
SATB1-sg6,SATB1,405.5615149,0,267.37968,673.06673,0,939.5844121
SETD8-sg9,SETD8,222.58725,0,0,0,0,0
SCML2-sg8,SCML2,245.2232415,44.04206575,1.307480098,0,0,0
RAG2-sg9,RAG2,341.4262055,1117.200401,44.45432333,23.50944594,0,1.520363126
TADA1-sg11,TADA1,669.6480827,13542.93522,185.0084339,80.97698046,0,4842.356557
PPARGC1A-sg11,PPARGC1A,462.1514937,98.36061351,2990.860724,0.87072022,0,1258.860669
ZMYND8-sg3,ZMYND8,897.8943306,1.468068858,63.41278475,0,0,133.7919551
RBBP7-sg5,RBBP7,0,0,0,0,0,171.8010333
USP35-sg1,USP35,782.8280403,579.887199,345.1747459,39.1824099,0,0
JMJD6-sg1,JMJD6,2252.281157,543.1854776,3250.395524,1265.15648,5.44893606,831.6386301
APOBEC2-sg12,APOBEC2,171.6562691,1679.470774,40.53188304,108.8400275,220.6819104,302.5522621
INTS12-sg10,INTS12,526.286803,322.9751488,200.044455,0,1659.20103,0
SMNDC1-sg9,SMNDC1,0,0,33.3407425,0,0,0
CDK2AP1-sg6,CDK2AP1,4640.378263,607.7805074,1047.291559,407.497063,2620.938245,202.2082958
GATAD2B-sg13,GATAD2B,33.95398729,910.2026922,48.37676363,0,89.90744499,0
PRKDC-sg13,PRKDC,298.0405551,129.1900595,75.18010564,0,19.07127621,0
CHAF1A-sg13,CHAF1A,126.384286,152.6791613,3.268700245,0,0,0
USP7-sg2,USP7,58.47631145,74.87151178,0,47.01889188,0,1.520363126
