GeneID,LORD_MCF10ATP53/RB1mut_Olaparib_CRISPRn,LORD_MCF10ATP53mut_Olaparib_CRISPRn,LORD_MCF10A TP53mut_Talazoparib_CRISPRn,LORD_MCF10ATP53mut_Olaparib_CRISPRi,LORD_MCF10ATP53mut_Talazoparib_CRISPRi,Olivieri_RPE1_Olaparib_CRISRPn,Zimmerman_HELA_Olaparib_CRISPRn,DeWeirdt_A375_Talazoparib_CRISPRn
RAB11FIP5,0.0664569,0.0827716,-0.1426644,0.7091758,0.3269593,1.1446179,-0.314983,-0.5870979
RAB12,-0.3087689,-0.7565471,-0.8307178,0.4070044,0.1321854,1.4097598,-0.2570671,-1.7783195
RAB13,0.1351575,0.7616493,0.7038332,-1.1017701,-0.0720688,-1.5802695,0.8748091,1.2491006
RAB14,1.3620606,0.295989,2.1866949,1.7051898,0.3653032,0.828369,,0.5273879
RAB15,-0.8715989,0.1979762,0.9855945,0.8614273,0.7919744,0.5716813,-1.3095571,0.1075501
RAB17,1.1771275,-0.0252713,0.0689387,0.4395797,0.4707765,-2.8069061,1.3283472,1.1016614
RAB18,0.9292691,0.8671364,1.1878468,1.5052482,3.0866628,2.2740538,-0.5862161,0.9832258
RAB19,-0.2311328,1.577463,0.9352674,0.6154406,-0.7446783,0.9706638,-0.0916387,-0.6761126
RAB1A,-0.518471,1.2051894,1.3395704,0.4843713,0.5833725,1.0592573,,-2.1747441
RAB1B,1.3789579,-0.8308957,-0.837754,1.2486611,0.7676823,2.712401,,-0.6549727
RAB20,-0.7917061,-0.5660495,-0.3731523,0.8827855,0.7144175,0.7918589,-0.5710294,1.0542011
RAB21,-0.2149928,-0.9084878,-0.9234082,-1.0619577,0.5609494,-0.2341934,0.3914689,0.2540686
RAB22A,0.3061405,0.553586,-0.8106582,1.1994936,0.7069137,0.099671,,0.5295676
RAB23,0.6447054,-0.8282719,-0.5232686,0.9541022,0.9293129,0.3069084,,-0.0899226
RAB24,0.6753454,1.716684,1.7291333,0.0471786,1.2060275,1.9432346,2.1556846,-0.5788848
RAB25,-0.7594191,1.3319521,1.3068441,0.4669022,-0.2552682,-1.0037211,0.1128011,2.0950049
RAB26,1.3667,0.7132308,-0.4305623,2.6349731,0.6947858,0.5641698,0.2858837,-0.0437991
RAB27A,-0.1963364,-0.4927971,-0.2386691,0.3946453,-0.9450083,0.5375362,-0.4098415,0.1941046
RAB27B,2.1423862,-0.423035,1.4417435,-0.183472,0.4785708,-0.2143948,,0.3278736
RAB28,0.6358463,-0.7257137,-0.0093674,-0.01507,-0.7773279,-0.532446,-0.9540417,-0.2891816
RAB2A,0.4030022,-1.8187042,-0.0575446,0.5839338,0.7167048,-0.1479282,0.5123677,-0.7476407
RAB2B,0.6333967,0.5854652,0.3317548,-0.0995751,-0.7884622,-0.0897431,-1.7683547,0.259542
RAB30,-0.0040629,0.4042982,-0.2445718,0.7173842,0.0478946,-0.4114412,,0.9467774
RAB31,-1.0516734,1.1818723,0.8712681,0.7059613,-0.1533079,0.2082028,2.7698547,0.7665465
RAB32,0.1292016,-1.0647282,0.1552071,0.7573985,-0.6492514,-0.1479282,1.2922563,2.0662087
RAB33A,-0.4548928,-0.0301765,1.4001847,1.1291216,-0.3625223,0.0231751,-0.7598529,-0.1154302
RAB33B,-0.4507705,-0.4694284,-0.4667497,0.0849809,-0.6831125,-0.8633682,-1.2226203,0.3797615
RAB34,0.322804,-0.7605537,-0.7449906,,,-0.3722018,0.7650283,1.3286915
RAB35,-1.2650981,-0.9059269,-0.1995276,-0.7450143,-1.0551645,0.5195878,-0.8212818,0.5991893
RAB36,1.0188942,-0.5744128,-0.785633,-0.8839539,-1.2932711,1.180595,0.485406,-0.0510504
RAB37,1.5845047,0.9698919,1.073568,-0.6364631,-1.2512062,-0.0148852,-1.6356901,0.4334347
RAB38,1.6627878,0.8100773,0.6742175,1.0902006,0.3189498,-1.5160033,2.8859767,0.0739949
RAB39A,1.0679676,0.8357238,-0.1441313,-0.6949883,-0.5783516,0.2269473,-0.3514234,-0.4034806
RAB39B,-0.9665712,0.9113176,0.3390555,-0.5930526,0.3548231,1.5539947,-0.4098415,0.4475088
RAB3A,-0.0169648,0.0300865,-0.1956492,0.6293339,1.4029049,-0.7811628,0.8100785,0.5899772
RAB3B,-1.1831603,-0.653466,-1.0564006,-0.6578957,0.3159636,0.5274306,-0.2397811,0.9742086
RAB3C,-0.1051591,0.2729842,-2.3180233,0.9267737,0.2018815,0.3722457,,0.2689294
RAB3D,0.0447585,-0.9121794,-0.0211856,-0.4840583,-0.5686874,-1.1388289,1.3774472,-1.1211941
RAB3GAP1,1.7497986,0.4893338,-0.4015255,0.6398454,1.3803832,-3.3878018,1.0242826,-2.8970071
RAB3GAP2,0.1235418,-0.9573332,0.2397435,0.3747536,0.6902759,0.1351614,0.4737211,0.0540499
RAB3IL1,0.6050567,-0.555481,-0.0258111,-0.857747,-0.7364167,1.3395427,-0.0551676,0.1918685
RAB3IP,0.0363675,0.9939347,0.6730952,-0.2863751,0.2541688,-1.5603151,-0.0439756,-0.6068961
RAB40A,0.9383943,0.8301719,-0.0817855,0.2687916,0.2293332,,,0.0506793
RAB40AL,0.3094985,0.2975528,0.6506837,0.2980284,0.4487782,,,0.1412719
RAB40B,-0.8848258,0.066418,-0.1426644,-0.4225075,0.3695261,-0.8396976,0.0354574,1.1829516
RAB40C,-1.0254719,-0.2854686,0.7061001,0.5320535,0.0439251,1.091073,-0.3294758,1.5568754
RAB41,-0.6651162,-0.0230272,0.0363104,-0.2356642,-0.341573,0.6074833,-0.8055249,0.8938082
RAB42,-0.2896795,0.2598837,0.1828164,0.0908579,0.6098036,-0.5538583,,0.0857871
RAB43,-0.1817529,0.281494,-0.607537,-1.4769848,-1.5454991,2.1398069,,-0.9546385
RAB44,,,,0.0572564,0.4565491,,,0.9449363
RAB4A,-0.7332461,4.03343139999999,1.0159559,0.5282241,0.2621185,0.4164771,-0.9084385,0.6354419
RAB4B,0.4041101,1.3338709,0.7481632,,,1.5647718,-0.466884,0.5891087
RAB5A,-0.4684305,-0.9385135,-0.4202397,-0.1649328,0.1840982,1.2353215,0.5589083,-0.5064995
RAB5B,-0.0552839,-0.249658,-0.2800752,-0.1286419,-0.1382435,1.2353215,-2.8259826,0.4033021
RAB5C,0.0698624,0.6979687,-0.4370493,1.3483096,0.3921949,0.9487394,0.8546457,0.4356109
RAB6A,1.5115863,-2.4204156,-1.8552837,-0.2285176,0.3709232,,,-1.210719
RAB6B,0.8984883,1.1686711,1.1454488,-0.279552,0.3269593,-0.9581206,-0.6519117,1.008347
RAB6C,0.9751189,-1.0317437,-1.2746595,-0.2155771,0.6370235,-2.7198904,,-0.7788025
RAB7A,0.7582106,2.1464628,1.438271,1.3634205,0.9582713,-0.4436222,1.1496607,0.9343265
RAB7L1,-0.1585801,0.3643437,-0.1169394,-0.7888724,-0.4327422,0.2971479,0.1505586,
RAB8A,0.3897039,-0.5219667,-1.3719145,-1.1250792,-1.5533409,1.1323597,1.0060036,0.1369857
RAB8B,0.5824862,-0.185456,1.4833618,1.3130235,0.1016228,0.5476399,1.4999574,1.2013125
RAB9A,0.0683297,0.2898629,-0.3495899,0.9654888,0.6428245,0.5989034,,1.1710397
RAB9B,1.3382012,0.1253327,0.0587543,-0.154615,0.1256676,-1.3216331,-0.0852672,1.4927897
RABAC1,-0.0929146,-0.744222,-1.0193913,1.3865641,1.4532521,-0.9094302,-0.0916387,-0.7685575
RABEP1,2.1583719,0.1690896,-0.7508781,0.1807659,-0.1449298,0.6437396,0.1825674,1.4180745
RABEP2,-0.8074658,-0.1551043,-0.4231221,-0.4462164,-0.582333,1.4203276,0.3627051,-0.2828641
RABEPK,0.0338103,0.0529862,0.4575038,-0.2843997,0.9267737,-0.1304216,1.9849023,-0.5305141
RABGAP1,-0.1310019,1.1061321,-0.782825,0.3740004,-0.0889651,0.0431043,-0.2427452,0.407412
RABGAP1L,-0.0425,-0.7956526,0.8843931,-3.1428883,-2.2879952,-1.8642006,0.1969175,1.6302398
RABGEF1,-0.9802541,-0.0393016,0.8455044,,,-0.5141215,,-1.0741042
RABGGTA,-1.8597095,-2.0519352,-2.3291415,0.2541069,-1.5197312,0.7635173,-2.1742987,-1.2811932
RABGGTB,-2.5524942,-0.2889407,-0.832182,-3.5840576,0.2621185,0.1093476,-0.7552862,3.5445684
RABIF,0.4451523,0.1634194,1.0905088,1.0480375,0.1087371,-0.0795156,-0.2205746,-2.3090448
RABL2A,-1.3696771,-0.6732935,0.1902818,-1.3860965,0.0203113,,,1.2608416
RABL2B,-0.2220313,-0.3031962,-0.9414083,-0.271818,-0.0319686,,,0.7508518
RABL3,1.1477323,-2.3932554,2.740965,1.9312835,1.0416328,-0.1667895,,1.7474508
RABL5,0.3440867,1.1370168,1.8566106,0.4890847,-0.0222155,-0.6741116,-0.0049473,
RABL6,0.5205243,-0.4624526,-0.4517663,1.4091216,0.6775032,0.1441344,-1.025877,2.0376335
RAC1,-2.86082,-0.4304681,-2.223153,0.3445343,1.1721028,-1.4638121,,-0.20817
RAC2,0.4719285,0.107754,-1.0877039,0.7424933,1.108599,-0.3525178,-1.9417779,0.5162644
RAC3,-0.5510396,1.7848328,0.9132455,-0.5796375,-1.5347217,0.3262927,-0.076907,0.7546947
RACGAP1,-1.1969546,-0.6550799,-2.0669159,-3.7465149,-2.0427289,1.5647718,,0.288703
RAD1,-0.0437524,-5.379878,-5.0960998,-0.9250816,-1.323501,-0.6110526,,-4.6134532
RAD17,-3.4321113,-4.8878245,-3.7527233,2.4470494,-2.4965521,-0.4231343,,-1.986669
RAD18,-0.2527263,-0.3688216,-0.6262715,0.4768135,-0.1652904,-1.6363369,,-4.7381542
RAD21,1.1069562,0.2202029,3.5701956,2.8892093,-2.0020778,,,0.1926462
RAD21L1,-0.2519001,0.3750111,0.9209489,0.2667305,0.867852,0.9008432,,1.8536611
RAD23A,-0.1424379,-0.3090883,-0.4324742,0.2411306,-0.142561,2.5999474,-0.0420856,-1.323034
RAD23B,0.4663869,-1.4223711,-1.5284289,2.2181215,0.5455925,0.8809986,,-1.5097137
RAD50,-2.5813983,-5.4190772,-3.1029196,-2.561863,-4.9970211,-7.8856133,-2.8542644,0.389764
RAD51,0.7902774,-3.5376997,-1.1499303,1.1203686,-0.8425208,-6.7642614,,-0.5482984
RAD51AP1,-0.4294606,-2.8049685,-5.4635404,-0.9553052,-4.264445,-0.6234765,0.2453913,-2.5003124
RAD51AP2,-1.2289722,-0.1587843,0.3086596,-0.0257921,-0.6717107,-0.3626943,1.4326226,-0.170119
RAD51B,-5.1708271,-5.52808,-10.7992153,-3.811113,-6.6846287,-7.5574731,-6.0961858,-5.28047
RAD51C,-4.0853415,-2.91299,-1.9650523,-2.9990509,-0.4574673,-3.2276778,-8.9145413,-3.0340243
RAD51D,-3.9578873,-1.8231808,-0.0175413,-3.4769916,-5.8843084,-11.5406867,-7.3697776,-4.7855895
RAD52,2.0002105,-0.9050859,0.147777,0.5784499,-0.5703223,0.0798242,-0.8394814,-0.4090489
RAD54B,-0.1885512,-0.7942751,-0.5017534,-1.2921196,-1.4874725,-1.1871688,-4.4843797,0.3320472
RAD54L,-7.3967712,-7.9661229,-11.5406867,-3.023676,-6.6133863,-2.1314887,-1.3412383,-10.1038817
RAD54L2,0.0598487,-1.1980177,0.1622139,-0.0978496,0.9818962,-2.4504315,0.7407126,-2.2291602
RAD9A,0.0157459,-3.0776206,-4.0364958,0.7196231,-1.472978,-0.8844551,-3.7794763,-5.0383841
RAD9B,-0.8133099,0.3500629,-0.4876596,-0.8604567,1.8451416,0.8097055,-0.0316355,-0.5482984
RADIL,-1.0567179,1.1812963,0.0674249,0.6859766,-0.9664751,0.3452293,-0.3508066,0.1850112
RAE1,-2.0264643,0.6593325,-0.8770174,0.7136781,1.1281592,,1.1468268,-0.3010395
RAET1E,1.0055243,1.1858318,0.9094226,0.3747536,0.3808926,-0.0897431,-0.0516324,-0.0867586
RAET1G,-0.2872784,0.8923611,0.0407986,0.8692954,-0.2786708,-3.1887039,,1.2507158
RAET1L,-0.8220281,0.0327892,0.4491881,-0.3395934,-1.1586087,,,-0.4779817
RAF1,1.5320815,1.7958847,0.5243198,-0.0949903,-2.0993186,-1.3676748,-0.017096,0.843851
RAG1,0.1532234,0.6566601,0.4985067,-0.1050537,0.530729,0.5195878,0.2321025,-1.2070626
RAG2,-1.5443542,0.5203777,0.3245421,-0.4738623,0.9232495,-0.7704781,-1.2363079,-0.9351114
RAI1,-1.501834,-0.2140816,-0.5249854,-1.2955047,-1.1243486,2.8654489,0.7985491,0.8290505
RAI14,0.5739951,-0.7332206,-1.4377759,-0.6616109,-0.8521709,-0.3722018,0.6254682,0.5087232
RAI2,0.9000384,0.3188631,0.2627325,0.8643235,1.0722853,0.4164771,0.3276222,0.6734045
RALA,2.6483117,-0.9699575,0.4082627,-0.4030466,-0.0496493,1.0163188,,-0.8093396
RALB,-0.4726197,2.2218623,1.4513423,0.2516833,0.0917145,-0.5996593,0.6771863,-0.1740086
RALBP1,-0.4070372,-0.0486085,-1.3990897,-1.0654462,-1.4601912,2.1940179,,-0.1134243
RALGAPA1,0.1479681,-0.6218206,0.3960513,-1.5964722,-1.6969513,-1.3376861,-0.9594141,-0.6810717
RALGAPA2,-0.5826322,-0.6732935,-0.2739444,-0.4137977,-0.2763699,-2.9360136,-0.1424589,0.4697671
RALGAPB,-1.0351293,-1.5156021,-1.8019128,-1.5485238,-2.926468,-3.2719496,1.8619351,1.2573963
RALGDS,0.188111,0.8087298,-0.3267402,-3.196592,-2.0724097,0.5716813,0.1382095,-0.4584148
RALGPS1,-0.0278848,-0.7261229,-0.815228,-0.0288255,-0.3023441,0.0431043,0.5116496,-0.2828641
RALGPS2,1.6602333,1.6819674,0.776657,1.5963769,-0.4694129,0.9829751,0.0456771,0.9429863
RALY,0.8222886,-1.2936627,-1.2565607,-1.1651231,-0.7292891,0.6341325,-1.327509,0.0146172
RALYL,-0.008782,-0.1270988,1.2312665,0.2746755,1.0139598,-0.6846037,0.0778538,-0.1154302
RAMP1,-0.6470892,-0.1077185,-0.6435217,1.1551661,-0.7051951,-1.5603151,1.262725,-0.5635395
RAMP2,1.0063392,1.5806059,-1.1304124,0.2192512,0.6997812,-0.896889,-2.4342001,-0.5870979
RAMP3,0.6137596,-0.2865825,-0.6153362,0.8411723,1.2361821,0.6801887,0.2724183,-0.8093396
RAN,-4.3873862,-1.3493497,1.6491494,0.0898802,1.5086846,,,-0.2466112
RANBP1,-0.3607559,-0.3695231,1.3246775,-0.5922124,1.2805861,-0.4231343,,0.6157713
RANBP10,-0.1017844,1.2721407,1.2993531,1.472524,1.9292871,-0.4557979,0.880729,-1.0601829
RANBP17,1.8036167,0.0858914,1.4950765,-0.4761738,-0.0437708,-0.3525178,0.019331,0.2011207
RANBP2,0.0731167,-1.1386508,-0.3175888,-0.4417263,-0.1928197,-0.3227514,-0.6970289,-0.1457063
RANBP3,-1.1992587,0.5821164,-0.3514498,-0.73733,-0.4795647,-0.3024271,-0.5927054,-0.0634906
RANBP3L,-0.2527263,-0.4072443,-0.9462856,0.6257902,-0.0733453,-1.5802695,-0.0220988,0.2512654
RANBP6,0.8532036,0.6486164,-0.0582497,0.6010054,0.3121338,-0.1861821,-0.204574,0.9223148
RANBP9,0.2511851,0.660901,1.0690086,1.7094819,1.2227228,0.1810494,0.1583053,0.1195455
RANGAP1,-1.1530792,0.1998729,0.8740381,-3.9151458,-1.105858,0.9928582,0.5511588,3.6212731
RANGRF,1.9300333,1.3859524,2.0956399,0.0344422,0.6083628,-2.312251,1.4271565,1.2957851
RAP1A,1.8838752,-1.3392893,-0.1191662,0.1369598,0.6792296,0.3069084,,0.0789088
RAP1B,-0.3366055,-1.0421782,2.0316432,0.3428322,0.4256269,,,0.2114548
RAP1GAP,-1.316505,0.9189315,0.6932841,0.8471661,0.1312774,0.5989034,0.6537515,-0.9557475
RAP1GAP2,0.7816165,0.3571864,-0.6015958,0.4674788,-0.3266607,-0.4231343,-0.4362794,0.2974897
RAP1GDS1,-0.6588856,0.9483369,0.3736684,0.0022971,-0.9720134,-2.6194758,-0.5636486,0.6149808
RAP2A,0.2426789,-0.0137946,-1.2242576,0.6089436,1.3705907,2.0069771,1.7443375,0.8119223
RAP2B,-0.2349082,1.0481058,-0.6651227,-1.0215583,-1.0591864,0.3978713,0.4561757,0.854657
RAP2C,-0.0929146,1.7020807,0.2887301,-0.0223184,-0.2635342,-2.0882768,-0.9644458,0.6318458
RAPGEF1,-0.3376821,-1.4195689,-1.5495144,1.6503091,1.1721028,0.0137028,0.8880726,1.4114137
RAPGEF2,-1.1952449,0.2253612,0.6196275,-0.8850447,0.8176523,0.7918589,-0.1166304,0.6756292
RAPGEF3,-0.249749,-1.4619719,-0.9148846,0.2660962,-0.097635,-0.1304216,-0.2237982,0.8047087
RAPGEF4,0.0285629,-0.2545655,-0.4559577,0.6934032,1.0063756,-0.9244482,0.01363,1.017418
RAPGEF5,-1.6047053,-0.6351994,0.9033992,0.1658874,-0.0222155,,-0.0274884,0.5205255
RAPGEF6,1.0623937,0.238512,0.7499403,-0.3314983,0.0369124,1.2023488,0.4795447,2.4820105
RAPGEFL1,0.4641102,0.8839641,0.026049,0.1169169,0.693892,1.6260046,-0.7810754,-0.6936065
RAPH1,-2.6019765,0.7028241,-0.3686338,-1.0734555,-1.0217278,1.4703378,0.6243224,0.9556971
RAPSN,-0.5764211,-1.4269152,-1.482102,-0.8932805,-0.4837299,-1.28176,-0.2413801,1.0498424
RARA,0.2109368,-0.6960157,-0.9771454,1.8833661,1.2847061,2.5999474,-0.6262757,-0.2274643
RARB,-0.037254,0.1690896,0.3687151,0.4733642,1.2674045,0.5641698,-1.0128082,0.2752824
RARG,0.4659581,1.3061648,1.796769,0.5076683,0.2473811,-1.0936161,1.5780168,2.5480295
RARRES1,1.4254649,0.0889766,-0.6593623,1.4926832,0.3165093,-0.5538583,0.7334254,0.2662244
RARRES2,1.2371965,0.8373445,0.0908106,-0.2269908,0.458204,0.9487394,0.1351567,-1.0136392
RARRES3,1.6413665,-0.0825385,0.69927,-0.629491,1.3110892,1.091073,-0.0402193,-0.6310697
RARS,-2.5227078,0.8087298,-0.7037018,-0.04727,1.3723383,,2.2176431,-1.5905121
RARS2,-0.6666595,2.8685756,-0.6199935,-2.8286436,-2.3463651,-0.6342717,-2.4564942,0.1463584
RASA1,2.5037846,0.2878209,-0.0792192,0.8499461,1.0842576,-0.2432268,-1.275081,1.0453078
RASA2,2.5896347,-0.9245587,1.4505235,2.0401678,0.8570257,-3.2276778,-0.6750336,0.1429787
RASA3,0.7640256,-0.2436437,0.0867085,-0.3245759,-1.8466376,0.6257754,0.6466563,0.3802754
RASA4,-0.4984679,-0.3107486,-1.7480412,0.0714939,-0.1661081,,,0.2114548
RASA4B,0.395175,-0.7931508,-0.0211856,-1.241723,-0.9684301,,,0.3171422
RASAL1,-0.0914213,1.7935814,2.8132394,0.4992026,-0.0747952,1.3774054,-2.1317534,-0.026126
RASAL2,0.2109368,1.7357376,0.6962986,-1.1509791,0.3653032,-0.1479282,1.108636,-1.6622119
RASAL3,-0.4145857,-0.1899077,0.8216077,0.3421387,0.0781545,1.4097598,0.2678713,0.3583287
RASD1,-0.0674078,-0.3443699,0.5337741,-1.5893124,-1.3671104,0.6341325,-2.5918183,-0.6129041
RASD2,-0.4340519,2.1314912,1.878467,-0.5614226,-0.9675493,0.0798242,0.9144647,-0.9257759
RASEF,1.0301286,-0.3130109,0.0352836,-0.8346099,-0.6627224,-0.5222193,-0.7286644,-0.790709
RASGEF1A,0.5795955,0.4986906,-0.0320413,1.5052482,0.9063324,0.1994906,0.0788342,-1.2585972
RASGEF1B,1.4103313,1.0037121,0.8519017,1.7400368,-0.5048096,-0.5653748,-0.1963957,-0.1740086
RASGEF1C,-0.0278848,0.0582506,-0.137058,1.1503267,0.5665079,-0.9244482,0.4432898,-0.0784463
RASGRF1,1.1046402,-0.841294,1.6511616,-1.3272598,0.9985239,0.4366718,-0.881561,-0.026126
RASGRF2,0.8887714,-0.6670381,-0.5842009,1.2449992,-0.3358558,1.5647718,1.6487555,0.5991893
RASGRP1,0.6160022,0.6192438,1.5424781,-0.2910801,-0.1571299,-0.9094302,0.7965831,2.2419374
RASGRP2,-0.6392682,0.427824,-0.4742236,0.8026005,0.8373099,-0.2631122,0.3955821,-0.4876182
RASGRP3,-0.3406408,0.267256,0.8787805,-0.477463,0.5788592,-1.066434,-0.7598529,-1.6188448
RASGRP4,-0.0966132,-0.0350341,0.236814,0.9522863,0.9345237,0.1093476,0.7144609,-0.2323815
RASIP1,-0.1441508,-0.487197,-0.6291577,-1.2527235,-1.1443012,0.2436562,1.1393815,1.3730866
RASL10A,0.8142145,1.0404519,-0.106731,-0.9450083,0.5284228,0.8097055,-1.0681541,-0.0033275
RASL10B,0.2762371,0.2108444,-0.8617815,-0.2825068,1.3318031,-1.2106423,0.5225759,1.0624309
RASL11A,1.6511851,0.4265181,1.1547974,0.6278576,-0.4984881,3.0688094,-0.6632048,-0.1891868
RASL11B,0.0012236,-0.0336457,-0.4004154,0.1495192,0.5559226,-1.0152515,0.8620042,0.0572388
RASL12,0.4087189,0.2870955,-0.9815809,1.0623948,-0.2116185,0.5375362,0.986842,-0.3560527
RASSF1,0.7272625,0.300086,0.6506837,0.5166555,1.898733,0.6257754,-0.1779609,0.1822225
RASSF2,0.1412818,-1.0179284,-0.6382956,-0.2068515,0.5729612,1.0489013,0.5306394,0.2918668
RASSF3,0.5541268,-0.0169768,1.977889,-1.424538,0.1188254,-1.3831897,0.180044,-1.3381592
RASSF4,0.2622203,-0.0742948,0.763002,0.6562688,0.812766,-0.6234765,1.4794907,0.6858175
RASSF5,0.6387392,0.8813583,-0.1044247,-1.5082178,-0.8282257,-1.066434,1.7865456,0.8723657
RASSF6,0.2443161,0.9455657,1.8467406,-0.2811463,-0.0385837,-2.9106304,-0.3892333,1.2242252
RASSF7,0.2478328,0.8789534,1.6924526,0.1273806,1.108599,1.3048455,-1.401228,-0.3476198
RASSF8,-0.3811498,0.1774778,-0.5626945,0.5490598,1.4468998,-1.7842067,-1.5510144,-1.3661326
RASSF9,1.3585101,-0.3869091,-0.1206526,-0.2105866,-0.3928849,-0.4231343,0.28918,0.3103926
RAVER1,1.4133829,-0.5008469,0.4412376,0.9623827,1.0255315,1.0989743,-0.2205746,1.2096847
RAVER2,-1.5346177,-2.6941544,-0.290959,-1.3887146,-1.6297027,-0.6741116,-0.0860881,0.0559375
RAX,-0.1384635,-0.6530777,0.4623897,0.0167541,0.3488003,1.6501517,-0.4625129,-1.3544414
RAX2,0.4069524,0.2803921,-0.1735249,0.1444101,-0.4604258,1.1446179,0.5248839,0.7115847
RB1,-0.7397614,0.5277204,0.8645513,1.9171837,1.4551049,-0.4953633,0.9949577,0.3285993
RB1CC1,-0.9724534,1.0997281,0.2954819,-1.4703764,-0.8845885,-0.1479282,1.1944734,1.0365999
RBAK,-0.3643869,1.3616246,-0.785633,-0.140374,-0.3527099,-0.5778655,0.168386,0.0210888
RBAK-RBAKDN,-0.3485239,0.4831921,1.1937786,0.5892784,1.1437035,1.0693132,,0.136348
RBBP4,-2.8307819,-1.6868782,-1.7724388,0.5581577,-1.5154783,0.5274306,-0.2564441,-4.0097471
RBBP5,-1.6747049,-2.6173867,-3.5583587,2.0814449,0.5070343,0.9096269,-0.309281,-4.2081715
RBBP6,-1.0598266,-1.0898233,0.3845219,-0.8795978,-1.1387937,1.0039161,-1.48458,-4.2513728
RBBP7,-0.3733655,-2.6425299,-2.7987902,-1.1356935,-1.1274723,-1.2244045,0.6748989,-1.8818427
RBBP8,-0.8904147,-3.1811944,-2.4096525,-0.183472,-0.9688139,-0.8284501,-3.5955739,-1.4163994
RBBP8NL,0.1064128,0.0977504,-0.1838903,2.4425626,1.0014283,-0.1764826,-3.2871786,1.0791255
RBBP9,1.1563408,-0.0963751,-0.3042053,0.3731389,-0.121439,-0.9094302,-0.2130766,-0.3560527
RBCK1,0.5124885,-0.1270988,-0.7026997,0.4460105,-0.0401299,-0.9931297,1.3846692,-0.0401759
RBFA,-1.9683844,0.8789534,-0.839665,-0.4614729,-1.527222,0.1994906,2.0118786,0.4452613
RBFOX1,-1.4416701,-0.2729768,0.0953226,0.2655885,0.1473809,1.6605654,-2.3855779,-0.7283517
RBFOX2,-0.1459835,1.7178944,-0.3461864,-0.7908968,0.2446813,0.2811473,-0.1193468,1.017418
RBFOX3,1.0623937,0.5998521,1.95657,0.5062966,-0.5644121,-0.2143948,-0.4575609,-0.9271824
RBKS,-1.1422042,0.017922,1.3204057,-0.5563397,-1.0009719,-0.5141215,-0.0097326,0.5810177
RBL1,2.4674915,0.2989716,0.8695641,1.2463244,1.6521142,-1.1388289,1.3710445,0.0118026
RBL2,1.2520207,0.9148511,0.7380337,0.9098047,-0.6129246,0.8003915,0.1879313,-0.2224577
RBM10,0.6540764,-0.657402,-0.7502247,0.9160557,-0.0733453,1.3981518,-0.5414359,-0.4858272
RBM11,1.2043045,-1.4265328,-0.2553212,-0.176884,-1.0702814,0.9928582,,-0.525873
RBM12,-0.0484247,-0.1077185,-1.5322257,-1.5826907,-1.9090694,-0.2143948,-2.820371,1.9828688
RBM12B,1.469681,2.0447533,2.1632293,0.1435052,-0.1467946,0.0892236,0.1441337,0.2185405
RBM14,-1.6534444,1.6787023,-4.1462475,0.3031848,-0.7924312,0.5561431,1.304356,4.0852639
RBM14-RBM4,,,,-1.2015797,0.7608862,,,2.3212271
RBM15,0.0953617,-1.0599167,-1.5839728,0.0493312,-0.15625,-0.8844551,-1.1250558,-0.0073947
RBM15B,0.3236619,0.8405575,0.8999365,-0.6067413,0.9633484,-0.0994507,-1.2350372,0.1591593
RBM17,-0.6839606,1.1224777,0.3521181,0.3973667,-0.3433737,1.287036,,0.4730918
RBM18,-2.1715726,0.3803224,-1.4292411,0.1658874,-1.4638437,0.7434954,,0.0637179
RBM19,-1.1758843,0.1025108,0.0101594,-0.9148171,-2.2585012,1.0163188,-0.7996688,0.048275
RBM20,1.1688816,1.6754065,0.7908161,-0.1242375,-0.8946991,0.0231751,-0.337003,-0.4012314
RBM22,-3.3049959,-1.7055239,1.073568,-4.9431877,-1.9037794,0.6889035,0.9215548,-0.1881239
RBM23,-1.0292118,-0.5164529,-0.0702564,-0.0934486,0.8447483,0.4665231,0.6223752,0.9476325
RBM24,-0.0027894,-0.7898751,0.5508925,0.7769434,0.1624397,0.8606814,0.9087065,0.3888473
RBM25,0.899485,-1.0289978,-0.1809277,-1.9896352,-0.1279317,0.4833623,0.6295663,-1.140213
RBM26,0.0017081,0.8274425,-0.3094981,-0.3138995,-0.4231637,0.6801887,0.3525196,0.295673299999999
RBM27,1.0193545,-1.7853806,-1.0388017,1.8886679,1.556493,-5.1952796,0.1595511,0.1591593
RBM28,0.7357904,-1.3904353,-2.3003689,1.1840071,1.0210253,0.457463,0.66087,0.7418893
RBM3,0.8118173,0.8338893,1.6148218,0.108254,-0.7613668,0.0798242,-0.1612011,0.410574
RBM33,-1.451743,-0.7103006,-0.3162136,0.8173224,-0.6339175,-0.8166494,0.162874,1.1159156
RBM34,-0.3034546,-0.3971749,-0.7621481,1.04848,0.3208515,-4.4902133,-0.2929508,-0.3964722
RBM38,0.3718892,-0.5958654,-0.1735249,1.2047677,0.0419066,0.0703191,-0.1788444,-1.3921604
RBM39,-4.0758351,-1.3710704,-1.4474421,-3.9519705,0.3183865,0.0431043,0.5375807,-1.7057946
RBM4,-1.0627268,-0.5582493,-0.068758,-1.5082178,-0.6684915,-1.2106423,-0.0392915,1.5016034
RBM41,0.8733982,-1.804213,-1.5534545,-0.3485716,1.1468493,2.1570947,0.3171637,-2.051722
