GeneID,LORD_MCF10ATP53/RB1mut_Olaparib_CRISPRn,LORD_MCF10ATP53mut_Olaparib_CRISPRn,LORD_MCF10A TP53mut_Talazoparib_CRISPRn,LORD_MCF10ATP53mut_Olaparib_CRISPRi,LORD_MCF10ATP53mut_Talazoparib_CRISPRi,Olivieri_RPE1_Olaparib_CRISRPn,Zimmerman_HELA_Olaparib_CRISPRn,DeWeirdt_A375_Talazoparib_CRISPRn
PSIP1,-1.9203567,2.14279,3.1504733,-1.0674994,-2.7928168,-1.5965268,,-2.582943
PSKH1,1.3757572,-0.6374097,-0.027038,0.3374518,0.000268,-0.3918009,-0.0872927,1.07728
PSKH2,0.6137596,2.0963662,0.7002987,-0.1500265,0.1685622,1.091073,-1.1686621,0.2662244
PSMA1,-0.9258806,-1.9090486,-2.0454529,-2.0170637,0.6655066,-0.4953633,,-1.4489256
PSMA2,1.3620606,-3.3887983,-2.6407191,1.0455033,-2.6157858,,-1.5815023,2.6219342
PSMA3,-3.1224575,-3.4419583,-3.4523135,-2.6687638,0.862139,-1.9972935,,2.2187624
PSMA4,-1.9113494,0.2445664,-1.7189687,-1.7269246,-2.3917185,,,0.0351796
PSMA5,-1.4533938,-1.970724,-2.6543097,-1.7255526,0.659259,-0.5222193,1.5617933,0.6361586
PSMA6,-1.5850801,-5.6500451,-4.4369943,-2.0162542,0.1024195,0.70664,,-0.7153186
PSMA7,-4.3483947,-1.1409093,-1.3766539,-2.201393,-4.4556047,,-1.9861503,-2.0017815
PSMA8,-0.177252,-0.0789305,-0.0544007,-0.4499777,-0.7165335,0.1351614,0.234408,0.5130717
PSMB1,-4.8570056,0.4839417,-1.8741833,-0.9094571,-1.8605967,,-4.3124751,-0.2195455
PSMB10,1.0165863,0.2275535,0.2280486,-0.1809753,-1.3146119,0.6801887,-1.4661775,0.5592624
PSMB11,0.9732045,-0.1428261,-0.3862647,0.7059613,-0.1706847,2.1165598,-0.1919943,-1.6422182
PSMB2,-2.9339606,-1.6957035,-1.8618051,-6.6133863,-3.9361348,,-0.4032273,-0.6382202
PSMB3,0.2913949,-0.2219526,-0.8545901,-1.613371,-1.7581189,,-0.4838804,0.3960497
PSMB4,0.0157459,-1.8024933,-1.7525694,-0.0963384,-2.4623388,0.457463,0.5511588,0.7302033
PSMB5,-3.1557193,-0.5769629,-0.7012165,0.7730284,-2.8544789,-0.3525178,-0.5907145,-0.1475058
PSMB6,-2.359741,-0.9934158,-1.7560875,1.5738939,0.3917611,0.9096269,-0.752477,-1.8448993
PSMB7,-1.2522391,-2.581813,-1.8751649,-2.9240551,-2.0059116,,,1.3777911
PSMB8,0.2270917,-0.4311959,0.2447383,0.5178358,0.3880654,1.9020906,-0.4332156,-1.1361258
PSMB9,1.9542283,0.5551457,0.652321,-0.7912642,0.0525398,0.1717862,0.1497362,-0.2040678
PSMC1,1.5806031,-0.0183491,1.2926362,-1.8559812,1.622144,-0.2432268,,0.6636075
PSMC2,-1.8458286,-0.7974966,-3.3406442,0.0137922,0.1950474,0.2351651,,-0.0954747
PSMC3,-0.9148874,-1.7901356,-1.6553371,0.2800194,-0.5371244,,,-1.546327
PSMC3IP,-6.9895329,-7.3976323,-9.8582803,-5.9455589,-10.8326494,-0.7811628,-3.9447587,-5.9397665
PSMC4,-1.6382576,-1.7658762,-2.3620971,3.4480218,-1.5204076,2.4560519,-0.2153248,-1.6449837
PSMC5,-0.7112235,2.7730809,0.7787308,1.3162995,-0.7894378,,-1.5003485,-1.1285511
PSMC6,-5.1327133,-0.2807694,-1.179318,-2.2478256,0.1179725,,,-1.1804415
PSMD1,-1.7654685,-1.1530213,-1.3149351,0.9110566,-1.8250291,-0.2526121,-0.7023172,0.5285091
PSMD10,-0.1749007,0.3458792,0.6617167,-0.222868,0.6868636,-0.0994507,,0.6257299
PSMD11,-1.6572784,-0.982243,0.3481487,-1.0364474,2.0210709,,-0.6765377,0.6532692
PSMD12,0.7341154,-4.7399323,-2.196738,-1.6340382,-1.292371,,,0.410574
PSMD13,-0.7479312,-1.8844157,-2.3017899,0.9721273,-1.1280641,0.1260358,0.9030516,0.7059409
PSMD14,1.0310622,1.4001847,1.703743,2.2691712,5.2617453,-0.0062925,-0.3393709,0.0316539
PSMD2,-0.9612873,-1.4242843,-1.4559941,2.8367752,3.215876,-0.7811628,-0.3229384,-1.0477741
PSMD3,-0.6694367,-1.4725316,-1.5174508,4.3797714,-0.5479266,1.180595,1.5110721,0.8517916
PSMD4,0.3261324,-0.2275771,-1.6780064,-1.5937772,-3.5204434,0.4073362,,0.3320472
PSMD5,0.4968166,0.0742576,-0.8789754,0.7709571,0.2629415,0.6437396,0.0419735,0.2209329
PSMD6,2.1985916,-1.2567806,-0.6970145,-1.9693041,2.1594278,-0.8844551,-1.3065384,-2.1924884
PSMD7,-0.6345506,-0.6138787,-2.2196579,-2.6141387,-0.9141478,0.8097055,,-0.1166067
PSMD8,-0.5786788,-0.6506199,1.8093393,-0.0322709,1.6284614,0.1260358,-4.107809,-2.041872
PSMD9,-0.218364,-0.1926474,0.327963,1.4021872,0.7998526,1.2236238,-1.7847834,0.2555973
PSME1,-0.1710505,0.5130127,0.2053003,2.2503952,2.3288078,1.9020906,-0.2751692,-0.0351034
PSME2,-0.6743704,1.5301222,2.8576507,0.6608226,0.7302089,-1.4638121,,1.2888794
PSME3,0.844701,-2.5110117,-4.4722842,-1.864125,-3.6722276,1.3486792,-0.0671346,-1.1027658
PSME4,-0.0711162,-0.7660588,-0.8627353,-0.7135793,-0.7139702,-0.0330265,1.0556121,-1.2160726
PSMF1,-0.165316,-0.6839002,0.7440505,0.0273238,-0.3195641,-1.5421925,1.098974,-2.6613111
PSMG1,0.1871518,-2.2369705,-1.7166985,-0.5875503,0.6075752,-0.2050172,0.1648822,-2.2990846
PSMG2,0.4198159,-0.9960968,-1.7651029,0.4133415,-0.0503231,-0.023749,1.2952778,-0.1089073
PSMG3,-1.1588752,-1.7999678,-0.2564747,0.1331508,-1.7749674,-0.1577622,,-1.1305484
PSMG4,-0.7760634,-1.3831297,-1.4025472,0.6686089,-2.5879194,1.8519561,0.8655661,3.2624783
PSORS1C1,0.1500082,0.3658699,-0.4833714,0.141279,-0.1706847,0.2627313,,0.4462511
PSORS1C2,0.7873279,0.1450351,0.618819,-1.7555797,1.8019684,-1.0152515,-1.6856896,0.1685968
PSPC1,-2.0980185,-0.1560942,0.1126274,-1.3284647,-0.9566779,-3.3063085,-1.5646476,0.6815992
PSPH,0.4361177,-0.0771797,0.2700225,0.3421387,-0.0211093,-2.3674485,2.6235682,1.2023797
PSPN,0.1737707,-0.367468,-0.5498351,1.9133931,1.6063109,-0.5653748,-1.4823711,0.2752824
PSRC1,-0.1563802,1.0257032,-0.0582497,1.5711183,1.0714462,1.4299007,0.1368203,0.2820118
PSTK,-1.2311998,0.3944804,-1.6079445,-0.7502921,-2.294842,0.2082028,-0.0926068,-2.6091106
PSTPIP1,0.0370237,0.755012,0.6932841,0.1041057,0.0676092,1.1677793,0.0124101,0.6144211
PSTPIP2,1.3327041,0.1322154,0.2560067,0.429243,0.6947858,-0.5051079,-0.1919943,-0.5471883
PTAFR,3.0038554,0.4886476,2.0024616,0.9911515,0.7131101,0.5989034,1.9066082,1.0281061
PTAR1,-1.3663708,-1.577238,-0.4931299,1.1066144,-1.2242929,0.4914226,-0.0049473,-0.1794354
PTBP1,0.6859824,-4.055561,-2.0879213,-1.4080797,-2.0389583,0.5195878,3.4390095,-0.2195455
PTBP2,0.3956632,0.8724512,0.1853086,-0.5549495,0.1797884,0.5103697,0.9832855,0.0385006
PTBP3,-1.0848102,-0.5016771,0.694961,0.2541069,1.7285803,-1.8457229,0.5784794,-0.6318748
PTCD1,,,,-2.8220345,-1.2942894,,1.4485673,0.7031557
PTCD2,-0.3423259,0.1970991,0.9245539,-2.3923842,-2.0350805,-0.5653748,0.8413747,0.8281732
PTCD3,-1.2951151,-3.1411234,-3.2899461,-2.6236322,-2.1074611,0.0892236,-0.6241495,1.5832678
PTCH1,0.6703313,-0.6839002,-0.2167648,0.4299679,-0.3965072,-0.7145006,-0.0330495,0.3627928
PTCH2,0.4820824,0.4927771,0.3581686,1.2739922,0.550322,0.4366718,0.4321226,-0.182249
PTCHD1,-0.3423259,0.8940739,1.2404443,-1.4539201,1.242134,3.406648,-0.1488954,1.0133203
PTCHD2,0.3917853,0.3093644,0.5788041,0.3224998,-0.1271168,0.7544793,-0.9552773,
PTCHD3,0.3022577,1.2131623,1.7788138,0.6058076,-0.8770512,0.5561431,-0.1070073,-0.1923585
PTCHD4,1.2423839,-0.8693113,-0.7334521,-0.7821621,2.9622097,-1.296586,-0.7310854,-0.4889482
PTCRA,0.631322199999999,0.9184685,-0.3196107,-0.0129371,-0.5612699,0.2436562,0.6460397,1.0919165
PTDSS1,2.4556017,1.2580529,2.0499488,1.3109172,0.8427707,-2.1680318,-1.3587177,-0.2008778
PTDSS2,0.0485134,-0.2365289,0.694961,0.2923246,0.4778634,1.5647718,0.0314374,-0.3731285
PTEN,5.2246476,-3.1895719,2.042322,-0.2092874,-0.7630805,-0.2930095,,-0.1991527
PTER,-0.1402807,-0.1190811,-1.3719145,1.7720312,3.6854569,-0.1764826,1.2082578,0.9860534
PTF1A,-0.1474989,0.0519418,-0.1206526,-0.1293472,0.5284228,-0.5893423,0.6933221,1.0973779
PTGDR,0.9173139,0.0216383,0.9209489,-0.2665683,-2.1489768,0.5375362,0.5867914,0.191218
PTGDR2,-0.4125139,0.7685674,0.5594969,2.4984565,0.0393613,0.7242738,-0.0010664,1.1935573
PTGDS,-0.219827,-0.1991235,0.5586803,0.6010054,0.1200752,2.2740538,-0.373681,-0.8314493
PTGER1,0.3089396,-0.0011793,0.5577942,-0.1166358,0.3688134,0.7434954,-0.4352809,0.4514479
PTGER2,-0.219827,-0.0315392,0.2403098,0.7800394,0.6891591,-0.1667895,-1.321461,0.490282
PTGER3,0.8405084,-0.8591296,-0.9629936,0.3103895,0.2362476,0.2179551,-1.528572,0.795245
PTGER4,0.1505921,-0.281211,-0.8186013,-0.5457066,0.7790988,0.5103697,0.4788272,1.0861915
PTGES,0.1252442,0.4945539,-0.7812472,0.0273238,-0.3582314,-2.3674485,-1.1638234,1.1935573
PTGES2,0.6817089,1.376606,0.1564575,0.1331508,-0.817924,0.5375362,-0.0010664,-0.5610254
PTGES3,-0.2536904,-2.6316464,-0.0032569,0.5797367,-0.7257676,,,-2.4821826
PTGES3L,0.6256562,-1.8821501,-0.0757519,2.1594278,1.9126263,,0.0329119,-0.0018795
PTGES3L-AARSD1,1.5165873,0.7401197,0.3708979,-1.6956283,0.4537684,,,-0.3094122
PTGFR,0.3627972,0.755012,0.8011849,-1.0525159,-0.2271077,-1.5802695,-0.9932652,-1.6605373
PTGFRN,0.4551376,0.8839641,0.2006596,-0.3353972,0.2362476,-2.0361877,0.4747495,-0.6775393
PTGIR,-0.4025971,-0.235015,0.8442026,-0.3485716,0.0543323,1.6501517,-0.1392321,0.1108054
PTGIS,-0.2405051,0.5620964,-0.3723458,-0.5999664,0.3995812,0.4665231,-0.0872927,1.0655243
PTGR1,-0.0761692,2.1391502,1.6698252,0.8864541,0.3709232,-0.7145006,0.0931613,0.1754512
PTGR2,-0.4649628,-2.0914084,-3.4883171,0.2980284,0.5829195,0.0032903,1.2510495,0.3518403
PTGS1,-0.1057221,0.1657776,-0.1922075,0.9609358,0.7806556,-0.8166494,0.4742458,-0.8422119
PTGS2,-0.10433,0.5096006,1.1911656,0.2728932,-0.1519399,-0.4003355,0.66087,1.1457791
PTH,-0.1414547,1.4507088,0.3628835,0.5091464,-1.3104904,,,0.0092556
PTH1R,1.1845691,-0.8771599,-0.1667788,0.5047546,1.1988689,1.4097598,0.2427674,0.1283608
PTH2,-0.7397614,0.0500485,0.513804,-0.777494,0.8583577,0.1093476,,-1.141771
PTH2R,1.4428159,-0.3197999,0.1272092,0.2525982,1.700587,-1.3216331,-0.510378,0.6237711
PTHLH,-0.0124398,0.6434589,0.3096308,-0.0497103,0.9663894,-0.7469502,1.0482559,0.6966348
PTK2,0.4633341,0.0227509,0.3159734,0.0789466,-0.7152388,-0.3425943,-0.8301587,3.1073124
PTK2B,0.9075364,-0.4141606,0.047924,0.3003587,0.8792496,-0.7050437,1.6607672,1.9459467
PTK6,-0.2311328,0.8482184,0.2791563,0.1792014,0.6598709,1.8419376,0.5968397,0.5295676
PTK7,1.0498092,-0.8155327,-0.2356514,-1.0949164,-0.7152388,1.5429333,-0.187767,1.4150917
PTMA,3.0757511,-0.5796789,-1.6018906,0.5212462,0.8843218,,0.6826415,-0.3878878
PTMS,-0.2349082,1.4852724,-0.5526813,0.3489637,1.2780712,2.5850157,-0.0464999,-1.1066701
PTN,-0.207099,-2.9099629,-2.1189986,0.6320538,0.8904901,0.6437396,-1.624223,-0.8157017
PTOV1,-0.6089055,-0.0261895,0.1877696,1.0267304,0.3962138,0.1441344,0.7358093,-1.7168869
PTP4A1,-1.1069723,-1.3429955,-0.0500487,-0.8096743,0.6207186,-0.1093076,,-3.5329474
PTP4A2,-0.506697,-0.7174415,-0.1387184,-1.0699957,1.4223365,-1.0411887,,-1.2652015
PTP4A3,-0.0352066,-0.568213,0.0338104,0.2158096,-0.2972637,0.9829751,-1.8043007,-1.4522254
PTPDC1,-1.4496055,1.0809943,1.3551456,0.4789821,-0.2036207,0.6437396,2.3511999,0.4156047
PTPLA,0.6609034,2.6138541,1.9339878,0.7720076,0.4188629,0.7335915,0.1879313,
PTPLAD1,2.8129645,2.48734,2.5734664,0.9422642,0.3134576,-1.8642006,1.9713153,
PTPLAD2,0.8039103,1.1490232,-0.918016,-0.6425709,-0.4164462,-0.532446,,
PTPLB,-0.2711858,0.9217334,0.2811612,0.1855558,-0.4694129,-0.5893423,1.7389169,
PTPMT1,-0.0992081,-0.6450804,-1.7260415,0.4653411,-1.408745,0.0892236,0.0212258,-3.8786955
PTPN1,-1.4311075,-1.3766539,-0.6089657,0.0363537,-0.3544076,-1.0152515,1.1122331,0.4067613
PTPN11,2.3578209,-1.3116134,2.6022806,-1.1824943,-0.9081068,-1.2106423,,-0.1475058
PTPN12,0.9758618,0.6159622,1.5493199,-0.6235505,0.3508,-0.4114412,-0.2255271,-1.3726987
PTPN13,-1.5062929,-0.7867088,-0.0798755,0.5468914,0.6278576,0.457463,0.5867914,-0.2124944
PTPN14,0.2192456,0.0156167,0.8546497,0.0446774,-0.1964847,0.272301,-1.2564538,1.2830587
PTPN18,0.5833883,0.6372037,1.4520869,0.540365,1.4585419,0.6074833,-0.3417842,-0.5428834
PTPN2,1.1899556,0.5307495,1.9862669,0.055318,-0.2243865,-0.7353806,,-0.8730628
PTPN20A,-0.6534217,-0.0765419,-0.3744102,0.8939308,0.3328278,,,
PTPN20B,,,,-1.6563508,0.4925266,,,
PTPN21,-1.4639656,-0.1062797,-0.7259958,0.6018205,1.0400412,0.0892236,0.7700788,-0.2309992
PTPN22,2.5927049,-0.2140816,2.1539441,-1.6725956,0.462756,-0.4114412,0.2951577,-0.0748745
PTPN23,-1.9040137,-0.9680661,-1.2193029,-0.6630779,-0.4965842,-0.0897431,-1.4598921,0.3300091
PTPN3,1.6813394,1.1263295,0.0407986,1.2270141,1.3890008,-0.0605491,-0.0142218,-0.8093396
PTPN4,-0.895982,0.3331009,0.5809968,0.67004,-0.1501481,0.9596913,0.037069,-0.332775
PTPN5,0.844701,-0.0486085,-0.0858579,0.6629326,-0.5072999,-0.2050172,-0.1759694,-0.3699772
PTPN6,0.449663,-1.1248131,-1.1616024,-0.4572015,-1.0679696,-0.1861821,0.840772,-0.6790078
PTPN7,-0.7425309,-0.1474985,0.059384,0.1151201,0.4758512,-1.5285541,-0.0152427,-0.4289535
PTPN9,-1.6910125,-1.0684763,0.9512619,-0.2421688,0.5333921,-2.5789031,-0.7801422,0.460999
PTPRA,0.8627519,1.6066444,1.1462652,0.434286,0.1087371,0.5008398,1.0169852,-0.7364166
PTPRB,1.7072708,-0.0668998,0.0431373,-0.6558851,-0.4773075,0.6975117,-0.0939988,0.189548
PTPRC,1.259235,-0.1654703,-1.7837651,-0.0423747,-0.3527099,1.7937304,0.292552,1.1363226
PTPRCAP,-0.4719758,-0.6016434,0.2924178,0.0688709,-0.3625223,1.1323597,2.3699146,-0.6335214
PTPRD,-0.5826322,0.1563835,0.7836808,-1.9600667,0.1599147,-1.1871688,0.3272014,-0.2274643
PTPRE,0.7850774,0.5883975,0.3980721,0.7000664,-0.6753515,-0.0994507,2.1046444,-0.0048918
PTPRF,-0.7969817,0.8950255,-0.5023845,0.3589141,-0.4666095,-1.3676748,1.5370118,0.0722826
PTPRG,1.3914562,-0.5868284,0.3546576,1.1717609,0.6168865,0.3543177,0.2357307,0.5690362
PTPRH,0.9596961,0.5356696,0.6221515,-0.4557291,0.1976715,-0.2832494,0.374049,-0.1589161
PTPRJ,-0.5312934,-1.1735193,0.3096308,-0.1184286,-0.5033393,-1.3376861,0.2946186,0.2021693
PTPRK,-0.5815177,-0.8392664,0.2977717,0.5220032,0.2642452,0.4261768,0.5496376,1.2701147
PTPRM,0.2133611,0.1705824,0.5740845,-0.4738623,0.7608862,0.5476399,-0.5999408,0.4739053
PTPRN,1.112846,-0.9050859,0.5714794,0.0773472,-1.2190567,0.3069084,-1.6955703,0.6569824
PTPRN2,-0.741753,0.2213275,-0.505774,-0.0621222,-0.5626043,-0.5222193,-0.7881656,-1.4246744
PTPRO,2.3391761,1.0178007,1.3336782,-0.0842243,-0.7419125,-0.4003355,-0.6632048,1.5251705
PTPRQ,,,,0.5227033,0.1145943,,0.5706356,0.343612
PTPRR,0.392484,0.5116234,-0.4020632,0.7262902,1.5303828,0.6437396,0.3209931,-0.0209487
PTPRS,0.0383211,0.0284512,-0.5626945,-0.343325,1.5050051,0.8708362,-0.0544462,-0.837547
PTPRT,0.3275095,-0.0765419,-0.6397719,0.2096762,0.8184148,-0.7469502,-0.5992725,-1.1978438
PTPRU,-0.2812329,-0.2911248,0.3423139,0.1505483,0.2629415,2.9814676,0.2423756,1.1256724
PTPRZ1,0.0923887,-1.3280788,0.021531,-0.3928103,1.1447322,1.0693132,0.4517331,-0.2630612
PTRF,-0.4480013,1.254469,3.5083567,1.6728996,-0.1589731,0.653248,0.4646133,
PTRH1,1.0155293,0.5277204,-0.625407,0.3230652,-0.0165052,-0.4332185,0.2050016,0.2396327
PTRH2,-0.8657374,-1.364099,0.5483099,0.3879575,-1.0490596,-0.532446,-0.260514,1.1829516
PTRHD1,1.0028209,0.5709728,-0.1935897,0.5104854,-0.8260153,0.2627313,-0.0594427,0.4717837
PTS,0.5548698,-0.3413474,1.0934968,-0.629491,0.0315679,1.1205516,1.3794819,-0.1809304
PTTG1,-2.0767614,-1.0836161,-0.9359565,2.9527795,4.3797714,0.2895562,,-0.0387305
PTTG1IP,0.3476905,-0.3098463,-0.4142309,-1.1806054,0.1412699,1.9783257,0.4719572,0.1391907
PTTG2,3.6985801,-0.6771442,0.2847773,0.5109963,-0.2136322,,,-0.0673654
PTX3,0.1064128,-0.1736556,-0.4581785,0.2525982,0.0315679,0.4757522,-0.4313307,-1.3964154
PTX4,0.9440429,0.006659,0.5477204,0.1273806,-2.7404889,0.2895562,0.1181929,0.6011856
PUF60,-1.1265825,-3.2535034,-3.1135308,-4.3516335,-2.4852405,-1.1256988,-0.4816186,-1.0097401
PUM1,0.5255412,-0.714549,-0.8136717,-0.6267808,0.0015658,1.3981518,0.0231248,2.8970578
PUM2,-0.3855122,-0.731734,-0.8425748,1.2463244,-2.0284024,0.1717862,0.4163856,1.4889908
PURA,0.3998769,1.2849051,-0.4551022,0.3161511,0.1560693,1.3241063,-1.6157911,-0.2274643
PURB,0.6973348,-0.0532784,-0.2643717,0.2402693,1.3890008,1.827886,-0.7401183,0.6805166
PURG,0.7736902,0.9353975,0.4682014,1.2567134,0.3731389,0.5274306,-0.6853882,-0.0997151
PUS1,-0.566154,0.4886476,0.3666698,0.0615745,-0.4989276,1.0274618,0.7394648,-0.0073947
PUS10,1.513999,-1.7406173,0.0728386,-0.1809753,-0.2461309,-1.7493576,0.1013414,-0.4349536
PUS3,0.4975386,0.3821681,-0.7449906,0.1427176,-1.0009719,1.3486792,1.5683848,-0.0663146
PUS7,0.4102461,0.4366913,-2.9374522,0.4976885,-2.00295,-2.5474029,-0.4601723,-0.2993732
PUS7L,0.5320941,-0.5826664,2.0086557,0.4576453,0.6278576,0.1441344,-0.0966137,1.3730866
PUSL1,-0.872542,-0.71527,-0.1556698,-0.1323648,-0.4933266,0.1441344,0.6696087,0.8856718
PVALB,0.6043999,1.0233066,0.8431344,0.8359785,0.0478946,0.589249,,-0.3843987
PVR,0.5880001,-0.0137946,0.3597628,1.5084783,0.3580651,1.0376974,0.7574072,-1.5515641
PVRIG,-0.2599482,-0.6450804,0.3507424,0.2211835,-0.0605858,-3.1044864,,0.6756292
PVRL1,-0.6609094,0.0801292,0.2175841,2.0520072,-1.3069264,-0.2526121,-1.5665862,
PVRL2,-1.0577866,-0.6334941,-0.2460099,-0.024769,0.0863195,0.4477214,-0.2020114,
PVRL3,1.292561,0.7709663,-0.6539315,1.1222866,0.9112003,-0.8284501,1.23555,
PVRL4,0.2926905,1.15037759999999,0.2537406,1.0396667,-0.5562697,-0.2341934,0.7206907,
PWP1,-3.1640109,-4.2018289,-4.4581241,0.2273375,-2.4831782,0.891107,0.346693,-3.720227
PWP2,-0.3350134,-1.9813727,-0.1928831,1.1114197,2.7750365,,-4.643438,0.9324882
PWWP2A,-0.0470101,-0.0544751,-0.0783584,-1.6082486,-1.5710801,-0.3332892,-0.3458084,0.8193046
PWWP2B,0.1608454,0.1181207,0.0072563,0.8373099,1.3272841,0.8403998,0.2300693,0.4675928
PXDC1,-0.4747387,1.0083365,0.2280486,-1.14038369999999,-0.5612699,1.2353215,-0.2538399,0.3583287
PXDN,0.5485131,-0.06102,-0.8980333,1.1514688,-0.0222155,-0.4436222,-0.0872927,0.5822709
PXDNL,0.5263294,0.9828117,0.6478621,-0.9395425,1.564521,0.3069084,1.9448343,0.8373228
PXK,-0.7433177,1.6039674,1.2622497,0.0572564,0.9222439,-0.1093076,0.1783754,0.1421054
PXMP2,0.1515939,-0.1207849,-0.3090508,-0.9211439,-2.1160916,-1.5022158,-1.2919747,-2.4399568
PXMP4,-0.6888473,1.0160565,-0.0599364,1.0336527,0.4102843,0.7242738,-0.2697708,-0.5673007
PXN,-0.2435786,0.9245539,0.3657549,0.7922395,0.025379,1.0693132,0.3145309,0.1114631
PXT1,1.5283333,-1.0647282,-0.3731523,1.0604854,-0.3635892,-0.5222193,,0.5047104
PYCARD,0.0977058,-0.2467857,1.0690086,0.411064,0.468749,4.2229714,0.5706356,0.9665881
PYCR1,0.4689132,0.3962666,0.2887301,0.503899,0.0712445,-0.4557979,-1.0632359,0.8713762
PYCR2,0.5492712,0.4927771,-0.2652453,1.0801032,0.1711465,2.2447086,-2.0216587,2.0803915
PYCRL,0.4568771,-0.2129636,-0.4981753,-0.0223184,-0.3372173,1.2023488,1.9523311,
PYDC1,-0.3977801,0.0733135,-0.0175413,-0.0114262,-0.985767,2.6955648,-0.4569269,-0.359778
PYDC2,,,,-1.3477625,0.265728,0.653248,,-0.1794354
PYGB,0.5872622,0.4999211,0.2260738,-0.8962733,-0.8133931,2.1165598,0.9384659,0.5436737
PYGL,0.8878243,0.9166798,0.1074658,1.9261013,0.4029092,0.5641698,-0.3965416,0.5015705
PYGM,-0.1990851,1.0823426,0.5832895,-0.3253191,1.1811592,0.6341325,-2.16933,1.3674071
PYGO1,-0.4431037,-0.4372653,-0.769934,0.0516081,-0.0158051,-1.6363369,0.8109021,-0.749753
PYGO2,0.2511851,-0.1248482,0.6506837,-0.6799156,0.6608226,-0.4003355,-0.4884759,-0.6761126
PYHIN1,-0.819284,1.4529659,1.684231,2.6196168,1.0416328,-0.3024271,0.0298391,-0.0570075
PYROXD1,-0.2607612,-3.8196205,-1.1075207,-0.2401555,-0.5403802,,,-0.752604
PYROXD2,0.0818014,0.8975855,0.7434906,0.4940873,-0.6163551,0.5103697,0.5409361,-1.1090148
PYURF,-1.8070629,1.9554923,-1.445617,,,0.272301,,-1.1605127
PYY,-0.6417469,-0.0851483,1.896491,-0.5327607,0.5016996,1.3048455,,-0.1221118
PZP,1.2577755,0.6474328,-1.5683262,0.5116442,0.6154947,-0.6234765,-0.4724482,-0.254617
QARS,-2.5949649,-2.2512262,-1.9703068,0.3838682,1.0083259,0.4477214,0.6933221,1.3771424
QDPR,1.2483032,-0.1141111,0.0458424,0.3275874,-0.0142296,-0.477834,-0.9245434,0.3565023
QKI,-0.2648672,1.1775647,0.9120866,-0.7121185,-0.3306801,0.9829751,1.5310929,0.1807755
QPCT,1.1279805,-0.7817664,0.4770563,0.2655885,1.3395739,-0.2341934,-0.5938251,1.1984633
QPCTL,-0.8359503,-0.4989859,0.1681858,0.4640891,0.3386703,-0.4436222,-1.1211943,0.1253323
QPRT,-0.1175614,0.3944804,-0.0248055,0.1292352,1.6598171,0.0606983,-2.0882372,-1.2042963
QRFP,-0.4626328,-0.5934641,1.5412735,0.1126688,0.666071,0.8185639,1.192128,1.1238537
QRFPR,0.4940947,-0.2638826,0.1552071,1.9735925,4.0214698,-0.4677121,2.2462699,-0.2588021
QRICH1,0.3694872,0.7274082,-0.6067958,0.2158096,1.1355443,0.3171764,-2.1283385,-4.376649
QRICH2,-0.1165863,0.5231179,-0.3148404,0.6265418,-1.6959726,-0.4557979,0.5859069,-0.6602523
QRSL1,-4.0648723,-2.240259,-3.5376997,-2.9578872,-0.563565,-0.8844551,,0.025271
QSER1,-1.1391157,-0.318784,1.3451907,0.9672491,0.8454198,1.1915843,-0.0142218,0.0779492
QSOX1,-0.1550513,0.6910398,0.8672609,0.2753354,0.891037,1.0693132,1.3261129,-0.4455049
QSOX2,0.7912818,-0.9204595,-0.0655538,0.3285931,0.1002043,1.4592444,0.3323159,0.9023839
QTRT1,0.866603,-0.6898485,-0.6227415,0.2945748,0.5375467,0.6628724,0.4703007,0.6833833
QTRTD1,-0.4454791,-0.0123239,1.2084314,0.0425051,-1.207619,-0.9244482,3.6129688,
R3HCC1,-0.1310019,0.4296052,-0.7715537,-0.1196313,0.4904705,0.1260358,0.2125745,-0.8716916
R3HCC1L,1.9982022,0.8034832,1.7249954,-0.1809753,1.3774068,0.5989034,1.6811585,0.647407
R3HDM1,-0.4779563,0.2649399,1.1386276,-1.0133286,-0.6089893,0.2351651,0.5156639,0.4111584
R3HDM2,0.5893184,0.4653098,1.988366,-1.2434576,0.5142112,-0.4866895,-0.0860881,-0.4000892
R3HDM4,0.4562566,0.4808915,1.5727176,-0.647655,-0.6883051,0.8003915,-0.2659912,1.5258728
R3HDML,-0.051296,-0.4965307,1.2578735,-0.9991431,-0.5413286,0.2082028,1.190848,1.1998761
RAB10,0.1997889,0.7434906,-3.6098154,1.3726894,-0.6617653,-2.6934015,,-2.4332821
RAB11A,1.7916962,-1.8013471,-1.0642769,1.1368563,1.2958425,-2.6378186,,0.8894798
RAB11B,0.3061405,0.7239037,0.0611525,-1.1539795,2.8137073,0.7823758,-1.6088047,-2.1475897
RAB11FIP1,0.5485131,0.4831921,0.5878837,0.2306948,-0.2581555,-0.023749,-0.353941,0.4831232
RAB11FIP2,0.9276386,1.9957632,0.5270572,-0.2951257,0.3688134,-1.1065029,-0.4173429,0.5653079
RAB11FIP3,0.3044071,0.6916134,-0.4344425,0.0153594,0.2847655,-0.3024271,0.1656707,-1.0544671
RAB11FIP4,-0.2642727,-0.5471955,1.2606353,-2.0521274,-2.5661087,0.3894308,-0.4700251,0.2424929
