"Supplemental Table S0. Genome-wide Etoposide score (etoposide vs. vehicle controls) and essential score (vehicle control vs. day 0 replicates) at day 4 (early), day 12 (intermediate), and day 18 (late) using MAGeCK-RRA",,,,,,,,,,,,
Gene,Day4.Etop.Score,Day4.Etop.FDR,Day4.Ess.Score,Day4.Ess.FDR,Day12.Etop.Score,Day12.Etop.FDR,Day12.Ess.Score,Day12.Ess.FDR,Day18.Etop.Score,Day18.Etop.FDR,Day18.Ess.Score,Day18.Ess.FDR
SF3B6,0.193487646526199,1,-0.019835,0.999976,-0.756069463195725,1,0.2461,0.987585,0.378211151049159,1,0.2441,0.785451
SFI1,0.240309497058915,1,-0.031944,0.999976,1.04936257992942,0.998139,0.58655,0.813683,1.84697825637386,0.79012,0.2057,0.966553
SFMBT1,-0.882629258979094,0.988703,0.00060908,1,-0.202621648559024,1,0.35021,0.925582,1.28284563227055,0.951849,-0.18913,1
SFMBT2,0.0986288731997542,1,0.085428,0.991191,0.489173593812485,1,0.36514,0.970245,0.409481388083664,1,0.1241,1
SFN,-0.601903673450007,1,0.49008,0.767821,-1.2506811786689,0.953337,-0.2425,1,-1.61953549370228,0.904059,0.31015,0.909053
SFPQ,2.78887945874195,0.278976,-1.169,0.113893,0.384723469047597,1,-0.58313,1,-0.674895017028593,1,-0.84268,1
SFR1,-3.48882545121107,0.585047,0.46118,0.807281,0.741674065251028,1,-0.57888,1,0.569941077529357,1,-0.48548,1
SFRP1,0.153421680153967,1,-0.23257,0.999976,-1.24979255282097,0.953337,0.58298,0.782515,1.38053100013583,0.928661,0.27203,0.873099
SFRP2,-1.13240289134252,0.959576,0.025492,0.8809,-1.05484173605459,0.980815,0.53,0.72505,-0.505622747949557,1,0.37232,0.702312
SFRP4,-0.679874494026365,0.993534,0.051549,1,-0.928117992693875,1,0.77427,0.773624,0.330673819865748,1,0.69574,0.667997
SFRP5,-2.73294566434859,0.787526,0.13017,0.974812,-0.78698722119199,1,0.52802,0.94772,0.51982052397487,1,0.21256,0.973943
SFSWAP,1.46606279372554,0.902187,-0.57479,0.078898,1.10719885185144,0.990366,-1.0895,0.396874,0.639747491806329,1,-0.6152,0.238662
SFT2D1,-0.207356212694859,1,0.31095,0.704479,-1.23371359263045,0.953831,0.32685,0.972023,-1.18476105380348,0.955547,0.36381,0.952709
SFT2D2,-1.66306020587941,0.921367,0.14225,0.912616,0.682229077049759,1,0.21715,0.866856,-0.664121047865158,1,0.069139,0.821276
SFT2D3,-0.165553862540128,1,-0.1121,0.999976,-1.23871882488166,0.953337,0.11586,1,-0.473234392711038,1,0.25789,0.97963
SFTA2,1.37596555356198,0.939456,-0.20126,0.999976,-0.774044927103986,1,0.50974,0.697051,0.116804332786448,1,0.25605,0.884493
SFTA3,0.540562275588272,1,0.052591,1,-0.925878694093702,1,0.31905,0.98544,-0.508638306165727,1,0.43959,0.848059
SFTPA1,-0.326048800309103,1,0.070131,1,0.231162184015263,1,-0.17266,1,-0.399114189631752,1,0.29197,0.936055
SFTPA2,1.41716423470942,0.921198,0.074628,0.837489,0.555861481573506,1,-0.36034,1,-0.554364665621274,1,-0.13161,1
SFTPB,-1.25615327824842,0.951751,-0.18931,0.360687,-1.94443055993901,0.868599,0.78843,0.486034,0.979845968361667,0.998588,0.19898,0.969499
SFTPC,-0.916031802401584,0.983519,0.31128,0.767268,1.03658053502131,0.998139,-0.15833,1,-0.62158392811477,1,0.18167,0.984908
SFTPD,0.16408124610721,1,0.017824,1,-0.0605656178137324,1,-0.093067,1,-0.523182857869498,1,-0.32397,1
SFXN1,3.27908031326245,0.157552,0.012459,0.866089,4.52715582328487,0.042659,-0.80192,0.413847,4.20423117627668,0.067903,-2.1946,0.001324
SFXN2,1.44161547162497,0.880191,-0.44378,0.610884,0.757135703859293,1,0.26333,1,2.41761842266328,0.496891,-0.46126,0.643722
SFXN3,0.457510690209257,1,0.19429,0.964948,0.602807620982813,1,-0.47913,1,-0.46871272574172,1,-0.023272,1
SFXN4,-0.157952711490362,1,0.50854,0.616288,1.92642827169508,0.714352,-0.86996,0.741323,-1.70134338260885,0.875054,0.28867,0.785141
SFXN5,-1.75562390597943,0.900776,-0.23211,0.999976,0.207062283421188,1,0.26389,0.966151,0.619173943163659,1,0.053158,1
SGCA,-0.15650560246464,1,-0.11287,0.999976,1.34575605622686,0.938312,-0.73898,0.750643,0.693124826355363,1,0.14623,0.966878
SGCB,-0.791478027068567,0.990863,0.11509,1,-1.14724560919461,0.968558,0.18134,0.963821,-0.657458891376695,1,0.17918,0.979921
SGCD,-1.25380187100845,0.951751,0.076825,1,0.873251858439808,1,-0.20948,1,-0.2553706667489,1,-0.088387,1
SGCE,-1.2577856416555,0.951751,-0.072436,0.999976,-0.111859835952696,1,0.19139,1,-1.44577743445758,0.92639,0.15559,1
SGCG,0.648783654660658,1,0.11445,1,-0.555580435341363,1,0.23687,0.994767,-0.498488868275975,1,0.22612,0.977553
SGCZ,-0.248998193769126,1,0.48817,0.635681,1.50076668973763,0.88658,-0.29519,1,-0.122859110215179,1,0.46913,0.781361
SGIP1,-0.673438856035807,0.993534,0.16115,1,-0.684785606834739,1,-0.043545,1,-0.654508643525354,1,0.30576,0.931066
SGK1,-0.671294288431126,0.993534,0.21581,0.898314,-1.15272972493293,0.967384,0.54047,0.712604,0.737833786948794,1,0.57044,0.75025
SGK2,0.198637457287468,1,0.078798,1,-0.213702979655666,1,0.17473,1,-0.983928183265976,0.979021,0.31281,0.875353
PRAG1,-1.39304926551936,0.944459,0.20437,0.885509,-0.956284141938794,0.995535,0.45228,0.977863,-0.8174997526208,0.999962,0.66274,0.729575
SGK3,-1.09168122440375,0.959576,0.35278,0.728062,0.867644238246043,1,-0.093634,1,-0.779316722025655,1,0.64461,0.769105
RSKR,-1.28799885749774,0.949586,0.38685,0.855687,3.17714570220397,0.272364,-0.042328,1,1.98766904441985,0.739568,0.085059,1
SGMS1,0.42520504583124,1,-0.16198,0.999976,1.23460715702552,0.964358,-0.97467,0.907449,1.73296914670723,0.833619,-0.95923,0.470783
SGMS2,0.931146506328502,1,-0.19368,0.999976,-0.281406977729574,1,0.066829,1,1.10019590699431,0.973856,-0.080554,1
SGO2,-2.44968601985509,0.792127,0.25996,0.879426,1.20693637460406,0.965432,0.37177,0.804387,0.542375427086943,1,0.288,0.890456
SGPL1,-1.08566213273594,0.959576,-0.0054062,0.999976,-0.423025525395956,1,0.3871,0.819466,-0.22560713613882,1,0.45924,0.758404
SGPP1,0.670683494909741,1,-0.051918,0.999976,1.38734327246551,0.925521,-0.53533,1,0.840492962522678,1,-0.47742,1
SGPP2,-0.61984304849184,0.998435,-0.023324,0.999976,-0.994991179327633,0.991461,0.6255,0.942855,-1.46136343878155,0.925221,0.27483,0.970355
SGSH,0.705027025279592,1,-0.1234,0.999976,0.427883844335726,1,-0.063865,1,0.962254870730408,1,-0.20891,1
SGSM1,0.419348681851963,1,-0.10623,0.999976,0.529280878560835,1,-0.30507,1,-1.20672660765923,0.955547,0.020846,0.989688
SGSM2,0.274308836268651,1,-0.12218,0.558334,0.906018296085887,1,0.19233,0.795743,2.21427165131202,0.653123,0.073143,0.965357
SGSM3,0.744197014646302,1,-0.064442,0.999976,1.12416348948202,0.981803,-0.056793,1,0.598409927593344,1,-0.26376,1
SGTA,-0.416880608256431,1,-0.094962,0.999976,0.464693218495095,1,-0.3864,1,0.846917195638168,1,-0.98187,0.427769
SGTB,-0.797429953902516,0.990863,0.055479,0.952498,-0.399691571351062,1,0.49457,0.907781,0.508554257302729,1,0.38483,0.889997
SH2B1,-0.742681486902361,0.990863,0.068486,0.945523,0.497231587674307,1,-0.415,1,0.296510869423852,1,0.31242,0.702312
SH2B2,0.833984543676225,1,-0.13331,0.999976,0.602355412030083,1,0.18501,1,-0.512607063941288,1,0.16181,0.981875
SH2B3,1.07075482683129,1,-0.029872,0.999976,-0.330004773737816,1,-0.0082771,1,-1.13493750157364,0.962192,0.019434,0.96599
SH2D1A,0.576180908034596,1,-0.072344,0.999976,0.487355620474227,1,0.17805,0.932562,0.523110430792316,1,0.047911,1
SH2D1B,0.281481703630691,1,0.038269,1,0.497108788058756,1,0.21105,0.993466,0.0998241122721899,1,0.52801,0.785451
SH2D2A,0.586381758313007,1,-0.017524,0.999976,0.468955594731763,1,-0.17617,0.713746,0.69216179584344,1,0.05936,1
SH2D3A,0.566118207712855,1,-0.12496,0.999976,0.303128356187934,1,0.27578,0.972023,0.511943080575953,1,-0.090163,0.586388
SH2D3C,-0.134842704616734,1,0.0037822,1,-1.33467234313658,0.953337,-0.12709,1,-0.194757484553814,1,0.2452,0.958142
SH2D4A,0.167088912502451,1,0.19522,0.93424,0.434730839203644,1,0.32019,0.957598,0.948191705682908,1,0.16851,1
SH2D4B,0.408479066801457,1,0.085862,1,0.422853015172475,1,0.25414,0.980224,1.25774633009341,0.95628,0.26021,0.889997
SH2D5,0.884356210330059,1,-0.038318,0.999976,1.05819052699116,0.998139,-0.56781,0.511216,-1.31755706907597,0.948174,0.19115,0.977553
SH2D6,0.681602720782489,1,-0.098941,0.999976,0.174996047612168,1,0.24958,0.986371,0.255417583689735,1,0.41572,0.702312
SH2D7,-0.43558251325289,1,-0.27472,0.999976,-1.92478162088846,0.875535,0.26602,0.996968,1.50340242367629,0.903245,-0.3183,1
SH3BGR,1.25729057583221,0.992194,-0.13026,0.999976,1.03634909140881,0.998139,-0.60809,1,2.56155258934563,0.481359,0.23926,0.960246
SH3BGRL,-0.38276893566965,1,0.1072,1,-0.265848496687051,1,0.39919,0.712604,0.614036429399303,1,0.0030671,1
SH3BGRL2,-0.379738986175746,1,0.29009,0.879662,0.826784585285114,1,-0.67058,0.930758,-1.32164553659946,0.948174,0.40609,0.769105
SH3BGRL3,-0.107833020927067,1,-0.025357,0.999976,-0.343940147978972,1,0.044979,1,-0.328086987558413,1,0.2338,1
SH3BP1,1.6894341277168,0.786429,-0.24465,0.907061,-0.827484636989228,1,-0.25147,1,-0.817186048742634,0.999962,-0.17221,1
SH3BP2,0.157671645048514,1,0.19745,0.79652,1.10310467886746,0.991698,-0.13856,0.782,0.832800856702248,1,0.36944,0.89376
SH3BP4,0.552330422977207,1,0.14862,0.913062,-0.691158238738684,1,-0.45348,1,-0.236924077392835,1,0.10811,1
SH3BP5,-0.566006278205292,1,0.1958,0.868977,1.89262041719555,0.727585,-0.71808,0.839619,0.927309044987131,1,0.10152,1
SH3BP5L,-1.11120293254332,0.959576,0.38785,0.669881,2.90967139317658,0.360353,-2.1892,0.103542,-1.38569348868697,0.9345,-0.45495,0.367734
SH3D19,-0.953660944395191,0.976843,0.10035,1,-2.68939164354148,0.62266,0.50347,0.747858,-1.24067217101537,0.953202,0.38334,0.684086
SH3D21,0.557771159431282,1,-0.059576,0.999976,-0.577968569346378,1,0.019421,1,-0.770164633442735,1,0.083864,1
SH3GL1,-0.819530038340802,0.99011,-0.22923,0.999976,0.94134625842763,1,-0.50406,1,-1.07806914010736,0.971275,-0.24027,1
SH3GL2,-0.12709237772024,1,0.061227,1,0.922051001493972,1,-0.81776,1,-0.120611629603013,1,-0.018286,1
SH3GL3,-0.863977400602989,0.988703,-0.074531,0.999976,-0.178656816559915,1,-0.068,1,0.774044927103986,1,-0.12255,1
SH3GLB1,-0.326104009574219,1,0.070713,1,-0.913035426122949,1,0.23161,1,-1.06257740244555,0.971275,0.25179,0.92104
SH3GLB2,-0.448013565004125,1,0.053992,0.972705,-1.29653665811671,0.953337,0.33909,0.972657,0.705621964412759,1,0.24596,0.988704
SH3KBP1,-1.75982530498072,0.900776,0.40644,0.760785,-0.383944805023414,1,0.28309,0.993466,-0.151096886420718,1,0.37182,0.769105
SH3PXD2A,1.82231924015122,0.727054,0.0055283,0.937346,0.604568759753082,1,0.00063385,1,1.34063533336134,0.936357,0.01252,1
SH3PXD2B,-0.47670887081321,1,0.43917,0.767268,-0.397777178770023,1,-0.12845,1,-1.08658354994559,0.971153,0.43732,0.732793
SH3RF1,-0.605951279167345,1,0.12717,1,0.420708120136532,1,-0.30731,1,-0.220446796063696,1,0.32886,0.849169
SH3RF2,0.674895017028593,1,-0.2015,0.999976,0.144953555750306,1,0.040545,1,0.160371138473839,1,-0.098949,1
SH3RF3,-0.684596495365649,0.993346,-0.021088,0.999976,0.64710389530669,1,0.27764,0.819466,1.50844221744867,0.902793,-0.072694,1
SH3TC1,-1.32663806128784,0.949437,0.29735,0.868977,1.25329575921372,0.959604,-0.087785,1,0.654214718040787,1,0.50548,0.774807
SH3TC2,-2.50463607782243,0.792025,0.20707,0.917441,-1.1589097003015,0.967383,-0.035083,1,0.883359054338871,1,0.26923,0.966553
SH3YL1,0.305438671411628,1,-0.019456,0.999976,-1.29388843443961,0.953337,0.49409,0.938011,-0.879886928592316,0.99001,-0.14943,1
SHANK1,1.36948059714181,0.942312,0.028461,1,-1.8596176754406,0.892757,0.4597,0.903583,-0.120783659214129,1,0.3498,0.954479
SHANK2,0.563122072289342,1,0.28911,0.866089,0.303233104319868,1,-0.803,1,0.096215697141702,1,-0.033086,1
SHANK3,0.731843423259606,1,-0.041443,0.999976,0.663100190640466,1,-0.78035,0.757738,0.563582895953633,1,-0.21806,1
SHARPIN,-0.871084021546163,0.988703,0.12784,0.822414,1.36362244651528,0.934758,-1.0724,1,-1.23524121268493,0.953202,-0.15543,1
SHB,-0.931480193999089,0.980998,-0.030392,0.999976,0.649093284462137,1,-0.4378,1,0.272719072355473,1,-0.5135,0.889946
SHBG,0.108942259363042,1,-0.10924,0.999976,-0.116804332786448,1,-0.034939,1,-0.302151923337127,1,-0.15164,1
SHC1,4.1697514586722,0.045295,-0.53852,0.157237,-1.5138671821543,0.951437,-0.91429,0.737345,0.517669624069198,1,-1.4716,0.062307
SHC2,0.585093471704966,1,-0.031574,0.999976,0.761001001384566,1,-0.37925,0.942053,-1.13346456351865,0.962529,0.10163,1
SHC3,0.171359434509821,1,0.071758,1,-1.87192398733128,0.886689,1.077,0.158416,0.499543962742029,1,0.45276,0.653654
SHC4,0.161478327045222,1,-0.037711,0.999976,0.554115697083089,1,-0.54731,1,0.651792523314374,1,-0.38884,1
SHCBP1,0.33662892450125,1,0.48158,0.767701,1.09544132663607,0.994107,0.10171,1,1.08037807205079,0.978736,0.031259,1
SHCBP1L,0.671273914801216,1,-0.029438,0.999976,1.19910429300693,0.965434,-0.095058,1,0.591997604449345,1,0.111,0.99059
SHD,-0.612592375071817,1,-0.18207,0.999976,-2.50562274794956,0.675459,0.28688,0.993466,-1.18878705707818,0.955547,-0.13411,1
SHE,-0.607478910068068,1,0.083459,0.900089,-1.01154360937028,0.98634,0.075165,0.897163,-0.35725856929868,1,0.27449,0.934135
SHF,-0.573456208431904,1,0.00065134,1,-0.267590155494083,1,0.22085,1,-0.844147975040733,0.996785,-0.011841,1
DLX5,2.86400915307838,0.260071,-0.91657,0.023131,0.543284849431407,1,-2.0747,0.098639,1.14864379312776,0.963086,-2.8592,0.00297
SHH,-3.39465184984596,0.626733,0.16286,0.840473,0.55899651635156,1,-0.30938,1,-0.696285691346289,1,0.46372,0.769105
SHISA2,-0.270843312891805,1,0.053115,1,2.18920984570393,0.614123,-1.3866,0.672399,0.632159728710186,1,-0.071228,1
SHISA3,-1.12418661116024,0.959576,0.44765,0.751468,1.19636537886235,0.966482,-0.87757,0.757252,-2.07454866774784,0.745926,0.66511,0.697097
SHISA4,-1.20386295639491,0.956377,-0.054857,0.999976,0.722070053353081,1,0.1944,0.997124,-0.609488801648582,1,0.064339,1
SHISA5,-0.721863993284522,0.990863,0.0514,1,0.92981431362162,1,0.0955,0.900118,0.915960219332046,1,0.03411,0.999065
SHISA6,-0.105517784989909,1,-0.029155,0.999976,1.42324413676235,0.907867,-0.36995,1,-3.21782847636311,0.365796,0.19795,0.492596
SHISA7,-0.323699719229211,1,0.074946,1,-0.566502185176279,1,0.2254,0.993466,0.980343774680651,0.998588,0.35027,0.936296
SHISA8,-0.418129952520109,1,-0.24707,0.501836,-0.764496803505662,1,0.28213,0.931499,-0.131531900979013,1,0.088333,0.988704
SHISA9,-0.314204537568391,1,0.010468,0.997528,-0.774328956918856,1,-0.26698,1,-0.847895199107132,0.99634,0.36365,0.909613
SHKBP1,0.618993280703421,1,-0.01045,0.999976,-1.60155650169652,0.937328,-0.23989,0.472054,0.0770722297007597,1,-0.16309,1
SHMT1,0.532791599624524,1,0.0013475,1,0.790002703917631,1,-0.21218,1,1.65066418188275,0.851629,0.13613,0.97963
SHMT2,3.1691035211441,0.183512,-0.70272,0.103861,3.52884035801802,0.185797,-1.9526,0.307999,6.40684690062315,0.001547,-2.9005,0.024499
SHOC2,1.30674804559483,0.969164,-0.24019,0.999976,2.79650476480671,0.389422,-1.5789,0.444431,1.1847012459838,0.960285,-2.0711,0.148406
SHOX,0.734380416846115,1,0.006074,1,0.424419619426489,1,-0.12217,1,1.36286064927366,0.934753,-0.2798,1
SHOX2,1.59054029591255,0.83625,-0.14191,0.999976,0.417822962311591,1,-1.5007,0.757894,-0.869183949965256,0.991486,-0.19929,1
SHPK,0.625820090345362,1,0.22586,0.913062,0.714555217092585,1,-1.0855,0.834848,-0.661583351753642,1,0.12548,1
SHPRH,-1.12378793463934,0.959576,0.070086,0.991191,-0.358535805008222,1,0.28969,0.942855,-0.537317557506993,1,0.35683,0.809503
SHQ1,2.21367456560993,0.516825,-0.59966,0.561272,-1.17123701908682,0.964595,-1.049,0.782442,-1.22995107107013,0.953515,-1.555,0.067761
SHROOM1,-0.489481798922191,1,-0.1404,0.999976,-1.39708312296665,0.953337,0.13251,0.92867,-0.431399377766681,1,-0.003331,1
SHROOM2,-1.0597625093755,0.963959,0.14193,0.940169,-0.185466077467895,1,0.17262,0.976785,0.625434939277235,1,-0.35651,1
SHROOM3,-1.04774531101389,0.965028,0.10065,1,-0.655981262254087,1,0.25196,0.993466,0.798111499634027,1,-0.032281,1
SHROOM4,0.645008497021519,1,0.0018899,1,0.129075487625256,1,-0.2284,1,-0.593306566203788,1,0.18189,0.979921
SI,-0.961459313662543,0.976843,0.21163,0.888263,-1.45937025245098,0.952936,-0.0016414,1,-1.56552690678692,0.904059,0.22124,0.732793
SIAE,0.609435790420942,1,-0.06224,0.999976,-1.34188362176211,0.953337,0.49082,0.917122,-1.16784249702281,0.956506,0.31074,0.955688
SIAH1,-0.150820220688198,1,0.0094859,1,-1.32888272090082,0.953337,0.52296,0.787905,0.0815240581911244,1,-0.020483,1
SIAH2,0.627474617548441,1,-0.26607,0.933576,-1.28358761002768,0.953337,0.76162,0.643863,3.04314511993729,0.328924,-0.23792,1
SIAH3,0.555705322324798,1,0.033512,1,-0.32611321180079,1,0.29888,0.942855,0.476123524361869,1,0.1217,0.955688
SIDT1,1.58653258701418,0.840264,-0.18811,0.999976,-0.444639491470672,1,0.45159,0.941049,-0.17966715510059,1,0.48469,0.834853
SIDT2,-1.34812136896968,0.944459,0.053069,0.909981,-0.185246466251011,1,0.16135,1,-0.558571962976401,1,0.44669,0.808239
SIGIRR,0.138860038310132,1,-0.18507,0.780821,1.72441225948244,0.797098,-0.1627,0.859949,-2.49008544225842,0.617609,-0.15826,1
SIGLEC1,-3.10611068613733,0.737624,0.026709,1,-1.2737374819964,0.953337,0.25586,0.95602,-2.23501732261661,0.705491,0.29707,0.95561
SIGLEC10,1.85707894248439,0.702956,-0.08432,0.999976,0.425181924768498,1,0.058558,1,0.560525196683217,1,0.19107,0.969499
SIGLEC11,-0.620694482249418,0.998435,-0.083555,0.999976,0.941004906474584,1,-0.2319,0.939542,-2.01109784534179,0.761656,0.015807,1
SIGLEC12,1.09817674125635,1,-0.31341,0.778445,-0.143071826863448,1,-0.0052433,1,0.392159108717385,1,-0.32511,0.924212
SIGLEC14,-0.600759058307544,1,0.35265,0.635681,1.25134690657573,0.959604,-1.1466,0.851341,-2.03429982875509,0.754396,0.32683,0.667936
SIGLEC15,-1.04234004535848,0.965028,0.094718,1,-0.747389659432627,1,0.3822,0.787905,-0.457535598128621,1,0.32375,0.792369
SIGLEC5,-0.639993867770902,0.998435,-0.056498,0.999976,0.583675760863587,1,-0.70463,0.936954,0.700449121500981,1,-0.36784,1
SIGLEC6,0.639330866012294,1,-0.21553,0.999976,0.134440048236645,1,0.1717,0.990621,0.656040270992859,1,0.030012,1
SIGLEC7,-1.03447845984544,0.965028,-0.10204,0.999976,1.00895122354732,1,0.44518,0.903583,-0.100814447144057,1,-0.10003,1
SIGLEC8,0.731866846093897,1,-0.21399,0.173408,-1.268814292366,0.953337,0.086512,1,-1.07512655073782,0.971275,0.029728,0.997273
SIGLEC9,-0.293248089771832,1,-0.12004,0.999976,0.136665241563578,1,-0.25721,1,0.361131524971397,1,-0.2232,1
SIGLECL1,1.26359552909037,0.992039,-0.047796,0.999976,0.528048545319017,1,-1.5979,0.218523,0.636726563309541,1,-1.3128,0.050342
SIGMAR1,-0.425991895262335,1,-0.23346,0.691305,-0.140597482166862,1,0.37046,0.897163,0.0927176567483421,1,0.030013,0.681512
SIK1,-0.980675962846309,0.972604,0.11733,1,-0.225213052730452,1,-0.065768,1,-0.862550936659665,0.992693,-0.011856,1
SIK2,0.174476517702702,1,0.18706,0.872305,0.468074245059383,1,0.081237,1,-0.62364207017276,1,0.41074,0.811077
SIK3,0.774794134034098,1,-0.0058588,0.999976,-0.581234825005522,1,-0.067947,1,-0.570457652820567,1,0.43691,0.850335
SIKE1,1.03760224904485,1,-0.25626,0.48783,0.36794783329419,1,-0.24527,1,-0.410407805942198,1,0.02997,1
SIL1,-0.706858516549069,0.990863,-0.32128,0.999976,0.469556960097039,1,-0.22799,1,-1.17063832509811,0.956506,-0.707,1
SIM1,0.895478747381671,1,-0.22549,0.950049,-0.158171444550591,1,0.47196,0.747858,-0.975391203873442,0.980522,0.41021,0.713824
SIM2,-0.304754798181358,1,0.1109,0.993535,-0.641893754793584,1,0.58713,0.845318,-0.183036581626813,1,0.51048,0.688334
SIMC1,0.569312331023331,1,0.095073,1,1.2816228876451,0.948054,0.11427,0.934096,-0.0715785415122182,1,0.10777,1
SIN3A,0.748970461476097,1,-0.57283,0.080894,0.811240207047988,1,-0.96223,0.312631,-1.16204559565368,0.959341,-1.5479,0.012816
SIN3B,-1.56079366476298,0.930515,0.26522,0.815987,1.3855773939755,0.925521,-0.60127,0.956007,-0.544774346909748,1,0.083808,1
SIPA1,0.182375142119887,1,-0.09669,0.999976,-2.16557293773424,0.806192,0.57471,0.885793,1.09890146920031,0.973956,0.084582,1
SIPA1L1,0.87595248088997,1,-0.0045643,0.999976,-0.37750621153054,1,0.17043,0.91029,-0.447587326397035,1,0.22631,0.875353
SIPA1L2,0.658328112791482,1,-0.35972,0.585225,-1.47072367808077,0.952936,0.53684,0.802557,0.713498621046431,1,-0.31684,0.985146
SIPA1L3,0.382737482908626,1,0.042072,1,0.268177632715888,1,-0.18755,1,1.19039315518767,0.960285,-0.077429,1
SIRPA,-0.429036978368209,1,-0.036167,0.999976,-1.84817065986813,0.894876,0.72657,0.722216,0.462634318382112,1,-0.019306,1
SIRPB1,-1.14844203029863,0.959576,-0.0092216,0.999976,-0.866269533375451,1,0.6784,0.747858,0.64433780141459,1,0.099175,1
SIRPB2,-0.593153366902333,1,-0.03985,0.999976,-0.854617108025125,1,0.17851,0.987183,0.25242507097842,1,0.38026,0.848968
SIRPD,-0.407323702599268,1,0.044481,1,-2.03479359375059,0.844063,0.58073,0.844179,-0.640790808235702,1,0.43527,0.785451
SIRPG,1.05440833296799,1,0.10932,0.929175,1.32139058344107,0.939624,-0.15106,1,1.23183566383042,0.960089,0.11226,0.859217
SIRT1,-0.843602302717497,0.988703,-0.0064639,0.999976,1.29762116835624,0.944633,0.056043,1,-1.62202024057835,0.904059,0.34638,0.966553
SIRT2,1.72236786838597,0.764659,0.14464,1,0.875235015937288,1,0.16587,1,-1.21094131885307,0.955547,0.34247,0.834335
SIRT3,-1.02481643069835,0.965028,0.10811,1,1.11300758796879,0.986305,-1.0914,0.564943,-2.41716423470942,0.652978,-0.11385,1
SIRT4,0.565910361582109,1,0.12558,1,-0.74675894622735,1,-0.25287,1,-1.84181850164853,0.807551,-0.033055,1
SIRT5,-0.417891163607081,1,0.29957,0.767268,1.05630767289398,0.97735,-1.0188,0.691624,-0.716540463623006,1,0.12459,1
SIRT6,-0.510238332890276,1,0.056196,0.962219,1.04245017576865,0.998139,-0.38647,0.664079,-0.91987880049052,0.986752,-0.51831,0.264947
SIRT7,1.00920843608152,1,0.094824,1,2.02714019804123,0.683563,-0.36326,1,0.516698047641833,1,-0.34453,0.501221
SIT1,-1.69598366347923,0.920719,-0.23207,0.932936,0.59627909137331,1,0.096753,1,0.482170942688353,1,0.060969,1
SIVA1,-0.250627036399113,1,-0.14334,0.999976,-0.534959364616149,1,-0.69299,0.938087,-0.154883347763921,1,-0.27151,1
SIX1,-1.26726055070695,0.949586,-0.092401,0.999976,0.643668139988578,1,0.42285,0.789137,1.1332933408512,0.967592,0.21258,0.732793
