"Supplemental Table S0. Genome-wide Etoposide score (etoposide vs. vehicle controls) and essential score (vehicle control vs. day 0 replicates) at day 4 (early), day 12 (intermediate), and day 18 (late) using MAGeCK-RRA",,,,,,,,,,,,
Gene,Day4.Etop.Score,Day4.Etop.FDR,Day4.Ess.Score,Day4.Ess.FDR,Day12.Etop.Score,Day12.Etop.FDR,Day12.Ess.Score,Day12.Ess.FDR,Day18.Etop.Score,Day18.Etop.FDR,Day18.Ess.Score,Day18.Ess.FDR
OR4K14,0.191863329532638,1,-0.1993,0.39931,-0.444905551421681,1,-0.047994,1,1.12371863693581,0.971354,-0.18176,1
OR4K15,0.642198509497132,1,0.035664,1,-1.05105427443474,0.980815,0.54182,0.827085,-0.573244821481075,1,0.3578,0.938407
OR4K17,-1.13945238461511,0.959576,0.11412,1,0.462457934673191,1,0.43225,0.795743,1.00355400233977,0.996063,0.44901,0.709991
OR4K2,-0.110844020732884,1,-0.0063021,0.999976,0.153594841359441,1,-0.084833,1,-0.127086558379605,1,0.013277,0.926929
OR4K5,-1.34714471968144,0.944459,-0.10639,0.999976,-0.11054702124981,1,-6.6824e-05,1,1.00827344466683,0.995241,-0.077518,1
OR4L1,1.6190836025393,0.823545,-0.24302,0.842173,-1.07608795140219,0.980815,0.38275,0.787905,-0.257691299883927,1,0.32691,0.87627
OR4M1,0.518027368436042,1,-0.19144,0.999976,0.773219713185438,1,-1.0002,0.953959,0.171314330076233,1,-0.21865,1
OR4M2,0.806569276273155,1,0.11911,0.967233,-2.38583073155082,0.740734,-1.2167,0.7065,-2.08192770442257,0.744635,-0.59318,0.949574
OR4N2,-1.37177459983279,0.944459,0.019436,0.900089,-1.48302856753067,0.952936,0.46124,0.857246,1.33761997998375,0.936853,0.13388,0.785451
OR4N4,0.619210084675926,1,-0.21974,0.999976,2.69490670393835,0.432615,-1.1108,1,-0.569280112136718,1,-0.65893,1
OR4N5,-0.565335306277091,1,-0.0059052,0.999976,-0.608588489614388,1,0.22187,0.970892,-0.152322481270931,1,0.34984,0.697097
OR4P4,-0.908122100370587,0.983944,0.20647,0.835275,-0.739666205629697,1,0.74958,0.540815,-0.579895659049817,1,0.92381,0.322918
OR4Q3,1.37492431434952,0.940412,-0.42249,0.375918,-1.27828828663217,0.953337,0.67451,0.814139,-0.263539752753053,1,0.10996,0.681266
OR4S1,-0.423704731229011,1,-0.079657,0.999976,-1.30046577949861,0.953337,0.17182,0.950878,-0.414426481377269,1,0.10076,0.980066
OR4S2,0.149268016967407,1,-0.12539,0.999976,0.0828990400566985,1,0.10287,1,0.482434646917661,1,-0.36412,0.83702
OR4X1,-0.186138911788495,1,0.051166,1,-0.431035995542239,1,0.31658,0.932562,-0.280967185811583,1,0.1039,1
OR4X2,-1.39633608452224,0.944459,-0.098094,0.999976,-2.36996896863831,0.745493,0.82228,0.580083,-1.39230912778539,0.933415,0.55133,0.828425
OR51A2,-0.318171053351906,1,0.20843,0.900089,0.5784289754736,1,0.20913,0.885252,-1.54351250288418,0.904817,0.74097,0.453205
OR51A4,0.70140888870243,1,0.10239,0.874089,0.607179984769615,1,0.14277,1,0.537976555364366,1,0.31207,0.923606
OR51A7,0.637498676070988,1,0.065282,1,0.153947561579285,1,0.20796,0.976785,0.0992833912808921,1,-0.14773,1
OR51B2,-0.736766461560511,0.990863,0.063627,1,-1.0029414262726,0.988662,0.49308,0.722216,-0.753083082985074,1,0.30198,0.785451
OR51B4,-0.351405825921068,1,0.0016121,1,-1.35367470875672,0.953337,0.80012,0.709461,0.279022512473832,1,0.34675,0.905579
OR51B6,-0.514108295342585,1,0.148,0.968729,0.945846759654306,1,0.23326,0.697051,1.0774250404814,0.979498,0.38082,0.86232
OR51D1,-0.568395028124785,1,-0.11741,0.999976,-2.30126457802715,0.772311,0.78509,0.609259,0.146466048289121,1,-0.10674,1
OR51E1,0.55296607052515,1,-0.082013,0.999976,-0.653725283857872,1,0.50641,0.791359,0.181055277614516,1,0.10223,1
OR51E2,-0.150734182838443,1,0.14763,0.929175,1.01197643807134,1,0.35966,0.988917,-1.65805135358749,0.889065,0.39595,0.888862
OR51F1,0.577738549186397,1,0.040518,1,0.322639460680912,1,0.26841,0.993466,1.30744388227782,0.944833,-0.045949,1
OR51F2,-0.627382533821043,0.998435,0.055696,1,-0.200762866306379,1,-0.54784,0.939632,0.834340279790507,1,-0.53528,0.917986
OR51G1,-1.02060187893564,0.96603,-0.013206,0.999976,-1.88127244957299,0.886689,0.48666,0.949636,-0.566182180385687,1,0.38875,0.809613
OR51G2,-2.87640966739333,0.750679,0.075803,1,-0.840342588752296,1,0.25286,0.994767,-1.11769180937478,0.965143,0.47484,0.875433
OR51I1,0.836570256698528,1,0.13792,1,-0.538756662419227,1,0.41818,0.874873,-0.601921039324888,1,0.34918,0.93485
OR51I2,-0.235943483249592,1,-0.059381,0.999976,-0.576950832255988,1,0.4573,0.882375,-0.182348705481758,1,0.19473,0.977553
OR51L1,-1.63676419551631,0.92333,0.37539,0.756327,1.61980685426881,0.847325,-0.50379,1,-1.07110765612195,0.971275,0.43629,0.722937
OR51M1,-0.373598034939314,1,0.082135,0.8809,0.445365493782675,1,-0.65486,0.858068,-0.932519976068517,0.986752,0.13557,0.991385
OR51Q1,-2.93122063699044,0.750679,0.37417,0.794055,-1.69663112344396,0.923473,0.49148,0.926338,-0.591437826307094,1,0.56852,0.767719
OR51S1,-1.05154791035471,0.964765,-0.042051,0.999976,-1.26480045157769,0.953337,0.52501,0.722913,-0.530207428713662,1,0.093146,0.990623
OR51T1,0.1299649919483,1,-0.067887,0.999976,-0.878965697527701,1,0.50263,0.786967,1.08566742265576,0.97685,0.17945,0.860587
OR51V1,-0.590692576048022,1,0.27499,0.866089,-0.703751757051066,1,0.70249,0.926338,0.100392868427647,1,0.17663,1
OR52A1,-1.47517563714603,0.942718,0.057468,1,-1.63986118642243,0.933217,0.29434,0.791955,-0.52785813915558,1,0.30527,0.954267
OR52A5,-2.0632751934441,0.86574,0.060449,1,-0.167318681063157,1,0.4412,0.932562,-0.132691645104824,1,0.39334,0.732793
OR52B2,-0.30434324006381,1,-0.058689,0.999976,-0.619011343567894,1,0.58813,0.774026,-0.540064983148475,1,0.39843,0.907368
OR52B4,-1.28842051903413,0.949586,0.05575,1,0.515230522283826,1,-0.36334,1,1.03912033149209,0.98846,-0.020696,1
OR52B6,-0.573928135034789,1,0.13744,1,-0.586935053162589,1,0.3291,0.819466,0.69216179584344,1,-0.031013,1
OR52D1,0.93873605769975,1,-0.089738,0.999976,-0.639236234045846,1,-0.082178,1,0.28061070045265,1,0.20106,0.86923
OR52E2,-0.151336806037483,1,0.17961,0.852508,-0.325726886068656,1,0.24339,0.994767,1.16814941441212,0.960285,0.37445,0.770857
OR52E4,-1.52136136845683,0.941298,0.34334,0.829629,0.824082493489906,1,0.46445,0.994767,1.19480509076718,0.960285,0.39738,0.972075
OR52E6,-1.78162206670825,0.88951,0.066741,0.868305,-0.18892794089309,1,0.55183,0.844179,0.614215041156664,1,0.55815,0.769105
OR52E8,1.38284233430506,0.93455,-0.16248,0.999976,0.732382468313228,1,0.3071,0.988185,1.31133995856393,0.944833,-0.21634,1
OR52H1,0.687695675431294,1,0.078307,1,-0.546116222012877,1,0.41026,0.984532,0.141276372520636,1,-0.082341,1
OR52I1,-1.44566835330617,0.944459,0.2702,0.900089,0.411123504086501,1,0.10182,0.996968,-0.592864137808441,1,-0.24108,1
OR52I2,0.547309087386675,1,0.20182,0.972457,1.16700597038767,0.975182,-0.40844,1,2.51987802738202,0.498842,-0.59834,1
OR52J3,-1.4091581652184,0.944459,0.082013,1,1.44520809025795,0.893999,-0.5948,0.300584,-0.806374581507121,1,-0.026222,1
OR52K1,-0.571573613559412,1,0.17214,0.979749,-0.415420032333334,1,0.56033,0.954265,0.53446844302645,1,0.15303,1
OR52K2,-0.797511682939906,0.990863,-0.088693,0.999976,-3.01577882587616,0.499017,0.73085,0.669111,-0.758353921998611,1,0.44946,0.870863
OR52L1,-0.225439242077887,1,0.058627,0.985001,-0.222094919577513,1,0.57637,0.887821,0.765482716487313,1,0.038405,1
OR52M1,-1.41716423470942,0.944459,-0.0029974,0.999976,-0.330673819865748,1,0.62288,0.782515,0.567255125870951,1,0.15937,0.999194
OR52N1,0.971916992982161,1,-0.25456,0.999976,-1.09211590261934,0.980815,0.22697,0.919101,-0.111449856584753,1,0.048053,1
OR52N2,0.426072975457621,1,-0.05721,0.999976,-2.22984046694161,0.792943,0.10939,0.681112,1.29757808059397,0.946459,0.47476,0.702312
OR52N4,-0.661782633398906,0.994572,0.26197,0.900089,-0.388871732479819,1,0.69411,0.773624,0.751266770195195,1,0.12401,1
OR52N5,0.0963891720718708,1,-0.12143,0.903241,-0.836957953085802,1,0.43201,0.845318,-0.211775046944623,1,0.13353,0.984358
OR52R1,0.15929810089684,1,-0.10126,0.999976,-1.38157532921574,0.953337,0.74587,0.561112,1.20427983243943,0.960285,0.058738,0.967278
OR52W1,-2.01887936058873,0.86574,-0.25201,0.62899,-0.807014620906837,1,0.55267,0.866649,0.335489648776418,1,0.043488,1
OR56A1,0.126871297575176,1,0.010412,1,0.246279091722694,1,0.71075,0.819466,-0.450874073241889,1,0.11868,1
OR56A3,-0.822954342537861,0.99011,0.19721,0.898314,-0.771907760843019,1,0.6802,0.814718,-1.43461268312448,0.927915,0.62223,0.765096
OR56A4,0.420296412367752,1,0.16717,0.93485,1.21476272941472,0.964637,-0.4203,1,-0.605583344334648,1,-0.2119,1
OR56A5,-1.20686644103087,0.95629,0.18643,0.900089,-0.427116785802837,1,0.2975,0.819466,0.474657122943136,1,0.12189,1
OR56B1,-1.56802543629134,0.928627,0.043099,1,-0.694047055039493,1,0.55149,0.824124,0.148662139851964,1,0.41752,0.888777
OR56B4,0.240876308289414,1,-0.14604,0.999976,-0.131226291555081,1,0.32941,0.787905,-0.480592071044266,1,0.23074,0.979921
OR5A1,-0.310389282361361,1,0.27358,0.730943,1.52196768314911,0.875153,-0.55329,0.860308,0.632681359070309,1,0.033729,1
OR5A2,-1.13357087362042,0.959576,0.08335,1,1.21508329716436,0.964637,-0.11593,1,1.17063832509811,0.960285,0.015313,0.936055
OR5AC2,-0.56080946217243,1,0.24422,0.868977,-0.188605987873182,1,0.47707,0.781103,0.565718591863699,1,0.37239,0.865175
OR5AK2,-1.0776898367856,0.961724,0.12667,0.903795,0.217534542468454,1,0.010951,1,0.993405613815863,0.996063,-0.08729,1
OR5AN1,-0.812648517776539,0.990428,-0.048917,0.999976,-0.145608929841331,1,0.30113,0.994514,-0.603748331419723,1,-0.011164,1
OR5AP2,0.656670196922393,1,0.066185,0.993901,0.418539610649488,1,-0.073578,1,-0.261100581555421,1,0.27635,0.931756
OR5AR1,-0.221964576922524,1,-0.008867,0.999976,-0.388605988659708,1,0.53637,0.85967,-0.149617239118656,1,0.25492,0.95561
OR5AS1,-0.898734215008665,0.985123,0.10007,0.997394,-0.336515804885607,1,0.26854,0.923751,-0.613108830547568,1,0.14959,0.935278
OR5AU1,0.221139980633143,1,-0.14929,0.999976,-0.948886083222399,0.997281,0.50929,0.787905,0.561552589345627,1,-0.082982,1
OR5B12,1.5214623621411,0.880191,0.19735,0.991191,-1.25314793017432,0.953337,0.37967,0.968458,0.165712848097172,1,0.18056,0.97618
OR5B17,-0.331250769980127,1,0.15601,1,-1.75850332667249,0.920116,0.83667,0.782515,0.788212237099108,1,0.50952,0.769105
OR5B2,-0.582711031246263,1,0.12133,0.970935,-1.39487819365641,0.953337,-0.31848,1,-0.293060434292101,1,0.046394,1
OR5B21,-0.863279432843593,0.988703,-0.19155,0.999976,0.684449465578095,1,-0.4255,1,-0.605565831401126,1,0.1565,0.988704
OR5B3,-0.844269328721411,0.988703,0.24758,0.836256,0.623751625224483,1,0.30052,0.993466,0.507644769033629,1,-0.13051,1
OR5C1,0.612289910601394,1,0.086859,1,0.197910742118267,1,0.16722,1,-0.158577955597641,1,-0.1914,1
OR5D13,1.08119408100111,1,0.2848,0.67946,1.03535858486277,0.998139,-0.56092,1,-0.702480222576356,1,-0.19372,1
OR5D14,-0.106954332309173,1,0.45073,0.826701,-0.0789641530753946,1,-0.57698,0.976092,-0.373310694534378,1,-0.43819,1
OR5D16,-0.293820086007249,1,0.15452,1,0.502448400935434,1,0.079849,1,-0.317475871457721,1,0.20174,0.97963
OR5D18,-0.872247484167027,0.988703,0.16393,0.841087,-1.29151111387863,0.953337,0.60288,0.623826,-0.191397460571452,1,0.21606,0.770857
OR5F1,1.24792080675689,0.993918,-0.0036304,0.999976,-0.25941627139288,1,0.39553,0.963189,-0.254425588596486,1,0.30232,0.961289
OR5H1,-1.64170339164426,0.92333,0.33701,0.789536,-0.694089997095384,1,0.36465,0.955026,0.561710865699251,1,0.11795,0.980769
OR5H14,-0.421670292137101,1,0.50323,0.692043,1.93460703843801,0.712571,0.01705,1,-1.44830608487278,0.92639,0.81164,0.597315
OR5H15,-0.395320443275705,1,0.0095818,0.906321,-1.46775535637342,0.952936,0.77473,0.712604,0.406658541807744,1,0.46248,0.676017
OR5H2,1.03931521986961,1,-0.019628,0.999976,1.61854195307784,0.848219,0.0015937,1,0.601591206385834,1,-0.32332,1
OR5H6,0.589948602449548,1,-0.05637,0.999976,-1.17835548245778,0.962888,0.37317,0.993466,-0.116100194089363,1,0.12694,1
OR5I1,1.42415428164655,0.917575,0.12057,0.911184,-0.878013620949162,1,0.63546,0.923329,-1.8180992718036,0.81771,0.13175,0.719847
OR5J2,-0.570829321206026,1,0.18942,0.849875,-0.642027058663141,1,0.61835,0.824124,-0.807683495297263,1,0.73788,0.690855
OR5K1,-0.519231552619969,1,-0.080115,0.999976,0.74155428961335,1,0.041506,1,1.07358037519414,0.979498,-0.47052,1
OR5K2,0.603120964778443,1,0.11582,0.892881,0.773400094792642,1,-0.63032,0.7065,-1.06476488325667,0.971275,0.26899,0.936357
OR5K3,-0.146666894997665,1,0.40454,0.79652,-1.05066367351855,0.980815,0.40383,0.830389,-0.494022935889894,1,0.86087,0.60343
OR5K4,-0.197506775883633,1,-0.06427,0.999976,1.09583646213721,0.994107,-0.073276,1,0.936554046876967,1,-0.38196,1
OR5L1,-0.080205651070515,1,0.179,0.986006,-1.02360874893109,0.983077,0.75376,0.819466,-1.41561223055305,0.931382,0.4216,0.936296
OR5L2,0.880117542015017,1,-0.024339,0.999976,-1.75962550304177,0.919981,0.22788,0.480704,-0.754289970454708,1,0.066421,1
OR5M1,0.775751899037407,1,0.14607,0.989443,0.461024327726784,1,-0.17179,1,-0.799751586484646,1,0.19827,1
OR5M10,0.705027025279592,1,0.19255,1,0.253023481579187,1,0.22921,0.970401,0.353106375832255,1,0.11915,0.958185
OR5M11,1.44767254065845,0.90638,0.0010161,1,1.03001596233803,1,-0.42871,0.867334,-0.0936972890123421,1,0.24873,0.909263
OR5M3,-0.880480182131805,0.988703,0.27047,0.730943,-1.37851213541937,0.953337,0.67244,0.780642,-0.172992789894951,1,0.34121,0.942122
OR5M8,0.781700874114827,1,0.25988,0.945234,0.0922608920921732,1,-0.18309,1,-0.314303036332763,1,-0.021594,1
OR5M9,-0.655843606368793,0.996549,0.10404,1,-0.671803940051451,1,0.46918,0.957598,0.924599044486102,1,0.0035313,1
OR5P2,-0.148497047229455,1,0.1574,0.96675,-0.52834164098184,1,0.54146,0.773624,-0.56080946217243,1,0.2469,0.970851
OR5P3,-0.932482798096325,0.980998,-0.3439,0.867745,0.471083299722345,1,-0.06183,1,-0.714105287519161,1,-0.46545,1
OR8U3,-0.192485266539992,1,0.10782,0.975634,0.287586026008035,1,0.12777,1,-0.279369432653562,1,0.28393,0.97963
OR5T1,-0.723147736155726,0.990863,0.037021,0.767268,0.463706760016567,1,-0.16185,1,-2.62080329616786,0.575535,-0.17217,1
OR5T2,0.337364921061799,1,0.33249,0.862664,0.542829900215381,1,-0.27376,1,-0.710634048479968,1,0.44217,0.714937
OR5T3,-1.72353819582676,0.916439,0.04683,0.836256,0.451622867599042,1,0.17147,1,-1.08296212070344,0.971275,0.41457,0.767719
OR5V1,-0.841878849662505,0.988703,-0.17977,0.999976,-0.765229704839083,1,0.11537,1,-0.615879658226118,1,-0.36802,0.363905
OR5W2,-0.459120183645827,1,0.10809,0.931283,0.460321829278214,1,-0.089956,1,-0.144159936319287,1,0.095022,1
OR6A2,-0.393736899488052,1,-0.096161,0.999976,-0.97728301994897,0.992768,0.54278,0.885704,1.12245013473927,0.971577,-0.13281,1
OR6B1,-0.63797015111773,0.998435,0.027466,1,-0.635580344649765,1,0.26913,0.943549,0.268596594829506,1,0.1957,0.792369
OR6B2,-0.765761199652933,0.990863,-0.22812,0.851153,-1.72981045729582,0.920116,0.31576,0.637823,0.774251475818135,1,-0.1436,1
OR6B3,-0.619752568589452,0.998435,0.010252,1,-0.475629845457642,1,0.14676,1,-0.419919356136993,1,-0.25853,1
OR6C1,0.93404701968613,1,-0.19229,0.999976,0.424719761819804,1,0.048084,1,-0.474009849540407,1,-0.22552,1
OR6C2,-0.754635412365237,0.990863,0.20058,0.944887,-0.922196201923912,1,-0.15211,1,-0.596107704440579,1,0.17401,0.862612
OR6C3,-1.28170595851029,0.949586,0.06851,1,1.44718582707853,0.893999,-0.32604,1,0.986236145266067,0.996358,-0.26209,1
OR6C4,-0.902083590762675,0.983944,0.022153,1,-0.099567322406434,1,0.52822,0.787905,0.624372959745979,1,-0.005783,1
OR6C6,0.777283528852417,1,-0.20727,0.80347,-0.669971986483384,1,0.37532,0.827085,1.20600019901553,0.960285,0.18455,0.991258
OR6C65,-1.51291821380974,0.941809,0.046918,0.929175,-0.86687642459738,1,-0.33075,1,0.181431030485437,1,0.063398,0.990623
OR6C68,-1.00443938762628,0.968816,-0.048416,0.999976,-1.12515304141891,0.97392,0.47973,0.901286,-2.36685486063256,0.663264,0.31747,0.776015
OR6C70,0.250364155629386,1,0.092567,1,1.26419358267287,0.956597,0.7115,0.580083,0.836034017045116,1,0.30194,0.859217
OR6C74,-0.848844744849083,0.988703,-0.16976,0.999976,-1.55425572432335,0.945132,0.13265,0.952962,-0.614912329744085,1,-0.088203,1
OR6C75,-0.419919356136993,1,-0.0056255,0.999976,-1.00552007240957,0.988662,0.11651,0.87759,-1.3143836428505,0.948174,0.27962,0.96599
OR6C76,0.235524972565591,1,-0.18503,0.999976,-1.30568442727383,0.953337,0.51284,0.968039,2.159724488433,0.679866,0.1275,1
OR6F1,-0.919589992844363,0.983519,-0.0078362,0.999976,-0.121208290499752,1,0.48369,0.786967,0.903298498389997,1,0.23965,0.977553
OR6K2,1.39748423870342,0.933347,-0.10977,0.999976,-0.580027738726,1,0.14288,0.923751,-0.659714560529532,1,0.12903,1
OR6K3,-0.163232952605795,1,0.25012,0.926012,-1.64428036138604,0.931733,0.75388,0.803557,-0.711147385800252,1,0.3407,0.785451
OR6K6,-1.46292424722486,0.944459,-0.12529,0.999976,-0.802609158866702,1,0.57253,0.747858,-0.156636392483339,1,0.26267,0.785141
OR6M1,-0.777517642861089,0.990863,0.14189,0.979276,0.18777537890933,1,0.11023,1,0.0755966475233614,1,0.099698,1
OR6N1,-1.57392813503479,0.928522,0.12092,1,0.0660169479158543,1,0.4179,0.917122,1.58925649954307,0.883672,0.11424,1
OR6N2,1.12690619748534,1,0.082903,0.96675,1.13236754692892,0.980652,-0.80421,0.390085,0.711504848226444,1,0.43274,0.667997
OR6P1,1.01568425984816,1,0.17611,1,-1.62227495875685,0.937166,1.1368,0.722216,0.440129268553056,1,0.57555,0.783524
OR6Q1,-1.28082621476271,0.949586,0.10104,0.975634,-0.294136287716081,1,-0.18628,1,-0.731773162335371,1,0.016282,1
OR6S1,0.938283706840103,1,-0.29317,0.533941,-0.638839004804974,1,0.15707,1,0.176741015119894,1,-0.11594,1
OR6T1,-0.330655221326843,1,0.1452,1,-0.230408533869447,1,0.68755,0.774939,1.90063017361016,0.77166,0.34501,0.789069
OR6V1,-0.618668277542107,0.998435,-0.012214,0.999976,0.476357568278621,1,-0.13009,1,0.430708040471414,1,-0.25355,0.925414
OR6X1,-1.27079469965174,0.949586,0.20642,0.936669,0.428827089770373,1,-0.14138,1,1.20874456506337,0.960285,0.25486,0.960246
OR6Y1,0.218869597458818,1,-0.037386,0.999976,-0.229390966788716,1,0.42006,0.774939,0.665687015241769,1,-0.16665,1
OR7A10,0.172294795696584,1,0.29761,0.866089,1.079834916632,0.994957,0.28893,0.956108,1.17192686164513,0.960285,0.65408,0.667936
OR7A17,0.610904826645814,1,-0.054197,0.999976,2.20732821085843,0.606545,-0.029531,1,-0.930739013715253,0.986752,0.20479,0.970851
OR7A5,-1.40633741225359,0.944459,-0.039246,0.999976,0.70296209062064,1,-0.013674,1,-0.797975104895962,1,0.23489,0.955688
OR7C1,-0.736080016944228,0.990863,-0.13242,0.999976,-0.687589897005191,1,0.38031,0.824124,0.636237641130625,1,0.051051,1
OR7C2,0.634792899768177,1,0.22861,0.738889,0.251897289218006,1,0.010187,1,-0.523878773062017,1,0.10611,1
OR7D2,-0.583692412940117,1,0.005786,1,-0.566822425932524,1,0.22743,0.977691,0.941649907789347,1,0.36301,0.781361
OR7D4,0.158340256786995,1,-0.17084,0.999976,0.702283248735847,1,-0.24737,1,0.543968168104766,1,-0.10264,1
OR7E24,0.976871053989504,1,-0.39048,0.999976,3.93378592452876,0.114389,-1.4514,0.957399,1.26786367615487,0.936357,-0.16235,1
OR7G1,-0.822809919510391,0.99011,-0.079119,0.999976,0.522762948857334,1,-0.0072732,1,2.30012760130675,0.61349,-0.1043,1
OR7G2,0.441747558148445,1,0.10183,1,-1.2930092695943,0.953337,0.77953,0.747858,-1.54412016281527,0.904817,0.26213,0.928152
OR7G3,0.212114649059075,1,0.035655,1,-1.1370818767009,0.970386,0.59117,0.60753,0.193114870267021,1,0.065703,1
OR8A1,-0.678484418539467,0.993534,0.11707,1,-1.53937273634861,0.948857,0.90992,0.712604,-0.641075784611489,1,0.33794,0.853401
OR8B12,0.947344526960473,1,-0.14594,0.999976,0.487662537667064,1,0.27606,0.968068,0.57243275228055,1,0.30719,0.888777
OR8B2,0.25328797748334,1,-0.062505,0.999976,-1.64617990510259,0.931733,0.85334,0.513153,0.110177456557504,1,0.22106,0.926929
OR8B3,0.353615881193891,1,-0.11468,0.999976,-0.259645206840849,1,0.66217,0.643863,0.490112290334706,1,-0.09551,1
OR8B4,-1.31789104109319,0.949586,0.14396,0.993654,-1.47385464736529,0.952936,1.0079,0.646625,-2.13118516824343,0.729252,0.84912,0.609171
OR8B8,-0.67119242983791,0.993534,0.085378,0.944752,-0.368049173740783,1,0.7277,0.859757,1.3336505284398,0.9393,0.0079568,1
OR8D1,0.609259133047084,1,0.21039,0.86823,1.63406297717638,0.842981,-0.11157,1,1.40952598943233,0.915981,0.29857,0.960246
OR8D2,1.27095676495146,0.989174,0.084224,1,-0.633371618707032,1,0.24051,0.998683,-0.151355266883611,1,-0.13525,1
OR8D4,-1.01481611591247,0.966476,0.45739,0.774956,-0.882364182610506,1,0.48729,0.901286,-1.24406419499306,0.953202,0.29708,0.931403
OR8G1,-1.03572150834599,0.965028,0.082186,1,0.329642803640584,1,0.64214,0.773624,0.597240110099772,1,0.46751,0.785451
OR8G2P,0.18657914951692,1,0.033652,1,-0.740645072691966,1,0.66462,0.903583,0.467309305219348,1,0.0019496,0.969499
OR8G5,-2.39230912778539,0.80486,0.18675,0.931275,-0.911403271737254,1,0.90959,0.731799,3.15153376219824,0.293192,0.044658,1
OR8H1,0.863025904242171,1,0.096679,1,-0.688458041598805,1,0.47456,0.783867,0.491712745619679,1,0.4277,0.829663
OR8H2,-0.621493084831677,0.998435,0.2422,0.760785,-0.672968186978842,1,0.087358,1,-1.18373217901759,0.955547,0.11327,1
OR8H3,-0.625930196273925,0.998435,-0.21471,0.999976,0.525113865349749,1,-0.070228,1,1.23863605841079,0.958876,-0.31074,1
OR8I2,-0.174593357757726,1,0.19178,0.929175,-0.746153353801499,1,0.23412,0.994954,-0.597343202634336,1,0.25578,0.921158
OR8J1,0.75461072882879,1,-0.16235,0.999976,-1.04239750121858,0.980815,0.72488,0.643089,1.44323931905439,0.911281,-0.0525,1
OR8J3,-0.193555458418458,1,0.041435,1,-2.13664739470081,0.815463,0.30417,0.775306,0.301229817088109,1,0.11375,1
OR8K1,-0.960308338350974,0.976843,0.017264,0.828672,0.690710589344744,1,0.10193,1,0.11898073798782,1,0.35014,0.801722
OR8K3,-1.76492628530049,0.900526,0.051308,1,-2.27018749283906,0.785829,0.41256,0.774939,-0.609029585837384,1,-0.24256,1
OR8K5,-1.93745561865354,0.869953,0.29701,0.814722,0.734592503468911,1,0.69052,0.718901,0.641855675487825,1,0.46906,0.740051
OR8S1,0.696868767489237,1,0.27354,0.870585,-0.310557942138362,1,0.43313,0.901286,1.4772298419141,0.907113,0.078554,1
OR8U1,-0.971347426366882,0.975134,0.21153,0.946386,0.67064280586845,1,0.55914,0.884958,0.949929735632562,1,0.23763,0.997958
OR9A2,-1.09097379077276,0.959576,0.14439,1,-0.779316722025655,1,0.42898,0.903583,0.588548657862062,1,0.37305,0.774807
OR9A4,0.196331251507304,1,-0.012171,0.999976,-0.826376742301918,1,0.58954,0.727776,0.254004480987353,1,0.29203,0.891011
OR9G1,-0.668633448214219,0.993537,0.07649,0.982087,-0.91987880049052,1,0.16845,0.994514,0.812225544836015,1,0.27486,0.851733
OR9G4,-2.70889766964387,0.792025,0.34483,0.706534,-0.608641397512596,1,0.60575,0.800353,-0.790726327215124,1,0.46206,0.750007
OR9I1,-0.241103240077573,1,0.29757,0.789536,1.23530840221874,0.964358,0.60243,0.773624,0.675552914494914,1,0.038075,1
OR9K2,0.764698859680009,1,-0.20601,0.999976,-0.847253135973539,1,0.29126,0.948543,0.495855490691634,1,-0.28547,1
OR9Q1,0.288007286717635,1,-0.09267,0.999976,-0.134516997804652,1,-0.067945,1,0.138310298386217,1,-0.090329,1
OR9Q2,-0.257384830585218,1,0.1565,0.868037,1.94730605807503,0.708682,-0.76428,0.455242,-1.03283594501612,0.974491,0.027229,1
ORAI1,0.207328210858433,1,-0.1915,0.694167,-1.68585879673943,0.923473,0.5494,0.712604,0.259029723442866,1,0.17548,1
ORAI2,0.139045433617711,1,-0.14326,0.999976,2.47101905972786,0.50647,-1.266,0.652758,-1.40273273909223,0.933154,0.30873,0.930434
ORAI3,-0.728181618388339,0.990863,-0.15961,0.999976,-1.70863114954842,0.922265,0.0021038,0.782515,-0.141300423496394,1,0.39089,0.779334
LTO1,4.31807167349686,0.03625,-1.3905,0.010101,-1.64332414434136,0.931733,-2.4125,0.053126,-2.31293500959539,0.677427,-3.3919,0.001079
ORC1,0.7977024438612,1,-0.33937,0.999976,-0.555486793665957,1,-0.45304,0.661527,-0.398907390506103,1,-0.58872,0.394634
ORC2,1.06861841724314,1,-0.012956,0.999976,-0.815535710653009,1,-0.055339,1,0.187996272987085,1,-0.28702,0.909217
ORC3,0.461024327726784,1,-0.27566,0.547995,-0.549596913844634,1,-1.0336,0.525333,0.522285614702042,1,-1.1282,0.040682
ORC4,0.401023563113483,1,-0.015688,0.999976,-0.914816491947221,1,-0.65429,0.679009,-0.674895017028593,1,-0.4539,1
ORC5,0.734262635682509,1,-0.27499,0.999976,1.72062968182089,0.797612,-1.3848,0.552479,-0.700776076633417,1,-1.8508,0.509385
ORC6,-1.00747299128709,0.967402,-0.75231,0.608282,2.17561379768123,0.616008,-2.3671,0.7065,-1.9408532805738,0.776174,-1.8351,0.319505
ORM1,0.658981172443956,1,-0.41757,0.977854,-0.240687289004781,1,-0.47127,1,-0.125239951882452,1,-0.64388,0.777337
ORM2,-0.895444608759486,0.986489,0.060805,1,-1.81610408461439,0.903133,0.40157,0.942855,-0.479045091147191,1,0.28173,0.767201
