Supplementary Table 6. Normalized screen data and DeSEQ2 output. ,,,,,,,,,,,,,,
Gene,baseMean1,Log2_FC1,pval1,baseMean2,Log2_FC2,pval2,baseMean3,Log2_FC3,pval3,chi,combined_p,combined_q,Meidan_Log2_FC,Combined_mean_Log2_FC
KRTAP13-2,213.2280672,1.085821628,0.147036701,159.404549,1.294165231,0.071142552,44.0070405,-1.342648438,0.076642727,20.6,0.002164122,1,1.08582162758074,0.728060020517284
MOB2,75.79234507,-0.934434162,0.282172098,70.30220351,1.085820179,0.21525896,83.22483476,1.485058284,0.130829019,14,0.029636164,1,1.08582017893069,0.859999834717839
HHAT,53.80689042,1.085724508,0.299186994,331.3506251,2.959522907,1,109.8912348,0.157405513,0.833295147,4.01,0.675323066,1,1.08572450754326,1.87661680959153
NLGN1,253.7837058,1.499427429,0.050042295,124.4981673,1.085704687,0.210255203,193.1156209,0.767717606,1,13.1,0.04147514,1,1.08570468694842,1.14888874826167
HIGD1C,164.4359494,1.085636657,0.198386895,86.80858969,1.887234344,1,62.44109189,0.956570119,0.339748327,7.78,0.254668253,1,1.08563665678112,1.37151358437079
RHBDD1,476.5765886,2.412268092,1,107.4318629,-0.376361249,0.650999548,144.0088514,1.085568336,0.196949654,5.93,0.431077104,1,1.08556833593305,1.45342008385435
GALNTL5,55.33917062,2.378527952,1,39.23054814,1.085262414,0.254880722,63.83388394,0.797166073,0.407252747,6.54,0.365486906,1,1.08526241427602,1.59446966446873
FAM110B,118.1453396,1.084987989,0.159485371,162.3923941,0.002422687,0.997595559,302.6864738,1.586103149,0.053632261,13.7,0.033172882,1,1.08498798905153,1.02984423278658
ACYP2,102.4050346,0.097236212,0.916452501,158.5220927,2.053716156,0.028203269,25.12101907,1.083960681,0.296225408,14.1,0.028538839,1,1.08396068077065,1.29107505762687
PCDHAC1,90.9965716,1.083946765,0.153272553,323.225433,3.036942166,1,87.79779513,0.758274991,0.288992866,8.99,0.174141245,1,1.08394676530367,2.00225730553418
APLP2,19.76105568,-0.337753295,0.741743787,107.6610006,1.083748766,0.145278661,171.2032875,1.656496267,1,6.43,0.376782015,1,1.08374876631449,1.01514280075067
NFKBIB,70.80738693,-0.209363854,0.804833601,110.525773,1.083675933,0.278976141,27.72788525,1.386058309,0.130679169,10.2,0.116478343,1,1.08367593299665,0.899944888801861
ANKRD61,49.40600097,0.061052711,0.947426615,131.5079432,1.417218947,0.09846643,104.581971,1.083620948,0.215476098,11.3,0.079535451,1,1.08362094813702,0.959344146276501
C9orf152,150.815578,1.083281198,1,45.22257971,-2.294256377,0.009687622,207.3176441,2.240618464,1,13.4,0.037105839,1,1.08328119820054,1.23239858005197
SLC30A2,126.0019654,1.083215993,0.187598443,419.1310211,4.365983847,1,19.58157708,0.150122324,0.876814225,5.21,0.517175078,1,1.08321599288179,2.99086899929737
KRTAP4-2,16.40960726,1.53616996,0.133093542,241.1888312,1.082627385,0.178242885,31.75494054,-0.494991423,0.597639086,12.3,0.055601202,1,1.08262738549299,0.93299111435201
FCGR1B,37.68201099,-1.687768288,0.039159997,214.0976357,1.082289181,0.312073444,239.2318309,1.165504814,0.105747166,19.2,0.003838865,1,1.08228918090356,0.63874324692981
ALCAM,119.4837517,0.607544198,0.464659445,309.1898224,1.082195689,0.26678602,313.5425383,1.876994532,0.028808909,16.3,0.012231191,1,1.08219568948841,1.28570010963203
IFT46,62.42895356,0.574883644,0.549108454,300.3880393,1.082166076,0.1552749,122.4765215,1.419417621,0.104912089,13.6,0.034437928,1,1.08216607591815,1.06615693956763
RGS6,43.72933225,0.413490095,0.669071577,39.84710797,1.366339974,0.123987329,92.25094178,1.081913314,1,7.18,0.304521358,1,1.08191331362433,1.00645418324047
C9orf89,78.4367567,1.441003535,0.13464532,257.3606985,1.08156303,0.180160279,33.87466817,-1.218877003,0.166767447,15.9,0.014300892,1,1.08156302972892,0.81038587619564
KIAA1328,64.21547028,-0.195124582,0.83765648,15.26917356,1.081471811,1,545.7156426,2.312929091,0.011970105,13.3,0.038511715,1,1.08147181132092,1.40755221140743
NUPL2,255.502681,1.453580222,0.069206093,7.720569293,-2.927677678,0.004660396,146.7066346,1.080962963,0.196393691,27.9,9.81e-05,1,1.08096296272135,0.732845876418382
DTWD2,229.0842681,0.533090137,0.517066058,25.00438741,1.953730685,0.055516746,63.44391988,1.08096237,0.270327559,14,0.029636164,1,1.08096236976357,1.30960726204383
ETNPPL,213.336425,2.089158983,0.00779734,87.57488948,0.826409722,0.255555197,51.33923899,1.08073656,0.209811452,22.4,0.001024471,1,1.08073655998386,1.44066560684434
CD163,213.9542199,1.314856613,0.152891264,172.3766122,1.080712029,0.223384527,22.67681633,-0.351196961,0.701736481,10.8,0.094757868,1,1.08071202936992,0.844463098790165
ZC3H10,117.4417568,0.949301354,0.329849449,86.39228849,1.108507746,0.229608782,77.26707773,1.080569267,1,7.45,0.281226569,1,1.08056926741542,1.04777865171842
PHIP,24.84013083,0.03806984,0.968960367,147.361373,1.080460503,0.230758412,108.4629095,1.776895358,1,4.32,0.633457825,1,1.08046050314564,1.130563996645
RSPO2,153.9540613,1.651888839,0.06742039,178.5796307,0.609570454,0.458869928,292.8642028,1.080242509,0.210100738,14.5,0.024523209,1,1.08024250895924,1.17688532418542
KRTAP5-10,230.0487117,1.080237218,0.138606983,48.86537811,0.600039096,0.5374902,288.9332966,1.743220574,0.032372489,17.4,0.007920322,1,1.08023721796667,1.21784244150892
ACKR3,104.9252706,2.987948683,1,124.9836051,-0.00748581,0.993069625,228.8408698,1.080111478,0.158115063,5.34,0.501001761,1,1.08011147783113,1.88002925919197
ULK1,97.7172025,1.31858085,0.156121431,216.8650713,1.079750511,0.219191261,171.3838752,-0.307396644,0.667898765,10.9,0.09151666,1,1.07975051093586,0.852258733982985
IFT20,147.2503712,2.091662052,1,258.6793552,0.194083345,0.801832885,274.8775139,1.079625271,0.215732547,5.06,0.536141053,1,1.07962527055116,1.32574569669767
TMED9,222.1475727,1.860018002,0.035473814,23.59181963,0.47370482,0.632638517,107.4219184,1.079504025,1,11,0.088376432,1,1.07950402464567,1.24936490248403
SUN1,124.2952271,0.625009303,0.446755825,318.8948957,2.142687613,0.013888811,18.67559078,1.079378334,1,14.7,0.022722869,1,1.07937833378213,1.42781804199129
KBTBD13,132.3001881,0.855372207,0.277396326,176.9139994,1.079078953,0.161125617,266.8515175,2.030031191,1,8.97,0.175272293,1,1.07907895307356,1.41612796863396
STAB1,17.87461469,-1.627971844,0.109197522,193.4748541,1.078809878,0.283792721,364.0738699,1.595520406,0.125137383,16,0.013753968,1,1.07880987784773,0.863375709122755
CEP76,13.66871558,-3.173103832,0.001070132,172.4044026,1.07858152,1,331.1226439,1.65986857,1,19.7,0.003131139,1,1.0785815197752,0.843368183424748
PODN,99.31489554,0.753255399,0.38024881,18.57208812,1.078499977,0.262392613,133.0909958,1.353261873,0.094514392,13.5,0.035748418,1,1.07849997655315,1.08232164512155
ARHGAP15,525.6355421,1.078451782,0.131458248,125.1968608,0.697397388,0.439997528,185.0526589,1.124549929,0.141595682,13.9,0.030773387,1,1.07845178187325,0.97909383511101
FAM83E,104.5765159,1.078434366,1,29.94493201,-1.035659756,0.29292207,144.9175355,1.564003915,0.103326901,10.1,0.12050348,1,1.07843436617007,0.889153891115546
PRCC,196.7641196,1.078391256,0.180807094,135.9220477,2.504291769,1,22.38174428,-1.864710572,0.054517496,13.3,0.038511715,1,1.07839125572485,1.42581121544638
DENND1C,65.24264877,1.078230056,0.186141385,405.708587,1.571696613,0.046987843,70.17057842,1.040683649,0.326090794,16.9,0.009657871,1,1.07823005628617,1.25120143185479
TPPP2,214.2755248,1.077970842,1,138.7028847,1.444848876,1,30.62874066,0.337868386,0.712233236,0.979,0.986395871,1,1.07797084248611,1.02320699178334
MGST1,265.2522822,2.44221448,1,51.45914692,1.07780776,0.206351574,78.53926155,0.928837915,0.339163991,7.67,0.263290344,1,1.07780776040563,1.65524818165518
GSTO1,130.6741439,1.077640086,0.20201083,96.20870858,1.302514667,0.16229384,55.11180311,0.310769724,1,9.86,0.130672884,1,1.07764008607392,0.95544537532584
PCDH11X,164.9273976,0.197558112,0.823396337,379.6099701,1.077638764,0.192124516,96.1444785,1.594069358,0.055684261,13.7,0.033172882,1,1.07763876370892,1.06495909938252
SP3,72.45828544,0.553444562,1,83.82728516,1.519722929,0.089049002,95.3777005,1.077434896,0.178985902,11.9,0.064237226,1,1.07743489553698,1.10326843440127
TEAD4,282.4066963,1.266060088,0.101759094,320.9454439,1.077346904,0.233160076,156.4368838,0.452660905,0.502243454,12.8,0.046324217,1,1.0773469040218,0.971774119212207
GEMIN8,179.9759577,2.698829025,0.005162563,33.57262104,0.410065706,0.648863102,182.1501666,1.07730476,0.256659331,20.4,0.002349908,1,1.07730476000517,1.72706130350955
SNTG2,163.7914652,1.077215298,0.183163482,108.0189592,1.320049779,1,57.30724973,-0.298228891,0.71510916,5.87,0.437909366,1,1.0772152981692,0.853318876525768
TAAR5,124.7793505,1.0772077,0.185961781,79.48578166,-0.536942364,0.555330329,102.1303316,1.096442944,0.239107332,10.7,0.098102735,1,1.07720769978442,0.7188027231485
NAT8B,60.61471762,1.077154112,0.205403678,75.74803428,1.09003064,0.294565791,63.60078006,-1.567056376,0.097211497,14.8,0.021870624,1,1.07715411209948,0.609172436544474
SLCO1A2,369.8830551,1.572713707,1,27.70189041,-0.486653478,0.62238955,83.48859319,1.076629614,0.275217482,5.09,0.532322929,1,1.07662961447207,0.950448235301659
GTF2E2,104.711833,2.411701346,0.006528777,11.62615956,0.458972626,0.66780271,125.113909,1.076580271,0.240752202,19.8,0.003005714,1,1.07658027051763,1.55329629108316
POLR2J3,12.30458902,1.076362727,0.302284693,32.79963722,-0.081436547,0.92830806,153.2171655,2.09044621,0.007633182,17.7,0.007027318,1,1.07636272673613,1.28542723031858
ARF3,751.4484797,1.935892896,0.015595481,48.51795414,-0.97743304,0.235197654,200.560059,1.076235767,0.164167226,21.4,0.001554361,1,1.07623576694128,1.10267124755104
PRSS48,478.8441905,1.52570199,0.038393516,222.5898168,1.076145286,1,197.5820213,0.481912412,0.489656507,11.5,0.074099115,1,1.07614528562589,1.08955616525611
CRLS1,40.98951822,-1.636659003,0.04583843,157.0652501,2.886678626,1,135.6732507,1.075855167,0.129375855,14.8,0.021870624,1,1.07585516682209,1.71152870562803
DACT3,16.45438272,-0.678065347,0.534167716,128.7894685,1.695334615,0.049062253,248.019327,1.075760949,0.245527748,14.6,0.023606702,1,1.07576094871288,0.99309615574347
GCNT1,83.21352823,1.075710674,0.274292322,209.0075945,0.40704537,0.640473301,210.42465,1.462511275,1,5.02,0.541250537,1,1.07571067380929,1.04488464151847
DEFB106A,104.4581759,2.297615957,0.020176091,97.60102113,1.075107223,0.211589798,12.83768539,-0.36504586,0.705457893,16.8,0.010047072,1,1.07510722309133,1.37846896884305
PDZD3,639.331752,2.168873386,0.006917458,14.95165307,-1.807662759,0.082192976,86.2831798,1.075105838,0.24706874,25.6,0.000264261,1,1.07510583830616,1.19938463932694
SFTA2,104.0837543,0.791468339,0.414001532,83.54667802,2.546190949,1,73.16999094,1.075019967,0.204408439,7.13,0.308992116,1,1.07501996672228,1.68981910284087
RFPL2,132.78943,0.286447432,0.705324575,89.73035385,2.559087698,0.009751096,142.6420069,1.074654984,0.19364508,19.1,0.00399804,1,1.07465498355992,1.61967915551217
PSMC1,28.84168828,1.160207582,0.27413307,242.2463236,1.074348201,0.182816025,9.607793943,-1.979675917,0.03362201,18.4,0.005306589,1,1.07434820148155,0.614855284214223
NT5DC1,224.1378213,2.920352031,0.004536293,114.9077627,0.48222972,0.636636244,64.27235089,1.074286957,0.1831557,21.8,0.001316164,1,1.07428695724586,1.88399743329001
ENPP7,178.2007483,0.214107664,1,23.8477645,1.073796755,0.260250695,258.9413552,1.544383828,1,3.88,0.692911705,1,1.07379675516216,1.04305202249924
RPS4Y1,111.9102763,1.073670697,0.246537212,41.95264002,-0.852071057,0.342590758,778.3608927,2.718590877,1,7.13,0.308992116,1,1.07367069732901,1.62309687394864
TMEM201,68.57926198,1.073414665,0.222702742,38.56859561,-0.230345111,0.814884316,229.1952753,1.901951773,0.011991399,17.7,0.007027318,1,1.07341466462658,1.15791116698108
RNF19B,40.72113301,1.073412567,0.197398541,43.38991056,1.395399447,1,65.6652195,-0.412790579,0.666626154,5.85,0.440201406,1,1.07341256659476,0.870841569764797
BTN1A1,43.73671139,0.098650455,0.913996052,128.9066404,1.271278722,0.11476757,61.02628595,1.073347565,0.209211426,11,0.088376432,1,1.07334756455602,0.897585323056907
DGAT1,97.50191892,0.775019852,0.392026891,83.28372613,1.258237375,1,37.55867206,1.07306094,1,2.7,0.8454473,1,1.07306093979759,1.04896598987922
POLD1,21.32031345,-1.94365708,0.021475094,169.8778257,1.64836969,0.089935233,64.78435158,1.07287032,0.273439935,21.8,0.001316164,1,1.07287032010876,0.874039665263324
KIAA2013,238.8506639,0.528456708,0.555845836,148.5728375,1.072808039,1,373.8542585,1.866220264,0.022234493,12.7,0.048055197,1,1.07280803939546,1.26136447360074
RING1,67.42234889,1.072543681,0.235217459,81.44646285,1.591473143,1,82.52424506,-0.221419283,0.810376845,4.78,0.572323587,1,1.07254368097373,0.99383822669555
WDR11,173.5483813,1.07241316,0.175816649,99.49562757,0.606970861,0.457297531,480.0248472,3.081787991,1,7.27,0.296597967,1,1.07241315957708,2.01109445515204
CCDC74B,466.8238603,1.837888849,0.04597749,63.6484191,1.072201633,1,15.7970857,0.981148838,0.319267923,12.2,0.057652915,1,1.07220163341316,1.35078794786714
KIAA1704,352.4578505,1.965498907,0.029235332,99.91318584,1.072125316,0.257094102,43.96154328,0.649428426,0.444085931,16.5,0.011307597,1,1.07212531577731,1.33657903201403
EXOSC3,80.18415579,1.072082546,0.156778214,21.66789011,0.000405246,0.999686963,282.9549688,1.270413893,0.11237915,11.7,0.069005984,1,1.07208254607815,0.87841268515262
SMC2,102.7878149,1.703426039,0.063671248,27.26713418,1.071938352,0.308038872,15.87656264,-2.437228838,0.00541834,26.4,0.000187503,1,1.07193835183835,0.885868024824161
KLHL29,76.43435949,1.071817714,0.250588376,83.49008651,1.667572557,1,142.2153901,0.163209386,0.851773189,4.46,0.614680894,1,1.07181771434728,1.09280546733231
PRRT4,9.609010765,-1.981110784,0.043726259,358.3044252,1.396409644,0.126988406,154.274553,1.071603361,0.265765125,18.8,0.004515079,1,1.07160336128379,0.733359862125961
TNFRSF19,66.73470322,1.193069083,0.212442729,44.62510589,-2.684919316,0.001716966,85.48803399,1.071564977,0.161362855,28.1,9e-05,1,1.07156497746672,0.598875962200166
KIAA0196,228.6901764,1.071302483,0.24599281,283.3685544,2.752967333,1,38.75869373,-1.505580515,0.119590431,10.2,0.116478343,1,1.07130248307066,1.61581490763406
DEAF1,96.04295018,0.273157693,0.717788738,256.2568851,1.071254577,0.242149258,423.9262217,1.670143597,0.061450343,13.1,0.04147514,1,1.07125457699064,1.11373882149512
BTC,183.1958801,1.489059682,1,184.0823588,-0.157792158,0.833760061,189.6827682,1.071070552,0.153620569,5.93,0.431077104,1,1.07107055220806,0.952196182711498
SLC25A36,70.10146956,0.684109698,0.412324523,236.1515206,1.701677532,0.037660958,97.701283,1.070889677,0.236768705,16.2,0.012719808,1,1.07088967690336,1.21417211751373
SLC16A7,12.81194842,1.300731847,0.201538247,24.69782218,-0.262029441,0.762598119,28.26994349,1.070823482,0.269506112,9.19,0.163171196,1,1.07082348246861,0.847485002984788
UBASH3B,176.3701752,0.691766039,0.402059251,56.20728084,1.070687943,0.272797712,370.2002108,1.157537549,0.189771733,11.2,0.082388404,1,1.07068794256922,0.987068027451241
NMRK2,117.7735711,1.070685189,0.161356253,70.02638215,-0.411476478,0.659771101,594.5656382,2.162189753,0.002337273,23.9,0.000544844,1,1.07068518897976,1.28850056909955
DHFRL1,201.5557808,1.070513738,0.181383118,153.1317338,1.586980072,0.078203055,86.08484251,0.960739305,0.25873564,16.2,0.012719808,1,1.07051373766751,1.23280122867421
BEND6,137.004465,1.070048204,0.194494667,105.6600754,0.049330347,0.95044578,158.982061,1.485891783,0.118807369,11,0.088376432,1,1.07004820440704,0.984331848127234
KRT19,44.76501934,1.069669609,0.323496179,47.05977206,1.112526204,0.246763275,40.35395951,0.439253219,1,7.29,0.294858801,1,1.0696696088825,0.904861504878005
FSTL5,235.3821021,0.831795211,0.283215745,442.5087536,1.402788832,0.078003754,39.51098426,1.069552585,0.22799979,15.3,0.018047428,1,1.06955258471997,1.12052963107566
LGALS4,65.01760628,-0.507749502,0.610402127,208.9152788,1.069504836,0.296468964,362.6941333,1.981612347,0.036336812,14.5,0.024523209,1,1.06950483632935,1.17021858475943
SKAP1,44.24633747,0.428994988,0.646078839,296.7377852,1.996960982,0.02564867,178.5149492,1.069437563,0.288756153,15.4,0.017363658,1,1.06943756339362,1.30965998804036
IL17D,41.74543903,1.144132108,1,6.823738044,-2.126815735,0.054154896,77.09294361,1.06924943,0.149737838,13.9,0.030773387,1,1.0692494298406,0.596914607733839
GFRA2,54.84835599,1.069004538,1,552.9267361,1.724396847,0.018410088,185.8508436,0.27297338,0.69503725,12.6,0.049846493,1,1.06900453835239,1.13984060895948
RABAC1,327.9624821,1.069001932,0.19147788,200.021604,1.478933316,0.040902617,252.2901959,0.690626382,0.460408835,16.2,0.012719808,1,1.06900193196756,1.11534208981411
H6PD,240.318308,1.10985671,0.120537529,130.7976903,1.068741111,0.271455289,18.15493701,-2.533679951,0.014472372,22.1,0.00116137,1,1.06874111141304,0.561869276898116
KCNG1,112.2510011,1.068734576,0.173286289,115.2934235,0.869807313,0.362333293,388.1878078,1.812894115,0.033153037,17.8,0.006751934,1,1.06873457616484,1.31004447724747
RNH1,121.6939855,1.068659905,0.189866251,48.80380045,-0.463954598,0.533065057,131.4474026,1.347130233,0.084758566,13.7,0.033172882,1,1.06865990512796,0.839028663774484
RNF157,30.70123364,1.137144104,0.265869716,51.02202325,0.050829139,0.959168103,127.1076553,1.068655163,0.26530921,7.77,0.255442645,1,1.06865516314466,0.829927829410944
SSU72,137.9354634,1.068570109,0.168694818,54.77544634,1.230308179,1,59.2718668,-0.71134054,0.451642944,7.43,0.282903366,1,1.06857010868612,0.75254222846322
NIPSNAP1,111.6432761,1.068458548,0.217977296,97.67741406,-0.604299829,0.431936581,205.896298,1.624034341,1,6.82,0.337814885,1,1.06845854836774,0.960348542584391
DNAH14,68.57880647,1.446917379,1,39.8941946,1.031145909,0.247569965,207.2114637,1.068223983,0.154284124,9.42,0.151298723,1,1.06822398347261,1.19466418123575
PPP1R17,61.42375229,1.068214462,0.229996114,221.0760672,1.16144313,0.164374064,166.7770783,0.709644759,0.441234207,11.8,0.066582206,1,1.06821446181991,0.992538511270059
IDO1,77.47244674,0.10105838,0.906962771,149.1865296,1.068119972,1,80.49491025,1.285217619,0.19692158,4.97,0.547666581,1,1.06811997192748,0.902124389502312
ROPN1B,35.18140279,1.27420412,1,67.00803817,1.021066544,0.306443614,28.79940282,1.068097399,0.294798886,6.94,0.326431654,1,1.0680973986694,1.12537309816146
LDLRAD4,71.49213987,1.91998664,1,79.71838652,1.067952183,0.222711991,213.0404087,0.272990444,0.696954362,5.38,0.496077299,1,1.06795218285703,1.24061166134922
COQ7,63.21799803,1.067934608,0.280418082,20.94752737,-0.372007275,1,83.84559517,1.615996931,0.070210862,11.3,0.079535451,1,1.0679346077322,0.984132373771676
DHCR24,292.9568579,1.788652715,0.03230977,193.7070448,0.736943321,0.363183737,17.57767066,1.067643155,0.285603228,16.4,0.011760666,1,1.06764315473442,1.26655036725193
ICAM1,245.6169121,1.119299204,0.159736972,39.05760317,-1.397589167,1,124.1859511,1.067587868,0.266966311,9.1,0.168031759,1,1.06758786800116,0.631617527949322
DCTD,302.3894012,1.067532287,1,191.6648485,1.639617503,1,116.9829302,0.83025679,1,0,1,1,1.06753228682149,1.22026376395633
BAGE,660.073961,2.660973982,1,183.8289476,1.067155922,0.166361019,89.88878411,0.155037379,0.829896541,5.71,0.456447159,1,1.06715592157741,1.66802046509529
CIDEA,551.3881757,1.6534469,1,26.78403031,1.067123697,1,174.0262262,0.964764839,0.191037249,4.78,0.572323587,1,1.06712369728568,1.26159916243413
OIT3,34.56879448,0.394026575,0.685354045,171.8017271,1.527052348,0.093390344,237.2864578,1.066599018,0.199628757,12.6,0.049846493,1,1.06659901750286,1.06821447120467
