Supplementary Table 6. Normalized screen data and DeSEQ2 output. ,,,,,,,,,,,,,,
Gene,baseMean1,Log2_FC1,pval1,baseMean2,Log2_FC2,pval2,baseMean3,Log2_FC3,pval3,chi,combined_p,combined_q,Meidan_Log2_FC,Combined_mean_Log2_FC
TNNC1,79.6565525,0.574416485,0.526739753,91.50146102,1.813499017,0.05149489,121.5887408,0.718381922,0.404877694,13,0.043035947,1,0.718381922343438,1.14825041979059
CREB3,68.00067053,0.718164812,0.43016527,45.66198258,0.512663465,1,62.09153922,1.461808534,0.124797205,8.44,0.207606595,1,0.718164811996394,0.957618535419538
ADAM20,57.23283729,0.717997905,0.463798608,9.439809172,-0.351341617,0.731353425,724.8445399,2.728750738,0.00040668,25.6,0.000264261,1,0.717997905093892,1.59416097833529
AXIN2,158.1343221,0.717996416,0.464073694,12.33536285,-2.480309611,0.011118658,116.6616901,0.941798363,0.270878553,19,0.004163633,1,0.717996416141856,0.320012165954419
MS4A13,299.6016349,0.717948022,0.374745006,68.68400614,1.08635247,0.2344818,69.5636401,0.270332285,1,7.02,0.319001572,1,0.717948022060462,0.729528576649469
GPR124,66.90070893,0.717937935,1,165.4935045,3.023716501,1,50.51239083,0.53288453,0.580712025,1.57,0.954709849,1,0.717937935003032,1.90358433055279
ITGB1BP1,70.44196704,0.93352887,0.258713385,190.0559648,0.717819587,0.413651207,27.9977995,-2.625559338,0.005039283,21.7,0.001372124,1,0.717819586797866,0.309051441331995
ADAM28,89.82323372,0.717592997,0.408860503,66.63845574,-0.833556112,0.304380626,122.6282255,1.189885949,0.19824471,10.7,0.098102735,1,0.717592997212207,0.580765403319275
SPN,38.18135037,0.71758506,1,21.92230222,-1.542364109,0.080722135,153.1162658,1.029764926,1,7.26,0.297470489,1,0.717585059509012,0.425617228780845
GALNT8,63.39216104,0.71723361,0.446689336,339.3700059,0.812941352,0.272472702,200.4523974,0.040451049,0.955771719,6.21,0.400081801,1,0.717233610473121,0.562100382275753
NEDD8-MDP1,32.45460285,0.716847513,1,80.8659588,0.727144964,0.367724727,93.04133717,-0.851878293,0.352438916,5.9,0.434484984,1,0.71684751320646,0.361023247951979
REXO2,230.2788724,1.840124561,1,54.84474371,-0.092227705,0.920006283,297.9217184,0.716767502,0.426288136,2.7,0.8454473,1,0.716767501772743,1.03843103569346
OR51G2,13.00478847,-3.622026725,0.00078557,257.2130199,0.716474767,0.401530405,402.8218619,2.090637607,1,23.3,0.000701982,1,0.716474766791214,0.996086074022587
ADAMTS18,42.98826599,0.716394996,0.446076737,19.60656261,0.766681085,0.455022896,137.7771655,-0.253069597,0.741167176,5.47,0.485090004,1,0.716394995568605,0.479758858890504
PLD6,164.5906724,0.716181887,0.312429697,63.0251128,-0.179395683,0.83443961,60.07619996,1.161404933,0.20684317,8.43,0.208261854,1,0.716181886775235,0.6668028631711
NUDT12,42.24638291,0.715671745,0.49949913,230.7167345,1.305133376,1,23.5599154,-1.105893239,0.228231182,6.27,0.393634166,1,0.715671745112973,0.60973231299183
NGF,205.3356851,0.644266259,1,147.1625546,0.715659615,0.384289302,93.63512967,1.739424444,0.092789802,9.62,0.141593913,1,0.715659615428344,1.1252537668563
AQP6,71.72971011,-2.575571453,0.002464949,50.36962347,0.715585081,0.426683357,385.8102321,2.784894787,1,19.8,0.003005714,1,0.715585080654447,1.5363465171728
RPS6KL1,85.2683232,0.715528548,0.414623544,385.0693689,2.944467574,1,153.9437772,0.417438229,0.652572889,3.77,0.707768241,1,0.715528548239227,1.83127636307036
CHGA,97.96243194,0.175543263,0.839440598,103.9340736,0.715514037,0.390288233,569.5244222,1.887234804,0.00591961,18,0.006232195,1,0.715514037006278,1.10896217297444
G6PC2,40.00584865,0.71537161,0.419255076,50.89359187,0.291874842,0.762958048,104.8053026,1.388000493,0.074951104,10.8,0.094757868,1,0.715371610310496,0.870080145832288
RSPO1,91.63612208,0.047807657,0.958184718,549.429416,2.437414401,1,104.5508509,0.715200944,0.327294434,3.35,0.763807636,1,0.71520094396184,1.43155264063435
CPPED1,40.7629965,-2.915561923,0.001677528,349.3301156,1.19193595,0.235970395,178.3932435,0.715193853,0.474610891,24.8,0.000371826,1,0.715193852993872,0.436101129335911
USP17L26,148.7414252,0.343676016,0.616438966,78.13948628,1.29582366,0.064258993,55.84424587,0.715147553,0.318325152,12.6,0.049846493,1,0.715147552945407,0.838832997996111
KIAA1244,35.10047234,0.08913552,0.927453061,68.61509273,0.715020178,0.437353964,237.2494482,2.524537742,0.003425001,19,0.004163633,1,0.715020178079937,1.49554665130135
ZC3HAV1,154.3891358,1.333732195,0.117545422,100.9579622,0.381041633,0.693025396,55.89275034,0.714998137,0.428829268,9.68,0.138790938,1,0.714998137315033,0.865074646932797
TCEA2,78.12173419,-0.455943779,0.640998405,107.3681067,2.265337123,0.0054137,152.5363534,0.714840469,0.410846765,18.9,0.004335893,1,0.714840468809788,1.25861988802329
ZMYND11,59.79424663,0.714705466,0.405418238,61.43463768,0.231940779,0.79850998,24.0551199,1.761770827,1,3.25,0.776878094,1,0.714705466026574,1.04886461798948
AP3S1,10.50060057,1.778430747,0.071520328,59.2409354,-1.98659318,0.022745933,167.6589759,0.714666956,0.394976975,21.2,0.001688807,1,0.714666955810807,0.827539028093876
KMO,98.44486816,0.714604571,0.382270658,128.7376097,1.565317789,0.072287971,98.58758497,0.344780062,0.696849438,11.4,0.076773177,1,0.714604571107637,0.968500624714339
C10orf107,208.6227823,1.083338565,0.19367891,137.4275303,0.71459944,0.436470548,44.9650392,0.040293289,0.961402228,7.24,0.299221418,1,0.714599439854213,0.674546299616006
ENKD1,48.41873551,2.12837327,0.045322071,220.2963095,0.714590481,0.44569805,45.9111662,-0.90469561,0.309788163,14.6,0.023606702,1,0.714590481136079,1.12596067090955
PLCZ1,132.8731504,0.92636205,0.330744774,39.87652682,0.714503383,0.463748695,25.87110399,-0.181938533,0.862941915,5.83,0.442500705,1,0.714503383115078,0.560034566542697
WBSCR16,126.5464916,0.714491645,0.336443756,36.70924635,-0.546090056,0.537883863,120.0943639,0.724760757,0.467659427,7.13,0.308992116,1,0.714491644745488,0.407227726105202
LIAS,22.67789935,-0.544347507,0.515189967,47.86173409,0.908739879,0.399466078,228.382131,0.714474298,0.443599508,6.91,0.329250662,1,0.714474298364686,0.48679728917989
LLGL1,114.2148297,0.714135537,0.382230228,77.82022679,0.742798856,0.436493858,169.185365,0.290383377,0.680842914,6.28,0.39256632,1,0.71413553656611,0.596739372026852
KCTD16,233.300894,0.714079597,0.365192432,8.875615696,0.554967583,0.587131353,155.5135224,1.231403531,0.109085318,10.8,0.094757868,1,0.714079597034374,0.863284320221573
TMEM136,47.26266129,-1.895926736,0.036296035,75.20719361,0.858691126,0.290211932,81.02192009,0.714063658,0.487143633,15.2,0.01875692,1,0.714063657509298,0.311313812487161
ZNF692,30.22283769,0.71406313,0.442556996,113.8845416,0.7854021,0.286800783,86.75864661,-0.201678016,0.819233053,6.53,0.366503889,1,0.714063130480228,0.496898217801359
USP6,58.27284102,0.29259572,0.761019578,31.70788227,0.714060351,1,294.4969645,1.135666298,0.262100764,4.65,0.589420266,1,0.714060350966792,0.754875147976072
SGMS2,62.50699958,-0.198782021,0.820653868,135.0699414,0.714049518,0.410610285,362.1654996,0.847624281,0.263912337,6.98,0.322700753,1,0.714049518209394,0.523134721150378
ASB10,182.306072,0.713907494,0.395568919,149.3362879,1.781874461,0.054968345,20.09806427,-1.509584699,0.115447774,17.3,0.008241688,1,0.713907494161898,0.856037429430341
NRXN2,150.0801827,0.227624353,0.790564216,51.42307015,0.713886918,0.404407722,105.7839884,0.9207344159999999,0.310718202,6.66,0.353437226,1,0.713886918101558,0.64898728108524
COPE,106.4750225,0.713839487,1,42.44742731,-1.954639995,0.027040391,122.9243085,1.278071678,0.192116792,15.2,0.01875692,1,0.713839486621739,0.527168653425026
HMGCL,54.42811652,-0.15450508,0.854259123,66.45943943,1.300994624,0.153608875,127.105121,0.713838932,0.460433388,8.1,0.230868242,1,0.713838932043775,0.737712773091311
GUCY2D,72.44978714,0.592202988,0.56001522,557.2585785,1.019722844,0.149803697,56.392904,0.713807158,0.448832977,9.46,0.149312556,1,0.713807157672589,0.786652952485693
NUCB2,101.9154106,2.021385199,1,54.47727768,0.71369614,0.431698695,49.3716708,-1.087611579,0.284606572,6.05,0.417612437,1,0.71369614012119,1.04037207377766
EXO1,220.9962577,-0.583059407,0.462616167,1037.602789,2.175294254,0.015327687,75.90907094,0.713687263,0.476832452,16.4,0.011760666,1,0.713687263266842,1.1857218912555
CCL3,38.23146598,0.713586795,0.47535897,51.25286502,2.141096742,0.037527948,141.0399676,0.67333999,0.496200144,13.6,0.034437928,1,0.713586794637316,1.34966896590625
MS4A6E,347.7920246,1.713317734,0.056865753,107.9725829,0.713487185,0.385648445,60.94620923,-1.293136223,0.133743652,16.8,0.010047072,1,0.713487185364667,0.828351675737405
ANKRA2,172.1272729,0.71313608,1,58.37168955,-0.354604703,0.703275589,244.0403496,1.538174765,0.100324894,7.65,0.264882626,1,0.713136079570668,0.828013022986493
NEIL3,41.2498778,0.713019297,0.502062293,94.80522248,-0.794184889,0.328802587,67.63014619,1.200321911,0.209740843,9.7,0.137867514,1,0.713019297190366,0.5893830078116
DOK3,138.1908035,0.712812891,0.407115851,107.5923518,2.886986919,0.001722393,101.0269919,0.159433393,0.826340295,21.5,0.001491126,1,0.712812891024809,1.75888363604511
SLC30A4,213.0096337,0.712773136,1,203.3872725,1.922504894,0.019982452,107.9779024,0.343254784,0.657408332,12.5,0.051699975,1,0.71277313633651,1.15884834208447
PLA2G2A,23.22041802,-1.521209873,0.112140599,368.674979,0.712772484,0.310685877,84.75107436,0.923161331,0.309683174,13.1,0.04147514,1,0.712772484235761,0.37243594916034
ISG15,69.3183628,1.010534906,0.287281527,61.52202608,-1.245450474,0.174571055,430.2662889,0.712666921,0.423861693,11.1,0.085334546,1,0.712666920713863,0.441931348029647
RAB38,106.5041626,0.810663334,0.345733224,106.475694,0.712665929,0.459229312,22.42929303,-0.537910054,0.582695716,6.87,0.333037127,1,0.712665928520245,0.444177739832034
HIATL1,308.3729176,0.712653684,1,26.15369937,-0.011474508,0.989958801,14.32483861,1.351395173,1,0.0291,0.999999492,1,0.712653683610811,0.788680531981378
HSD17B12,81.34459191,0.712602302,0.451988677,22.41621886,0.230085747,0.802313778,327.840591,1.914553165,0.013555921,15.3,0.018047428,1,0.712602302316457,1.13348294680409
BDH1,405.4413811,1.508748458,0.084202005,6.692304483,-1.8866452,0.07025775,86.67957665,0.712588279,0.421988242,17.3,0.008241688,1,0.712588278916264,0.664424402323494
KIAA1211,140.0677889,-0.274380004,0.775731478,129.9126012,0.712564995,0.432093015,74.600361,0.776922902,0.414089592,5.7,0.457620884,1,0.712564994924854,0.478192817289598
OR8K1,348.459435,3.044319351,1,67.3085638,0.712520872,0.461202376,108.3001122,0.627791741,0.403147261,4.85,0.563190877,1,0.712520871673758,1.93022454793479
CKAP5,60.37868809,1.433468262,0.155086201,97.34652991,0.469079832,0.552725433,81.28351348,0.712394277,0.44128209,9.45,0.149806953,1,0.712394276563455,0.931985538275421
MFSD7,45.20670435,0.712291211,1,46.557405,-0.097313527,0.914433,220.2310444,1.516419872,0.060719144,8.34,0.214237088,1,0.712291210547193,0.85704636946591
MOBP,269.7372357,1.608581171,0.042040381,30.01419513,0.470791235,0.628074529,116.7093726,0.711996148,1,10.5,0.105114353,1,0.711996147960474,1.01755524426422
NLRP9,34.60789301,0.089647947,1,181.4605785,1.397513005,0.096791989,80.6717967,0.711969812,0.468472743,8.93,0.177553264,1,0.711969812332609,0.830963803151137
USP17L25,54.7328501,0.711858157,0.333049604,76.14235064,1.26756586,0.066803698,155.7595209,0.510670512,0.461825338,13.2,0.039967613,1,0.711858156543151,0.866624411772307
URB2,350.6224624,0.786871965,0.27432689,124.3959152,0.711486258,0.350905556,79.53586126,-0.06577036,0.942298,6.93,0.327369339,1,0.711486257622756,0.525485856081116
SPTLC1,345.014454,3.116305354,0.000943905,102.9022562,0.71137135,0.37728324,23.74154045,0.123730609,0.89707226,23.2,0.000732187,1,0.711371350426522,1.92581607700396
ADAT3,37.57848279,0.711233314,0.453887365,131.4886386,1.563759959,0.123707303,153.5424659,0.585718795,0.40864732,10.9,0.09151666,1,0.711233314398996,1.02247969798296
CT47A7,42.21097969,-0.186378106,0.808250282,38.66841171,1.304801111,1,166.2382536,0.711207117,0.306910519,4.02,0.673969733,1,0.711207116909258,0.733059049661554
SETBP1,180.7066542,1.337337231,0.159875873,82.24653587,-0.203966485,0.802313381,111.8496779,0.711167423,0.462999691,8.15,0.227318662,1,0.711167423388505,0.746207793713895
YDJC,506.1680212,0.711054264,0.321349184,72.47921809,0.427762679,0.65798912,289.9824428,0.768345905,0.358305829,7.44,0.282063999,1,0.711054264123068,0.643228687706676
ENC1,232.2270887,0.897920623,0.2507735,39.94885188,0.229039383,0.831550408,120.2120871,0.711012853,0.474650621,6.67,0.352445952,1,0.711012852992203,0.639196827304615
COX7A1,77.47947322,1.321239692,0.129550226,56.17922849,-1.663308195,0.048927644,617.1636651,0.71097586,0.307183742,18,0.006232195,1,0.710975859542597,0.569307246941548
BACH2,24.29449526,0.710792206,0.504954535,115.0081203,1.4471921,0.06993864,90.42026577,0.143701471,1,9.65,0.140186272,1,0.710792206424756,0.866105288801082
SCML2,139.3955198,-0.940851897,0.245571087,140.0038678,1.400867221,0.117050381,215.9947769,0.710537675,0.424108834,12.7,0.048055197,1,0.710537675242897,0.677453128441807
EYS,132.4257209,0.534919309,0.471325203,80.89793335,0.710275874,0.463057477,238.1811027,2.192776592,0.03046495,14.5,0.024523209,1,0.710275873586479,1.3517834782115
FAM81B,48.6067113,0.739796016,0.401421773,78.89538583,0.527025608,0.481402813,96.80388228,0.710176148,0.369933068,7.61,0.268090049,1,0.710176148325175,0.662022819286582
PFKL,240.7205194,0.710139811,0.319455267,97.29660166,1.053536443,1,11.40916046,-0.982412908,0.300748952,6.76,0.343613723,1,0.710139810772631,0.491496268270979
OR6K6,69.17224441,0.378090315,0.646643385,13.44698389,1.173312453,1,255.1206787,0.710121565,0.377449381,4.07,0.667203905,1,0.710121565017096,0.791008740155217
CRYGB,92.99278065,0.709916055,0.42849043,139.955267,0.20093569,0.773944037,48.63845669,0.923727718,0.326072961,6.42,0.377820631,1,0.709916054557036,0.642212695581288
GSTM3,140.533639,1.717655826,1,10.96445047,0.70986297,0.487196426,36.16693769,-1.872255164,0.052608002,10.6,0.101553978,1,0.709862970117405,0.792941513408951
DDX5,48.73750206,0.026346562,0.976959213,42.90194714,0.709774111,0.36860287,66.64875136,0.853991378,0.368111671,5.83,0.442500705,1,0.709774110784571,0.572557440008921
NEURL4,45.07093864,0.709728404,0.454175816,339.224101,2.434248071,1,72.97714662,0.295700037,0.730852946,3.18,0.785939504,1,0.709728404227481,1.46254138266773
CHRNA9,83.65467968,0.709709196,0.421485912,353.5453628,2.479388285,1,21.3285521,0.522643944,0.634713364,3.8,0.703720353,1,0.709709195808104,1.52751573012634
OR7C1,20.14534333,0.709583389,0.491926425,288.5987807,2.698891346,1,23.53836575,-1.591940016,0.095961957,8.81,0.184548872,1,0.709583388788688,1.4957095733949
RAX,122.2923087,0.709543208,0.305982445,81.13476063,-0.487565118,0.585795685,109.8661964,1.33316674,0.079032976,12.3,0.055601202,1,0.709543207598703,0.698385997453141
DLL4,140.6226572,0.709533507,0.330373478,20.34455032,0.0528717,0.953814583,289.174951,1.345325831,0.066359337,11.2,0.082388404,1,0.70953350744362,0.797283834309894
RSU1,124.1952247,1.028899769,0.276480308,134.6558241,0.162914626,0.863000374,140.1743349,0.709501243,0.434665828,6.54,0.365486906,1,0.709501243366963,0.676644399476727
PTGS1,148.1466662,1.456584602,1,9.581299089,0.471499064,0.661391587,69.19588731,0.709274468,1,1.19,0.977375761,1,0.709274468185152,0.94263576325062
UGT1A1,161.3936714,2.784038408,0.00504603,96.65118068,0.2637543,0.713741306,70.22350134,0.70917305,0.343973235,19.3,0.003685867,1,0.709173050101243,1.69647501116704
TRPV4,230.4431998,1.927186944,0.034203638,91.18023605,0.709131835,0.455572803,221.7632008,-0.395227831,0.622506905,13.4,0.037105839,1,0.70913183520333,1.04691439173897
AIF1,122.5998905,0.301450036,1,93.64971739,0.709075004,0.426672722,182.6672886,1.275918929,0.088944737,9.44,0.150302778,1,0.709075004281695,0.817941959382235
FBXL22,15.35091014,0.70893867,0.470364423,62.0865752,0.72500871,0.459861194,186.1010512,0.136373136,0.864005513,4.84,0.564492212,1,0.70893867015371,0.548157181003405
TCF7,198.9747659,0.708637552,0.45058439,18.36273277,-2.240389737,0.038150031,218.7360092,1.49127887,1,11.7,0.069005984,1,0.708637552287962,0.634522010839485
KIF1B,74.18601895,0.708590182,0.470749164,770.3797061,2.635149782,1,22.5993915,-2.086550744,0.032849645,12,0.061968804,1,0.708590182115095,1.42975792587201
ZNF705D,50.8874823,1.243696631,0.209198619,13.33499901,-1.318729,0.166456008,39.46722796,0.708510343,1,9.69,0.138328548,1,0.708510342747206,0.553540437765613
NUDT16,251.5902134,0.708489827,0.347589333,95.30002406,0.291908154,0.7308248,129.0210425,1.091877637,0.183424193,8.85,0.182191367,1,0.708489826998257,0.734037944634728
ADAM22,110.021727,0.708462221,0.344475161,263.4226115,1.922774807,0.026061454,85.02968958,-1.159972464,0.132474279,19.4,0.003538815,1,0.708462220554123,0.969159332601922
FAM47C,32.19487761,-0.46037374,1,183.4698666,0.858708441,0.360543984,124.0920757,0.708336883,0.441550984,5.3,0.505951,1,0.708336883259646,0.476513573915088
DHX35,142.6729731,0.241291229,0.781876455,45.87286636,1.066273668,1,22.9149025,0.708155847,0.493163837,2.75,0.83950647,1,0.708155846952723,0.710696566801906
LCN1,131.2219203,0.708128695,0.430561531,48.2942384,-1.606822581,0.066761096,59.12699268,1.264952501,0.226945828,14.5,0.024523209,1,0.708128695051792,0.541084374766669
MSRA,77.177997,0.950110601,0.323446063,100.9381622,0.707959468,0.368209646,69.22471532,0.566286407,0.533688122,7.95,0.241789375,1,0.707959467931834,0.750240626288757
RPL15,73.24666013,0.707533542,0.415291048,51.88438263,-1.797236225,0.033018109,44.0549818,2.181575376,0.034730097,22.1,0.00116137,1,0.707533541668667,1.10595105926114
OR10G3,38.90170663,1.925670205,1,120.3360712,-0.134369705,1,38.17811166,0.707153654,0.473047778,2.16,0.904410804,1,0.707153653861347,1.08015296265127
EPPIN,94.22514387,0.706910029,0.483778786,27.88643686,-0.108807677,0.912835544,68.39539394,1.111294014,0.203152592,6.96,0.324562237,1,0.706910028639318,0.653840194090969
NAGA,65.68717085,-0.412564129,0.683244124,43.36466621,0.769726295,0.424500106,104.3362603,0.706637674,0.473942104,5.73,0.454104983,1,0.706637673663155,0.446513642631912
S100Z,32.12152416,-1.220480881,0.219363758,221.4890382,1.513794403,0.05221419,311.7237624,0.706608367,0.400814037,15.5,0.016704734,1,0.706608366871602,0.712728901400665
ADCK4,68.93083599,0.706577085,1,129.1327913,1.395154274,0.136338748,19.9412195,-3.355643398,0.000362356,28.6,7.24e-05,1,0.70657708549176,0.53929433331248
MYC,43.43720896,0.854290485,0.421244658,66.07796647,0.261304511,0.791118049,68.0862612,0.706499141,0.460415785,5.41,0.492400466,1,0.706499140918336,0.628624575237812
RECQL4,31.43338492,0.774326098,0.399964937,45.34174039,0.706293825,0.467925891,47.39767913,-1.27406891,1,4.84,0.564492212,1,0.706293825397028,0.324038695938631
FAM171B,35.45475274,-0.220105593,0.823697875,707.3979501,2.457983877,0.003382084,84.98800244,0.706188641,1,17,0.009283244,1,0.706188640790506,1.4122349456914
ADRB2,164.6451449,0.706153694,0.398232282,146.0350001,1.372738639,0.119568953,25.37876519,0.480150623,0.642476751,10.1,0.12050348,1,0.706153693557788,0.904568845651709
NOTO,209.1018785,0.706142603,0.487708608,46.54386298,1.812545391,0.098680913,16.38198401,0.092507733,0.932290505,8.96,0.175840172,1,0.706142603493229,1.04969418507413
FEV,68.24803369,0.706007608,0.45294705,146.3192808,1.089903912,0.168756296,68.27332126,-0.104317328,0.9131791,7.68,0.262497055,1,0.706007607573518,0.644664549956684
GPR137B,55.16520882,-0.998273989,1,195.0300844,1.613574344,0.064836207,86.76764999,0.705760607,0.430687316,10.3,0.112573695,1,0.70576060732476,0.791242691744026
DAO,130.4825829,2.568149249,0.010806043,63.94526567,0.705613821,0.432734757,64.95476939,-1.156058406,0.144250104,21.1,0.001760235,1,0.70561382112472,1.41684996689135
NPBWR1,12.36975619,0.70552835,0.504700851,32.58647441,0.498776109,0.625474682,260.9773643,2.214618199,0.009770338,16.7,0.010451386,1,0.705528350252409,1.35714719379335
KBTBD8,56.12791962,0.70551014,0.478056563,86.52819512,1.125170063,0.202756109,137.7400756,0.684649821,0.359633927,9.68,0.138790938,1,0.70551013978539,0.853145493972462
SP6,130.9411869,1.788962141,0.069368207,18.09977758,-0.649140832,0.524584043,227.9461922,0.705509373,0.455413547,11.8,0.066582206,1,0.705509373161847,0.932071841278482
RABEP2,11.34854445,0.705250373,0.519448169,260.9696969,1.609296166,0.113110378,12.85598356,-2.742301948,0.004666204,23.7,0.000592937,1,0.705250372930819,0.68733049315188
COMMD7,69.69149711,-0.766398031,1,51.76681982,1.776904933,0.034948228,140.6795617,0.70515425,0.443004918,12,0.061968804,1,0.705154249513936,0.912037753802168
TSGA13,37.23849521,0.704997239,0.361203522,75.56583684,2.318132775,0.021764159,16.11775765,0.189634234,0.849283099,14.5,0.024523209,1,0.704997238873505,1.37062553253494
PAK7,228.7479751,0.70497941,0.409398658,86.04069152,1.642464612,1,10.90432862,-0.275248642,0.795714017,3.24,0.778177265,1,0.704979410235001,0.894893146220388
ATG14,114.7864065,1.585931285,1,11.37780234,-1.932366559,0.055301215,59.02138162,0.70488494,0.497953886,10.4,0.10878665,1,0.704884939962766,0.70606012268779
USP45,88.63041285,0.704872544,0.451747664,72.78579683,-0.335487054,0.704271893,428.1230986,1.792448796,0.0394876,12.6,0.049846493,1,0.704872544421505,0.972457608836734
SURF4,69.44585262,0.554639149,0.570204462,121.1198391,1.084313656,0.25745696,234.0419193,0.704809555,1,5.54,0.476635406,1,0.704809555147057,0.798837770420841
AMOTL1,103.0752238,0.337589389,0.737496346,374.9791832,0.704751248,0.327910904,73.39322175,1.259117685,0.172142002,9.17,0.164240705,1,0.704751248418909,0.817486874151576
KIAA1217,44.59553573,-0.820233821,0.358116032,82.61793601,1.11433302,0.134919714,96.58249793,0.704717401,0.473366381,10.9,0.09151666,1,0.704717400555451,0.539737674248163
CD180,111.7373534,1.683654382,0.057373365,199.0182088,0.704532901,0.349570844,57.54196019,-2.338773969,0.019966518,22.6,0.000942136,1,0.7045329014509,0.748375792578188
LPHN3,238.206616,0.704511013,0.375743289,27.86272909,0.691734736,0.470707477,22.3762246,0.735755763,1,5,0.543813116,1,0.704511012771813,0.7107859042914
MOSPD1,295.9530562,0.704502572,0.39069401,176.8255343,-0.293382642,0.727533678,218.0263562,1.342050891,0.146431204,9.17,0.164240705,1,0.704502572482912,0.731381313742631
LELP1,252.6582295,2.170268483,1,81.00725003,0.704432018,0.385179762,55.76989555,-0.694230374,0.394336708,5.44,0.488737978,1,0.704432018152153,1.16962861912799
USP39,152.3597038,1.245302668,0.130902455,115.4262763,0.70433093,0.39848145,45.14022191,-0.267771091,0.777362503,9.25,0.159998714,1,0.704330929745613,0.687261840501377
PRKG1,313.389821,0.704318551,0.460379049,168.1658042,2.170313295,0.024832841,127.1227076,0.662787747,1,12.9,0.044651727,1,0.70431855091769,1.36246520733756
GPSM2,144.4623654,1.600457984,1,48.8381862,0.226852617,0.822235322,90.20997777,0.704305299,1,0.565,0.996955275,1,0.704305298741987,0.959036774952202
SLC6A8,33.77647847,1.358660532,1,7.490758705,-1.60207871,0.129452944,156.5145043,0.704032852,0.377354064,8.71,0.190556279,1,0.704032852061636,0.592293237119112
C3orf35,193.9650463,1.0075739,0.341566953,178.7732137,0.704013946,0.376034911,34.22800405,0.014253554,0.988674359,5.95,0.428814398,1,0.704013945762506,0.632109018309709
OPTC,87.74647744,-0.256042958,0.768626182,330.2671484,0.703898452,0.370443236,72.78075113,1.809219532,1,3.62,0.727941783,1,0.703898451595456,0.992963801717685
ID4,191.8459005,0.703721126,1,102.4149159,1.360584895,0.11518659,90.43607211,0.62522907,0.425234506,8.7,0.191166028,1,0.70372112633578,0.935849100340544
PDLIM5,91.11043163,0.703622917,0.351423759,20.8767574,1.781102171,1,108.4298608,-0.457464475,0.599065156,4.5,0.609339267,1,0.703622916757649,0.949532658080901
FOXL1,382.8001141,2.178776136,0.007448141,125.1717674,-0.58803674,0.455754058,66.14688081,0.703282473,1,16.4,0.011760666,1,0.703282473409314,1.18505157857934
FREM2,27.1214249,0.703245535,0.459035785,31.16392327,2.469372156,0.021315484,120.2191712,-0.213447628,0.805140207,14,0.029636164,1,0.703245534504387,1.4201975110495
NBEAL1,214.8339212,1.694665977,0.028378961,68.97907439,0.703217457,0.39200281,35.46229096,-1.384604408,0.129374158,18.9,0.004335893,1,0.703217457432099,0.806845240407964
BEND3,136.5272325,0.70297758,0.444362896,41.39121065,0.048169085,0.963840182,404.5640442,2.498544269,1,2.45,0.874020958,1,0.702977580002711,1.47040014052037
NT5DC2,28.79534263,0.702973918,0.458979105,288.0594587,1.587343672,0.061444029,58.91537339,-0.326661258,0.762816368,11.1,0.085334546,1,0.70297391774027,0.856040765449947
AZU1,9.774720321,-0.652190051,0.550876311,132.9851411,0.997542989,0.267301293,262.8620838,0.702875122,0.357334912,8.5,0.203711091,1,0.702875121515938,0.506113028408501
HOXB6,172.1074636,0.2849799,0.730121032,183.8823982,0.702798283,0.395642614,108.0278509,1.866625025,0.068315783,11.3,0.079535451,1,0.702798282697087,1.11388643681779
KIAA0391,83.34642982,1.515996867,0.083006309,236.9789468,0.702708047,0.467082229,8.98606682,-0.342430424,0.729338617,10.3,0.112573695,1,0.702708046695555,0.814545565060159
RHOF,111.1564182,1.512252457,0.126023739,42.25920447,-0.852964103,0.296923011,118.319385,0.702609632,0.439674561,11.9,0.064237226,1,0.702609632256265,0.746640278647014
KIAA1984,214.7126979,1.154429759,0.176904948,42.84657829,0.483368264,0.607766276,34.60302009,0.702542216,0.514240971,8.35,0.213566217,1,0.702542216169822,0.80772225780348
RERE,48.42500872,0.815025675,1,179.0853476,0.702387935,0.44179933,11.75786304,-1.851870216,0.062616535,10.4,0.10878665,1,0.702387935321795,0.288283094375192
REG3G,72.68148765,0.355916052,0.691215055,349.1406624,0.768241457,0.290270876,200.4156816,0.702359407,1,4.63,0.592065001,1,0.702359407463578,0.619852473700803
USP9Y,448.0073104,0.702357381,0.344104274,45.42383534,1.373293518,0.149420454,14.96688937,-2.378677389,0.025883247,19.1,0.00399804,1,0.702357380576817,0.555835792489109
ZNF543,104.6929397,0.702308,0.376028055,297.7932947,2.264763407,1,28.71122992,-0.216327419,0.84120936,3.32,0.767743174,1,0.70230799995279,1.28167165912804
PHF14,24.68557056,0.029639438,0.971105459,97.77585846,1.505032998,0.149974102,193.8413016,0.702261625,0.376945921,8.37,0.212229708,1,0.702261624819807,0.870824215268189
TMEM87B,57.27323707,0.406319708,0.594510536,33.16194771,0.702220955,0.427242788,97.17406203,1.061791686,0.279199655,7.64,0.265681621,1,0.702220954812187,0.74841275557708
C4orf45,151.7147284,0.708234161,0.364165685,41.66551391,-1.440486127,0.110597872,44.637614,0.701787265,0.423541572,11.7,0.069005984,1,0.701787264915343,0.274516054726379
TMEM168,66.88018589,0.701758848,0.43529982,523.8328177,1.107993417,0.128839645,79.77584051,0.529574798,0.583250598,9.87,0.130234438,1,0.701758848072586,0.800591856729718
